年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H30,法規,7,,「特殊建築物の内装」の制限に関する次の記述のうち、建築基準法に適合しないものはどれか。ただし、自動式のスプリンクラー設備等は設けられていないものとし、居室については、内装の「制限を受ける窓その他の開口部を有しない居室」には該当しないものとする。また、耐火性能検証法、防火区画検証法、階避難安全検証法、全館避難安全検証法及び国土交通大臣の認定による安全性の確認は行わないものとする。,地階に設ける飲食店において、床面積の合計が80m?の客席の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,耐火建築物である地上2階建ての物品販売業を営む店舗において、各階の当該用途に供する部分の床面積の合計をそれぞれ600m?としたので、各階の売場の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,耐火建築物である延べ面積700m?、地上3階建ての図書館において、3階部分にある図書室の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,耐火建築物である地上2階建ての劇場において、客席の床面積の合計を500m?としたので、客席の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,3
H30,法規,8,,避難施設等に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、いずれの建築物も各階を当該用途に供するものとし、避難階は地上1階とする。,主要構造部を耐火構造とした地上3階建ての共同住宅で、各階に住戸(各住戸の居室の床面積60m?)が4戸あるものは、避難階以外の階から避難階又は地上に通ずる2以上の直通階段を設けなければならない。,主要構造部を耐火構造とした地上6階建ての事務所において、6階の事務室の床面積の合計が300m?であり、かつ、その階に避難上有効なバルコニーを設け、その階に通ずる屋外の直通階段を、屋外に設ける避難階段の構造の規定に適合するものとした場合には、2以上の直通階段を設けなくてもよい。,床面積の合計が3000m?の地上5階建ての物品販売業を営む店舗には、各階の売場及び屋上広場に通ずる2以上の直通階段を設け、これを避難階段又は特別避難階段としなければならない。,主要構造部が耐火構造である地上20階建ての共同住宅において、階段室、昇降機の昇降路、廊下等が所定の方法で区画され、各住戸の床面積の合計が200m? (住戸以外は100m?)以内ごとに防火区画されている場合には、15階以上の階に通ずる直通階段は、特別避難階段としなくてもよい。,4
H30,法規,9,,防火・避難に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、耐火性能検証法、防火区画検証法、階避難安全検証法、全館避難安全検証法及び国土交通大臣の認定による安全性の確認は行わないものとする。,主要構造部を準耐火構造とした地上2階建ての展示場の避難階以外の階においては、主たる用途に供する居室の各部分から避難階又は地上に通ずる直通階段の一に至る歩行距離を、原則として、30m以下としなければならない。,延べ面積2000m?の病院において、床面積 100m?以内ごとに防火区画した部分については、排煙設備を設けなくてもよい。,延べ面積3000m?、地上3階建てのスポーツの練習場には、非常用の照明装置を設けなくてもよい。,各階を物品販売業を営む店舗の用途に供する地上3階建ての建築物(各階の床面積 600m?)においては、各階における避難階段の幅の合計を3.0m以上としなければならない。,4
H30,法規,10,,建築設備に関する次の記述のうち、建築基準法上、誤っているものはどれか。,乗用エレベーター(特殊な構造又は使用形態のもので国土交通大臣が定めたものを除く。)の昇降路については、昇降路の出入口の床先とかごの床先との水平距離は4cm以下とし、かごの床先と昇降路壁との水平距離は12.5cm以下としなければならない。,エスカレーター(特殊な構造又は使用形態のもので国土交通大臣が定めたものを除く。)は、勾配を30度以下とし、踏段の幅は1.1m以下としなければならない。,準耐火構造の床若しくは壁又は防火戸その他の政令で定める防火設備で床面積200m?以内に区画された共同住宅の住戸には、窓その他の開口部で開放できる部分の面積にかかわらず、排煙設備を設けなくてもよい。,建築物(換気設備を設けるべき調理室等を除く。)に設ける自然換気設備の給気口は、居室の天井の高さの 1/2 を超える高さの位置に設け、常時外気に開放された構造としなければならない。,1
H30,法規,11,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,建築物に作用する荷重及び外力としては、固定荷重、積載荷重、積雪荷重、風圧力、地震力のほか、建築物の実況に応じて、土圧、水圧、震動及び衝撃による外力を採用しなければならない。,屋根の積雪荷重は、屋根に雪止めがある場合を除き、その勾配が60度を超える場合においては、零とすることができる。,教室の柱の垂直荷重による圧縮力の計算において、建築物の実況によらないで積載荷重を計算する場合、床の積載荷重として採用する数値は、柱のささえる床の数が3のときは 1800 N/m? とすることができる。,建築物に近接してその建築物を風の方向に対して有効にさえぎる他の建築物、防風林その他これらに類するものがある場合においては、その方向における風圧力の計算に用いる速度圧は、通常の速度圧の 1/2 まで減らすことができる。,3
H30,法規,12,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,土砂災害特別警戒区域内における建築物の外壁の構造は、原則として、居室を有しない建築物であっても、自然現象の種類、最大の力の大きさ等及び土石等の高さ等に応じて、当該自然現象により想定される衝撃が作用した場合においても破壊を生じないものとして国土交通大臣が定めた構造方法を用いるものとしなければならない。,構造耐力上主要な部分で特に摩損のおそれのあるものには、摩損しにくい材料又は摩損防止のための措置をした材料を使用しなければならない。,鉄骨鉄筋コンクリート造の建築物において、鉄骨に対するコンクリートのかぶり厚さは、原則として、5cm以上としなければならない。,鉄筋コンクリート造と鉄骨造とを併用する建築物の鉄筋コンクリート造の構造部分は、原則として、コンクリート打込み中及び打込み後5日間は、コンクリートの温度が2度を下らないようにし、かつ、乾燥、震動等によってコンクリートの凝結及び硬化が妨げられないように養生しなければならない。,1
H30,法規,13,図あり,図のような木造、地上2階建ての住宅(屋根を金属板で葺いたもの)の1階部分について、桁行方向に設けなければならない構造耐力上必要な軸組の最小限の長さとして、建築基準法上、正しいものは、次のうちどれか。ただし、小屋裏等に物置等は設けず、区域の地盤及び地方の風の状況に応じた「地震力」及び「風圧力」に対する軸組の割増はないものとし、国土交通大臣が定める基準に従った構造計算は行わないものとする。なお、図は略図とする。,1392 cm,1560 cm,1695 cm,2100 cm,3
H30,法規,14,,都市計画区域及び準都市計画区域内の道路等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,道路の上空に設ける学校の渡り廊下で、生徒の通行の危険を防止するために必要であり、特定行政庁が安全上、防火上及び衛生上他の建築物の利便を妨げ、その他周囲の環境を害するおそれがないと認めて許可したものは、道路内に建築することができる。,建築物の各部分の高さの制限において、建築物の敷地が都市計画において定められた計画道路(建築基準法第42条第1項第四号に該当するものを除く。)に接し、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認める建築物については、当該計画道路が前面道路とみなされる。,工事を施工するために2年間現場に設ける事務所の敷地は、道路に2m以上接しなければならない。,幅員4mの農道に2m以上接する敷地においては、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認めて許可した建築物は、建築することができる。,1
H30,法規,15,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等の指定はなく、また、特定行政庁の許可等は考慮しないものとする。,第二種低層住居専用地域内において、「延べ面積650m?、平家建ての老人福祉センター」は、新築することができない。,第一種住居地域内において、「延べ面積3000m?、地上3階建てのホテル」は、新築することができない。,近隣商業地域内において、「客席の部分の床面積の合計が300m?、地上2階建ての映画館」は、新築することができる。,工業專用地域内において、「延べ面積300m?、地上2階建ての保育所」は、新築することができる。,2
H30,法規,16,図あり,図のような敷地において、耐火建築物を新築する場合、建築基準法上、新築することができる建築物の建蔽率(同法第53条に規定する建蔽率)と建築物の容積率(同法第52条に規定する容積率)の最高限度の組合せとして、正しいものは、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁の指定、許可等は考慮しないものとする。,8.5/10 - 40/10,8.5/10 - 48/10,9/10 - 40/10,9/10 - 48/10,4
H30,法規,17,図あり,図のような敷地において、建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、南側道路、西側道路及び東側隣地との高低差はなく、北側隣地より1.2m低いものとし、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに日影による中高層の建築物の高さの制限及び天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,22.50 m,22.60 m,23.10 m,25.00 m,4
H30,法規,18,図あり,図のような敷地において、用途上不可分の関係にあるA~Dの建築物を新築する場合、建築基準法上、誤っているものは、次のうちどれか。ただし、いずれの建築物も防火壁を設けていないものとし、建築物に附属する門又は塀はないものとする。また、図に記載されているものを除き、地域、地区等の制限については考慮しないものとし、危険物の貯蔵等は行わないものとする。,Aは、耐火建築物又は準耐火建築物としなければならない。,Bは、耐火建築物としなければならない。,Cは、耐火建築物又は準耐火建築物としなければならない。,Dは、耐火建築物又は準耐火建築物としなければならない。,4
H30,法規,19,,病院に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、階避難安全検証法、全館避難安全検証法及び国土交通大臣の認定による安全性の確認は行わないものとする。,敷地が第一種中高層住居専用地域内に300m?、第二種低層住居専用地域内に700m?と二つの用途地域にわたる場合、当該敷地には、特定行政庁の許可を受けなければ新築することができない。,準防火地域内の地上2階建てで、各階の床面積が300m?のもの(各階とも患者の収容施設があるもの)は、耐火建築物としなければならない。,患者用の廊下の幅は、両側に居室がある場合、1.6m以上としなければならない。,入院患者の談話のために使用される居室には、原則として、採光のための窓その他の開口部を設けなければならない。,1
H30,法規,20,,地区計画等又は建築協定に関する次の記述のうち、建築基準法上、誤っているものはどれか。,建築主事を置かない市町村であっても、地区計画等の区域(地区整備計画等が定められている区域に限る。)内において、建築物の敷地、構造、建築設備又は用途に関する事項で当該地区計画等の内容として定められたものについて、所定の基準に従い、これらに関する制限として条例で定めることができる。,地区計画の区域のうち再開発等促進区で地区整備計画が定められている区域のうち建築物の容積率の最高限度が定められている区域内においては、当該地区計画の内容に適合する建築物で、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認める建築物については、建築基準法第52条の規定は、適用されない。,建築協定には、建築物に附属する門及び塀の意匠に関する基準を定めることができる。,建築協定区域隣接地の区域内の土地に係る土地の所有者等は、建築協定の認可等の公告があった日以後いつでも、当該土地に係る土地の所有者等の過半数の合意により、特定行政庁に対して書面でその意思を表示することによって、当該建築協定に加わることができる。,3
H30,法規,21,,次の記述のうち、建築基準法又は建築士法上、誤っているものはどれか。,一級建築士は、他の一級建築士の設計した設計図書の一部を変更しようとするときは、当該一級建築士の承諾を求め、承諾が得られなかったときは、自己の責任において、その設計図書の一部を変更することができる。,構造設計一級建築士以外の一級建築士は、高さが60mを超える建築物の構造設計を行った場合においては、構造設計一級建築士に当該構造設計に係る建築物が建築基準法に規定する構造関係規定に適合するかどうかの確認を求めなければならない。,構造設計一級建築士の関与が義務付けられた建築物については、工事監理において、構造設計図書との照合に係る部分についても、構造設計一級建築士以外の一級建築士が行うことができる。,一級建築士定期講習を受けたことがない一級建築士は、一級建築士の免許を受けた日の次の年度の開始の日から起算して3年を超えた日以降に建築士事務所に所属した場合には、所属した日から3年以内に一級建築士定期講習を受けなければならない。,1
H30,法規,22,,次の記述のうち、建築士法上、誤っているものはどれか。ただし、指定事務所登録機関の指定は考慮しないものとする。,一級建築士事務所に置かれる管理建築士は、一級建築士として3年以上の建築物の設計又は工事監理に関する業務に従事した後に管理建築士講習の課程を修了した建築士でなければならない。,建築士事務所の開設者は、当該建築士事務所の管理建築士の氏名について変更があったときは、2週間以内に、その旨を都道府県知事に届け出なければならない。,管理建築士が総括する技術的事項には、他の建築士事務所との提携及び提携先に行わせる業務の範囲の案の作成が含まれる。,都道府県知事は、建築士法の施行に関し必要があると認めるときは、一級建築士事務所の開設者又は管理建築士に対し、必要な報告を求め、又は当該職員をして建築士事務所に立ち入り、図書等の物件を検査させることができる。,3
H30,法規,23,,次の記述のうち、建築士法上、誤っているものはどれか。,建築基準法の規定に違反して二級建築士の免許を取り消された者は、その後に一級建築士試験に合格した場合であっても、その取消しの日から起算して5年を経過しない間は、一級建築士の免許を受けることができない。,建築士が道路交通法違反等の建築物の建築に関係しない罪を犯し、禁錮以上の刑に処せられた場合には、建築士の免許の取消しの対象とはならない。,建築士事務所に属する建築士が、その属する建築士事務所の業務として行った行為により建築基準法の規定に違反し、懲戒処分を受けたときは、都道府県知事は、当該建築士事務所の登録を取り消すことができる。,建築士事務所に属する者で建築士でないものが、当該建築士事務所の業務として、建築士でなければできない建築物の設計をしたときは、都道府県知事は、当該建築士事務所の登録を取り消すことができる。,1
H30,法規,24,,次の記述のうち、都市計画法上、誤っているものはどれか。,都市計画区域又は準都市計画区域内において、図書館の建築の用に供する目的で行う開発行為で、その規模が4000m?のものについては、都道府県知事の許可を受けなければならない。,市街化調整区域のうち開発許可を受けた開発区域以外の区域内における仮設建築物の新築については、都道府県知事の許可を受ける必要はない。,都市計画施設の区域内において、地階を有しない鉄骨造、地上2階建ての建築物を改築する場合は、原則として、都道府県知事等の許可を受けなければならない。,地区整備計画が定められている地区計画の区域内において、建築物等の用途の変更を行おうとする場合に、用途変更後の建築物等が地区計画において定められた用途の制限及び用途に応じた建築物等に関する制限に適合するときは、当該行為の種類、場所、着手予定日等を市町村長に届け出る必要はない。,1
H30,法規,25,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵又は取扱いは行わないものとする。,主要構造部を準耐火構造とした延べ面積1500m?、地上2階建ての共同住宅で、壁及び天井の室内に面する部分の仕上げを難燃材料でしたものについては、原則として、屋内消火栓設備を設置しなければならない。,地上3階建ての事務所で、各階の床面積が300m?のものについては、原則として、3階に自動火災報知設備を設置しなければならない。,各階から避難階又は地上に直通する2の階段が設けられた地上3階建ての工場で、各階の収容人員が100人のものについては、原則として、3階に避難器具を設置しなければならない。,延べ面積6000m?、地上5階建てのホテルについては、連結送水管を設置しなければならない。,1
H30,法規,26,,次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。,既存の倉庫の一部の用途を変更し、床面積の合計が2500m?の物品販売業を営む店舗に用途の変更をしようとするときは、当該用途の変更に係る部分に限り、建築物移動等円滑化基準に適合させればよい。,自動車教習所を新築しようとするときは、建築物移動等円滑化基準に適合させるために必要な措置を講ずるよう努めなければならない。,この法律の施行の際現に存する特定建築物に、専ら車椅子を使用している者の利用に供するエレベーターを設置する場合において、当該エレベーターが所定の基準に適合し、所管行政庁が防火上及び避難上支障がないと認めたときは、建築基準法の一部の規定の適用については、当該エレベーターの構造は耐火構造とみなされる。,建築物移動等円滑化基準への適合が求められる建築物において、案内所を設ける場合には、当該建築物内の移動等円滑化の措置がとられたエレベーター等の配置を表示した案内板を設けなくてもよい。,2
H30,法規,27,,次の記述のうち、関係法令上、誤っているものはどれか。,「景観法」に基づき、景観地区内において建築物の建築等をしようとする者は、原則として、あらかじめ、その計画が、所定の規定に適合するものであることについて、市町村長の認定を受けなければならない。,「都市緑地法」に基づき、緑化地域内において、敷地面積が1000m?の建築物の新築又は増築をしようとする者は、原則として、当該建築物の緑化率を、緑化地域に関する都市計画において定められた建築物の緑化率の最低限度以上としなければならない。,「土砂災害警戒区域等における土砂災害防止対策の推進に関する法律」に基づき、土砂災害特別警戒区域内において、予定建築物の用途が店舗である都市計画法に基づく開発行為をしようとする者は、原則として、あらかじめ、「土砂災害警戒区域等における土砂災害防止対策の推進に関する法律」に基づく都道府県知事の許可を受けなければならない。,「建築物の耐震改修の促進に関する法律」に基づき、特定既存耐震不適格建築物の所有者は、当該建築物について耐震診断を行い、その結果、地震に対する安全性の向上を図る必要があると認められるときは、耐震改修を行うよう努めなければならない。,3
H30,法規,28,,木造の建築物に関する次の記述のうち、関係法令上、誤っているものはどれか。,「建築基準法」に基づき、延べ面積1500m?、高さ13m、軒の高さ10mの木造の平家建ての体育館については、許容応力度等計算により構造耐力上の安全性を確かめることができる。,「建築基準法」に基づき、防火地域及び準防火地域以外の区域内における、延べ面積1800 m?、耐火建築物及び準耐火建築物以外の木造の地上2階建ての図書館については、床面積の合計1000m?以内ごとに防火上有効な構造の防火壁によって有効に区画しなければならない。,「消防法」に基づき、延べ面積600m?、木造の地上2階建ての旅館(無窓階を有しないものとし、少量危険物又は指定可燃物の貯蔵又は取扱いは行わないもの)については、所定の基準に従って屋内消火栓設備を設置した場合には、原則として、消火器具の設置個数を減少することができる。,「建築士法」に基づき、延べ面積500m?、高さ14m、軒の高さ9mの木造の地上3階建ての共同住宅の新築については、一級建築士事務所の管理建築士の監督の下に、当該建築士事務所に属する二級建築士が工事監理をすることができる。,4
H30,法規,29,,次の記述のうち、建築基準法又は建築士法上、誤っているものはどれか。,構造設計一級建築士は、建築士事務所に属さず、教育に関する業務を行っている場合であっても、構造設計一級建築士定期講習を受けなければならない。,許容応力度等計算を要する建築物について、許容応力度等計算を行ったものであっても、構造計算適合判定資格者である建築主事が、確認申請に係る建築物の計画が建築基準関係規定に適合するかどうかを審査したものは、構造計算適合性判定を受けなくてもよい。,特定行政庁が、建築物の所有者、管理者、設計者、工事監理者、工事施工者又は建築物に関する調査をした者に対して、建築物の構造又は建築設備に関する調査の状況について報告を求めたにもかかわらず、報告をしなかった当該所有者等は、罰則の適用の対象となる。,建築主が工事監理者を定めないまま、一級建築士でなければ工事監理ができない建築物の工事をさせた場合においては、当該建築主は、罰則の適用の対象となる。,4
H30,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「都市の低炭素化の促進に関する法律」に基づき、低炭素建築物新築等計画の認定基準に適合させるための措置をとることにより通常の建築物の床面積を超えることとなる場合、建築基準法第52条第1項に基づく容積率の算定の基礎となる延べ面積には、一定の限度内の床面積は、算入しないものとする。,「都市の低炭素化の促進に関する法律」に基づき、低炭素建築物新築等計画の認定を申請する者は、所管行政庁に対し、当該計画を建築主事に通知し、当該計画が建築基準法に規定する建築基準関係規定に適合するかどうかの審査を受けるよう申し出ることができる。,「建築物のエネルギー消費性能の向上に関する法律」に基づき、建築物エネルギー消費性能適合性判定を受けた者は、建築基準法に基づく確認申請書を建築主事に提出するときに、併せて適合判定通知書又はその写しを提出しなければならない。,「建築物のエネルギー消費性能の向上に関する法律」に基づき、建築物エネルギー消費性能向上計画の認定を受けたときは、当該建築物の新築等のうち、建築物エネルギー消費性能適合性判定を受けなければならないものについては、原則として、適合判定通知書の交付を受けたものとみなされる。,1
H30,構造,1,図あり,図-1のような等質な材料からなる断面が、図-2に示す垂直応力度分布となって全塑性状態に達している。このとき、断面の図心に作用する圧縮軸力Nと曲げモーメントMとの組合せとして、正しいものは、次のうちどれか。ただし、降伏応力度はσy とする。,N: 4a^2σy - M: 10a^3σy,N: 4a^2σy - M: 20a^3σy,N: 8a^2σy - M: 10a^3σy,N: 8a^2σy - M: 20a^3σy,4
H30,構造,2,図あり,図のような集中荷重PA、PB を受ける梁A、Bの荷重点に生じるたわみ、δA、δBの値が等しいとき、集中荷重PAとPB との比として、正しいものは、次のうちどれか。ただし、梁A、Bは等質等断面の弾性部材とする。,1:04,1:02,1:01,2:01,2
H30,構造,3,図あり,図のような水平荷重Pを受ける骨組において、A点における曲げモーメントの大きさとして、正しいものは、次のうちどれか。,Pl/2,2Pl/3,3Pl/4,Pl,2
H30,構造,4,図あり,図は、2層のラーメンにおいて、2階に水平荷重P1、R階に水平荷重P2が作用したときの柱の曲げモーメントを示したものである。次の記述のうち、誤っているものはどれか。,2階に作用する水平荷重P1は、80kNである。,2階の梁のせん断力QBは、70kNである。,1階右側の柱の軸方向圧縮力は、105kNである。,右側の支点の鉛直反力Vは、120kNである。,4
H30,構造,5,図あり,図のような水平荷重Pが作用するトラスにおいて、部材A及びBに生じる軸力の組合せとして、正しいものは、次のうちどれか。ただし、軸力は、引張力を「+」、圧縮力を「一」とする。,A: -√2P/2 - B: +P,A: -√2P/2 - B: +2P,A: -√2P - B: +P,A: -√2P - B: +2P,3
H30,構造,6,図あり,図のような剛で滑らない面の上に置いてある直方体の剛体の重心に漸増する水平力が作用する場合、剛体が浮き上がり始めるときの水平力Fの重力Wに対する比 (=F/W) の値として、正しいものは、次のうちどれか。ただし、剛体の質量分布は一様とする。,0.15,0.3,0.45,0.6,2
H30,構造,7,,建築基準法における建築物に作用する地震力に関する次の記述のうち、最も不適当なものはどれか。,地震地域係数が1.0、振動特性係数Rtが0.9、標準せん断力係数C0が0.2のとき、建築物の地上部分の最下層における地震層せん断力係数Ciは0.18とすることができる。,鉄骨造又は木造の建築物の地震力を算定する場合に用いる設計用一次固有周期T(単位秒)は、建築物の高さ(単位 メートル)に0.03を乗じて算出することができる。,地震層せん断力係数Ciの建築物の高さ方向の分布を表す係数Aiは、建築物の上階になるほど大きくなる。,建築物の地上部分におけるある層に作用する地震層せん断力Qiは、その層の固定荷重と積載荷重との和に、その層の地震層せん断力係数Ciを乗じて算出する。,4
H30,構造,8,,建築物の構造計算に用いる荷重に関する次の記述のうち、最も不適当なものはどれか。,多雪区域において、地震時に考慮すべき積雪荷重は、短期積雪荷重を低減したものを用いる。,百貨店の屋上広場の単位面積当たりの積載荷重は、建築物の実況に応じて計算しない場合、百貨店の売場の単位面積当たりの積載荷重と同じとすることができる。,単位面積当たりの積載荷重は、建築物の実況に応じて計算しない場合、「床の構造計算をする場合」、「大梁、柱又は基礎の構造計算をする場合」及び「地震力を計算する場合」のうち、「地震力を計算する場合」が最も大きくなる。,一般的な鉄筋コンクリートの単位体積重量は、コンクリートの単位体積重量に、鉄筋による重量増分として1kN/m?を加えた値を用いることができる。,3
H30,構造,9,,木造軸組工法による地上2階建ての建築物に関する次の記述のうち、最も不適当なものはどれか。,風による水平力に対して必要な各階の耐力壁の量を、建築物の各階の床面積に所定の数値を乗じて得られた量以上とした。,地盤が著しく軟弱な区域として指定されている区域内の建築物ではなかったので、標準せん断力係数C0を0.2として、地震力を算定した。,軸組の両面に同じ構造用合板を1枚ずつ釘打ちした耐力壁の倍率を、軸組の片面に同じ構造用合板を1枚釘打ちした耐力壁の倍率の2倍とした。,引張力のみを負担する筋かいとして、厚さ1.5cmで幅9cmの木材を使用した。,1
H30,構造,10,図あり,図のような平面形状の木造軸組工法による地上2階建ての建築物(屋根は日本瓦葺きとし、1階と2階の平面形状は同じであり、平家部分はないものとする。)の1階において、建築基準法における「木造建築物の軸組の設置の基準」(いわゆる四分割法)によるX方向及びY方向の壁率比の組合せとして、最も適当なものは、次のうちどれか。ただし、図中の太線は耐力壁を示し、その軸組の倍率(壁倍率)は全て2とする。,X方向: 0.5 - Y方向: 1.0,X方向: 0.8 - Y方向: 1.0,X方向: 0.5 - Y方向: 1.0,X方向: 1.0 - Y方向: 0.8,1
H30,構造,11,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,地震時に水平力を受けるラーメン架構の柱の曲げひび割れは、一般に、柱頭及び柱脚に発生しやすい。,柱の軸方向の圧縮耐力は、一般に、帯筋によるコンクリートの拘束の度合いが大きいほど大きくなり、最大耐力以降の耐力低下の度合いも緩やかになる。,柱は、一般に、同じ断面の場合、内法高さが小さいほど、せん断耐力が大きくなることから、塑性変形能力は向上する。,柱梁接合部のせん断耐力は、一般に、柱に取り付く梁の幅を大きくすると大きくなる。,3
H30,構造,12,,鉄筋コンクリート構造の鉄筋の定着に関する次の記述のうち、最も不適当なものはどれか。,梁主筋の柱への必要定着長さは、柱のコンクリートの設計基準強度が高いほど長くなる。,折曲げ定着筋の標準フックの必要余長は、折曲げ角度が小さいほど長くなる。,引張鉄筋の必要定着長さは、横補強筋で拘束されたコア内に定着する場合より、横補強筋で拘束されていない部分に定着する場合のほうが長くなる。,純ラーメン架構の柱梁接合部内に通し配筋定着する梁については、地震時に梁端に曲げヒンジを想定する場合、梁主筋の引張強度が高いほど、定着性能を確保するために必要となる柱せいは大きくなる。,1
H30,構造,13,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,開口を有する耐力壁において、許容せん断力だけではなく、せん断剛性についても、開口の大きさに応じた低減率を考慮して構造計算を行った。,両側スラブ付き梁部材の曲げ剛性として、スラブの協力幅を考慮したT形断面部材の値を用いた。,柱の断面算定において、コンクリートに対する鉄筋のヤング係数比nは、コンクリートの設計基準強度が高くなるほど大きな値とした。,純ラーメン架構の梁端部の断面算定において、水平荷重による設計用曲げモーメントとして、フェイスモーメント (柱面位置での曲げモーメント)を用いた。,3
H30,構造,14,,鉄筋コンクリート構造の保有水平耐力計算に関する次の記述のうち、最も不適当なものはどれか。,柱の塑性変形能力を確保するため、引張鉄筋比ptを大きくした。,梁の塑性変形能力を確保するため、崩壊形に達したときの梁の断面に生じる平均せん断応力度を小さくした。,耐力壁の塑性変形能力を確保するため、崩壊形に達したときの耐力壁の断面に生じる平均せん断応力度を小さくした。,ラーメン架構と耐力壁を併用した建築物の構造特性係数Dsを小さくするため、保有水平耐力に対する耐力壁の水平耐力の和の比率を小さくした。,1
H30,構造,15,,鉄骨構造の溶接接合に関する次の記述のうち、最も不適当なものはどれか。,溶接金属の機械的性質は溶接施工条件の影響を受けることから、溶接に当たっては、溶接部の強度を低下させないために、パス間温度が規定値より小さくなるように管理する。,溶接継目ののど断面に対する長期許容せん断応力度は、溶接継目の形式が「完全溶込み溶接の場合」と「隅肉溶接の場合」とで同じである。,柱梁接合部の梁端部フランジの溶接接合においては、梁ウェブにスカラップを設けないノンスカラップ工法を用いることにより、塑性変形能力の向上が期待できる。,組立溶接において、ショートビード(ビードの長さが短い溶接)は、冷却時間が短いことから、塑性変形能力が低下する危険性や低温割れが生じる危険性が小さくなる。,4
H30,構造,16,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,骨組の塑性変形能力を確保するために定められているH形鋼の柱及び梁の幅厚比の上限値は、フランジよりウェブのほうが大きい。,柱及び梁に使用する鋼材の幅厚比の上限値は、建築構造用圧延鋼材SN400Bより建築構造用圧延鋼材SN490Bのほうが大きい。,梁の横座屈を防止するための横補剛材は、強度だけではなく、十分な剛性を有する必要がある。,梁の横座屈を防止するための横補剛には、「梁全長にわたって均等間隔で横補剛する方法」、「主として梁端部に近い部分を横補剛する方法」等がある。,2
H30,構造,17,,鉄骨構造において使用する高力ボルトに関する次の記述のうち、最も不適当なものはどれか。,高力ボルト摩擦接合は、接合される部材間の摩擦力で応力を伝達する機構であり、部材とボルト軸部との間の支圧による応力の伝達を期待するものではない。,せん断力と引張力とを同時に受ける高力ボルトの許容せん断応力度は、引張応力度の大きさに応じて低減する。,高力ボルト摩擦接合と溶接接合とを併用する接合部においては、溶接を行った後に高力ボルトを締め付けた場合、両接合の許容力を加算することができる。,F10Tの高力ボルト摩擦接合において、2面摩擦の許容せん断応力度は、1面摩擦の場合の2倍である。,3
H30,構造,18,,鉄骨構造の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1-1」で計算する場合、標準せん断力係数C0を0.3以上として許容応力度計算をすることから、水平力を負担する筋かいの端部及び接合部を保有耐力接合とする必要はない。,「ルート2」で計算する場合、水平力を負担する筋かいの水平力分担率に応じて、地震時の応力を割り増して許容応力度計算をする必要がある。,「ルート3」で計算する場合、筋かいの有効細長比や柱及び梁の幅厚比等を考慮して構造特性係数Dsを算出する。,冷間成形角形鋼管柱に筋かいを取り付ける場合、鋼管に局部的な変形が生じないように補強を行う必要がある。,1
H30,構造,19,,土質及び地盤に関する次の記述のうち、最も不適当なものはどれか。,粘性土地盤において、土粒子の粒径は、粘土よりシルトのほうが大きい。,土の含水比(土粒子の質量に対する土中の水の質量の比)は、一般に、粘性土より砂質土のほうが大きい。,標準貫入試験のN値が10程度の地盤の場合、許容応力度は、一般に、砂質土地盤より粘性土地盤のほうが大きい。,砂質土地盤の許容応力度の算定に用いる支持力係数は、一般に、内部摩擦角が大きくなるほど大きくなる。,2
