年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H29,法規,6,,防火・避難に関する次の記述のうち、建築基準法上、誤っているものはどれか。,階避難安全検証法は、火災時において、建築物の階からの避難が安全に行われることを検証する方法であり、当該階の各居室ごとに、在室者が、火災が発生してから避難を開始するまでに要する時間、当該居室の出口の一に達するまでに要する歩行時間、当該居室の出口を通過するために要する時間等を計算することとされている。,全館避難安全検証法は、火災時において、建築物からの避難が安全に行われることを検証する方法であり、各階における各火災室ごとに、火災が発生してから、在館者の全てが当該建築物から地上までの避難を終了するまでに要する時間、火災により生じた煙又はガスが階段の部分又は当該階の直上階以上の階の一に流入するために要する時間等を計算することとされている。,耐火性能検証法は、屋内において発生が予測される火災による火熱が加えられた場合に主要構造部が構造耐力上支障のある損傷を生じないものであること、建築物の周囲において発生する通常の火災による火熱が加えられた場合に耐力壁である外壁が構造耐力上支障のある損傷を生じないものであること等を確かめる方法である。,防火区画検証法は、開口部に設けられる防火設備について、屋内及び建築物の周囲において発生が予測される火災による火熱が加えられた場合に、火災の継続時間以上、加熱面以外の面に火炎を出すことなく耐えることができることを確かめる方法である。,4
H29,法規,7,,「特殊建築物等の内装」の制限に関する次の記述のうち、建築基準法に適合しないものはどれか。ただし、主要構造部を耐火構造とした耐火建築物であり、自動式のスプリンクラー設備等は設けられていないものとし、居室については、内装の「制限を受ける窓その他の開口部を有しない居室」には該当しないものとする。また、「避難上の安全の検証」は行われていないものとする。,延べ面積3000m2、地上3階建ての物品販売業を営む店舗(当該用途に供する3階の床面積が1000m2)において、当該用途に供する居室の壁の室内に面する部分の仕上げを、難燃材料とした。,延べ面積300m2、平家建ての自動車修理工場において、当該用途に供する部分の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,延べ面積1200m2、高さ12m、地上3階建ての有料老人ホーム(当該用途に供する3階の床面積が400m2)において、100m2ごとに耐火構造とした床、壁及び所定の防火設備で区画された3階の居室の天井の室内に面する部分の仕上げを、不燃材料、準不燃材料及び難燃材料以外の材料とした。,延べ面積1800m2、地上3階建ての事務所(当該用途に供する3階の床面積が600m2)において、当該用途に供する居室から地上に通ずる主たる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを、準不燃材料とした。,2
H29,法規,8,,次の建築物のうち、建築基準法上、2以上の直通階段を設けなければならないものはどれか。ただし、いずれの建築物も各階を当該用途に供するものとし、避難階は1階とする。,主要構造部を耐火構造とした地上3階建ての旅館で、各階に宿泊室(床面積30m2)が6室あるもの(2階以上の階には宿泊室以外の居室はないものとする),主要構造部が不燃材料で造られた地上2階建ての寄宿舎で、2階における寝室の床面積の合計が150m2、2階における寝室以外の居室の床面積の合計が150m2のもの,主要構造部を準耐火構造とした、延べ面積1000m2、地上2階建ての物品販売業を営む店舗で、2階における売場の床面積の合計が500m2のもの,主要構造部を耐火構造とした地上5階建てのナイトクラブの用途に供する建築物で、各階に客席があり、各階の居室の床面積の合計が200m2で、かつ、各階に避難上有効なバルコニーを設け、各階から地上に通ずる屋外の直通階段を、屋外に設ける避難階段の構造の規定に適合するものとしたもの,3
H29,法規,9,,次の記述のうち、建築基準法上、誤っているものはどれか。ただし、「避難上の安全の検証」は行われていないものとする。,主要構造部を準耐火構造とした建築物以外の建築物であっても、柱及び梁が不燃材料で、その他の主要構造部が所定の技術的基準に適合するものとし、また、外壁の開口部で延焼のおそれのある部分に所定の防火設備を有するものは、準耐火建築物に該当する。,建築物の高さ31m以下の部分にある3階以上の各階において、道に面する外壁面に、直径1mの円が内接できる窓で、格子その他の屋外からの進入を妨げる構造を有しないものを当該壁面の長さ10mごとに設けている場合には、非常用の進入口を設けなくてもよい。,主要構造部を耐火構造とした地上15階建ての共同住宅において、15階の居室及びこれから地上に通ずる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを準不燃材料とした場合には、15階の居室の各部分から地上に通ずる直通階段のその一に至る歩行距離を60mとすることができる。,主要構造部を耐火構造とした延べ面積が1000m2、地上3階建ての病院の病室には、非常用の照明装置を設けなくてもよい。,3
H29,法規,10,,建築設備等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,床面積の合計が80m2の住戸において、発熱量の合計(密閉式燃焼器具等又は煙突を設けた設備若しくは器具に係るものを除く。)が9kWの火を使用する器具を設けた床面積12m2の調理室には、1.2m2の有効開口面積を有する窓その他の開口部を換気上有効に設けた場合であっても、所定の技術的基準に従って、換気設備を設けなければならない。,高さが31mを超える建築物で、非常用エレベーターを設けていないことにより、建築基準法第3条第2項の規定の適用を受けているものに増築する場合においては、増築に係る部分の床面積の合計が基準時における延べ面積の1/2を超える場合には、非常用エレベーターを設けなければならない。,延べ面積500m2の事務所において、開放できる部分の面積の合計が2m2の窓(天井から下方80cm以内の距離にあるもの)のある床面積120m2の事務室には、原則として、排煙設備を設けなければならない。,エレベーター(所定の特殊な構造又は使用形態のものを除く。)の昇降路の出入口の戸には、かごがその戸の位置に停止していない場合において、昇降路外の人又は物の昇降路内への落下を防止することができるものとして、所定の基準に適合する施錠装置を設けなければならない。,1
H29,法規,11,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,許容応力度等計算においては、建築物の地上部分について各階の剛性率を確かめる場合、当該剛性率は、「各階の層間変形角の逆数」を「当該建築物についての各階の層間変形角の逆数の相加平均」で除して計算し、その値がそれぞれ6/10以上であることを確かめる。,保有水平耐力計算においては、高さ25mの鉄筋コンクリート造の建築物の地上部分について、保有水平耐力が必要保有水平耐力以上であることを確かめた場合には、層間変形角が所定の数値以内であることを確かめなくてもよい。,限界耐力計算を行う場合、地震時については、建築物の地下部分を除き、地震力により構造耐力上主要な部分の断面に生ずる応力度が、短期に生ずる力に対する許容応力度を超えないことを計算により確かめなくてもよい。,建築物の基礎は、国土交通大臣が定める基準に従った構造計算によって構造耐力上安全であることを確かめた場合には、異なる構造方法による基礎を併用してもよい。,2
H29,法規,12,図あり,図のような木造、地上2階建ての住宅(屋根を金属板で茸葺いたもの)の1階部分について、桁行方向と張り間方向に設けなければならない構造耐力上必要な軸組の最小限の長さの組合せとして、建築基準法上、正しいものは、次のうちどれか。ただし、小屋裏等に物置等は設けず、区域の地盤及び地方の風の状況に応じた「地震力」及び「風圧力」に対する軸組の割増はないものとし、国土交通大臣が定める基準に従った構造計算は行わないものとする。なお、1階部分の軸組の構造の判定に用いる1階の床面積については、80m2とする。また、図は略図とする。,2320 cm - 2925 cm,2640 cm - 2925 cm,2450 cm - 3600 cm,2640 cm - 3600 cm,1
H29,法規,13,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,炭素鋼を構造用鋼材として使用する場合、短期に生じる力に対する曲げの許容応力度は、鋼材等の種類及び品質に応じて国土交通大臣が定める基準強度と同じ値である。,建築物の地上部分に作用する地震力について、許容応力度等計算を行う場合における標準せん断力係数は0.2以上又は0.3以上とするが、必要保有水平耐力を計算する場合における標準せん断力係数は、1.0以上としなければならない。,高力ボルトの短期に生ずる力に対する引張りの許容応力度は、引張りの材料強度の2/3の値である。,コンクリートの引張りの許容応力度は、原則として、圧縮の許容応力度の1/10の値である。,3
H29,法規,14,,都市計画区域及び準都市計画区域内の道路等に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、特定行政庁による道路幅員に関する区域の指定はないものとする。,都市計画区域及び準都市計画区域以外の区域から都市計画区域に編入された際、現に存在している幅員4mの道(地下におけるものを除く。)に2m以上接している敷地には、建築物を建築することができる。,工事を施工するために現場に設ける事務所の敷地は、道路に接していなくてもよい。,河川管理者が管理する幅員4mの公共の用に供する道に2m以上接する敷地においては、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認めて許可した場合には、建築物を建築することができる。,道路の地盤面下に、建築物に附属する地下通路を設ける場合、特定行政庁の許可を受ける必要がある。,4
H29,法規,15,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等及び特定行政庁の許可等は考慮しないものとする。,「延べ面積600m2、地上2階建ての老人福祉センター」は、第一種低層住居専用地域内において、新築することができる。,「延べ面積400m2、地上2階建ての保健所」は、第二種低層住居専用地域内において、新築することができる。,「延べ面積500m2、地上2階建ての宅地建物取引業を営む店舗」は、第一種中高層住居専用地域内において、新築することができる。,「延べ面積300m2、地上2階建ての幼保連携型認定こども園」は、工業地域内において、新築することができる。,2
H29,法規,16,,建築物の容積率及び建蔽率に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、敷地は、街区の角にある敷地又はこれに準ずる敷地で特定行政庁が指定するものではないものとする。,幅員15mの道路に接続する幅員8mの道路を前面道路とする敷地が、幅員15mの道路から当該敷地が接する前面道路の部分の直近の端までの延長が35mの場合、容積率の算定に係る当該前面道路の幅員に加える数値は2mとする。,高度利用地区内においては、学校、駅舎、卸売市場等で、特定行政庁が用途上又は構造上やむを得ないと認めて許可したものについては、高度利用地区に関する都市計画において定められた容積率に適合しないものとすることができる。,都市計画において定められた建蔽率の限度が6/10の第一種住居地域内で、かつ、準防火地域内にある耐火建築物については、建蔽率の限度の緩和の対象となる。,工業地域内にある建築物の敷地が防火地域及び準防火地域にわたる場合において、その敷地内の建築物の全部が耐火建築物であるときは、都市計画において定められた建蔽率の限度にかかわらず、建蔽率の限度の緩和の対象となる。,3
H29,法規,17,図あり,図のように、敷地に建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに日影による中高層の建築物の高さの制限及び天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,28.5 m,34.5 m,39.0 m,46.0 m,3
H29,法規,18,,防火地域及び準防火地域内の建築物の新築に関する次の記述のうち、建築基準法上、誤っているものはどれか。,防火地域及び準防火地域にわたる建築物(過半が準防火地域内であり、防火地域外で防火壁で区画されていないもの)で、延べ面積600m2、地上2階建てで、各階を展示場の用途に供するものは、耐火建築物又は準耐火建築物としなければならない。,防火地域内においては、延べ面積150m2、平家建ての建築物で、診療所の用途に供するものは、耐火建築物としなければならない。,準防火地域内においては、延べ面積900m2、地上3階建ての建築物(各階の床面積300m2)で、3階を倉庫の用途に供するものは、耐火建築物としなければならない。,準防火地域内においては、延べ面積1200m2、地上3階建ての建築物で、各階を事務所の用途に供するものは、耐火建築物又は準耐火建築物としなければならない。,1
H29,法規,19,,地区計画等又は建築協定に関する次の記述のうち、建築基準法上、誤っているものはどれか。,建築協定における建築協定区域及び当該区域内の建築物に関する基準について、同様の内容が地区計画において定められた場合には、その建築協定は廃止されたものとみなされる。,地区計画等の区域内における建築物の敷地が特定行政庁の指定した予定道路に接する場合、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認めて許可した建築物については、当該予定道路を前面道路とみなして建築物の容積率の規定が適用される。,地区計画等の区域内において、地区整備計画等で定められている壁面の位置の制限に係る建築物に附属する門又は塀で高さ2mを超えるもの以外の工作物の設置の制限は、地区計画等に関する市町村の条例による壁面の位置の制限としては定めることができない。,特定行政庁の認可を受けた建築協定のうち、建築協定区域内の土地について一の所有者以外に土地の所有者等が存しないものは、認可の日から起算して3年以内において当該建築協定区域内の土地に2以上の土地の所有者等が存しない場合には、効力を有するものとはならない。,1
H29,法規,20,,次の記述のうち、建築基準法上、誤っているものはどれか。ただし、特定行政庁の許可は考慮しないものとする。,建築基準法第22条第1項の市街地の区域の内外にわたる共同住宅の屋根の構造は、その全部について、同項の規定の適用を受け、通常の火災を想定した火の粉による火災の発生を防止するために屋根に必要とされる所定の性能を有するものとしなければならない。,一団地内に建築される1又は2以上の構えを成す建築物のうち、特定行政庁がその位置及び構造が安全上、防火上及び衛生上支障がないと認めるものに対する用途地域の規定の適用については、当該一団地は一の敷地とみなされる。,都市計画において建築物の高さの限度が10mと定められた第一種低層住居専用地域内においては、所定の要件に適合する建築物であって、特定行政庁が低層住宅に係る良好な住居の環境を害するおそれがないと認めるものについては、建築物の高さの限度は、12mとすることができる。,地階を除く階数が11以上である建築物の屋上に設ける冷房のための冷却塔設備は、防火上支障がないものとして国土交通大臣が定めた構造方法を用いる場合においては、主要な部分を不燃材料以外の材料で造ることができる。,2
H29,法規,21,,次の記述のうち、建築士法上、誤っているものはどれか。ただし、中央指定登録機関の指定は考慮しないものとする。,設備設計一級建築士は、設備設計以外の設計を含む建築物の設計を行うことができる。,建築士は、大規模の建築物その他の建築物の建築設備に係る設計又は工事監理を行う場合において、建築設備士の意見を聴いたときは、原則として、設計図書又は工事監理報告書において、その旨を明らかにしなければならない。,木造、平家建ての延べ面積450m2、高さ11m、軒の高さ9mのオーディトリアムを有する集会場を新築する場合においては、一級建築士でなければ、その設計又は工事監理をしてはならない。,構造設計一級建築士は、構造設計一級建築士定期講習を受けたときは、住所地の都道府県知事を経由して国土交通大臣に対し、構造設計一級建築士証の書換え交付を申請することができる。,3
H29,法規,22,,次の記述のうち、建築士法上、誤っているものはどれか。,建築物の大規模の修繕に係る部分の床面積が400m2である工事の工事監理受託契約の締結に際して、その当事者は、工事と設計図書との照合の方法、工事監理の実施の状況に関する報告の方法、工事監理に従事することとなる建築士の氏名等の所定の事項について書面に記載し、署名又は記名押印をして相互に交付しなければならない。,建築士事務所の開設者が建築主との設計受託契約の締結に先立って管理建築士等に重要事項の説明をさせる際に、管理建築士等は、当該建築主に対し、建築士免許証又は建築士免許証明書を提示しなければならない。,建築士事務所を管理する建築士は、当該建築士事務所において受託可能な業務の量及び難易並びに業務の内容に応じて必要となる期間の設定、受託しようとする業務を担当させる建築士等の選定及び配置等の所定の技術的事項を総括するものとする。,建築士事務所を管理する建築士は、当該建築士事務所に属する他の建築士が設計を行った建築物の設計図書について、管理建築士である旨の表示をして記名及び押印をしなければならない。,4
H29,法規,23,,次の記述のうち、建築士法上、誤っているものはどれか。ただし、中央指定登録機関及び指定事務所登録機関の指定は考慮しないものとする。,一級建築士名簿に登録する事項は、登録番号、登録年月日、氏名、生年月日、性別、処分歴、定期講習の受講歴等である。,一級建築士は、一級建築士免許証の交付の日から30日以内に、本籍、住所、氏名、生年月日、性別等を住所地の都道府県知事を経由して国土交通大臣に届け出なければならない。,一級建築士事務所登録簿に登録する事項は、登録番号、登録年月日、建築士事務所の名称及び所在地、管理建築士の氏名、建築士事務所に属する建築士の氏名、処分歴等である。,建築士事務所の開設者は、建築士事務所に属する建築士の氏名に変更があったときは、30日以内に、その建築士事務所の所在地を管轄する都道府県知事に届け出なければならない。,4
H29,法規,24,,次の記述のうち、都市計画法上、誤っているものはどれか。,市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、既存の建築物の敷地内で車庫、物置その他これらに類する附属建築物を建築する場合は、都道府県知事の許可を受ける必要はない。,都市計画施設の区域内において、地階を有しない木造、地上2階建ての建築物を改築する場合は、都道府県知事等の許可を受ける必要はない。,開発許可を受けた開発区域内において、都道府県知事の許可を受ける必要のない軽微な変更をしたときは、遅滞なく、その旨を都道府県知事に届け出なければならない。,地区整備計画が定められている地区計画の区域内において、仮設の建築物の建築を行おうとする者は、当該行為に着手する日の30日前までに、行為の種類、場所、着手予定日等を市町村長に届け出なければならない。,4
H29,法規,25,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵及び取扱いは行わないものとする。,主要構造部を耐火構造とし、壁及び天井の室内に面する部分の仕上げを難燃材料でした延べ面積2100m2、地上2階建ての展示場については、原則として、屋内消火栓設備を設置しなければならない。,天井の高さ12m、延べ面積700m2のラック式倉庫については、原則として、スプリンクラー設備を設置しなければならない。,小学校は、消防用設備等の技術上の基準に関する政令等の規定の施行又は適用の際、現に存する建築物であっても、新築の場合と同様に消防用設備等の規定が適用される「特定防火対象物」である。,物品販売業を営む店舗と共同住宅とが開口部のない耐火構造の床又は壁で区画されているときは、その区画された部分は、消防用設備等の設置及び維持の技術上の基準の規定の適用については、それぞれ別の防火対象物とみなされる。,3
H29,法規,26,,次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。,床面積の合計が2000m2の会員制スイミングスクール(一般公共の用に供されないもの)を新築しようとするときは、建築物移動等円滑化基準に適合させるために必要な措置を講ずるよう努めなければならない。,床面積の合計が50m2の公衆便所を新築しようとするときは、便所内に、高齢者、障害者等が円滑に利用することができる構造の水洗器具を設けた便房を1以上(男子用及び女子用の区別があるときは、それぞれ1以上)設けなければならない。,床面積の合計が2000m2の物品販売業を営む店舗を新築しようとするとき、不特定かつ多数の者が利用する駐車場を設ける場合には、そのうち1以上に、車いす使用者用駐車施設を1以上設けなければならない。,床面積の合計が2000m2の旅館を新築しようとするときは、客室の総数にかかわらず、車いす使用者用客室を1以上設けなければならない。,4
H29,法規,27,,次の記述のうち、関係法令上、誤っているものはどれか。,「住宅の品質確保の促進等に関する法律」に基づき、住宅新築請負契約においては、請負人は、注文者に引き渡した時から10年間、住宅の構造耐力上主要な部分等の瑕疵(構造耐力又は雨水の浸入に影響のないものを除く。)について、民法第634条第1項及び第2項前段に規定する担保の責任を負う。,「建設工事に係る資材の再資源化等に関する法律」に基づき、その施工に特定建設資材を使用する建築物の床面積200m2の増築の工事(請負代金の額が4000万円)で、当該建築物の増築後の床面積の合計が500m2であるものの受注者は、原則として、分別解体等をしなければならない。,「長期優良住宅の普及の促進に関する法律」に基づき、分譲事業者は、譲受人を決定するまでに相当の期間を要すると見込まれる場合においては、単独で長期優良住宅建築等計画を作成し、所管行政庁の認定を申請することができる。,「建築物のエネルギー消費性能の向上に関する法律」に基づき、建築主等は、エネルギー消費性能の向上のための建築物に設けた空気調和設備等の改修をしようとするときは、建築物エネルギー消費性能向上計画を作成し、所管行政庁の認定を申請することができる。,2
H29,法規,28,,一級建築士によるイ～ニの行為について、建築士法に基づいて、当該一級建築士に対する業務停止等の懲戒処分の対象となるものは、次のうちどれか。イ:建築確認の必要な建築物の設計者として、建築確認の申請を行わずに工事を施工することについて、当該建築物の工事施工者からの相談に応じた。 ロ:複数の一級建築士事務所の開設者である一級建築士が、管理建築士の欠員が生じた一級建築士事務所について、別の一級建築士事務所の管理建築士を一時的に兼務させた。 ハ:建築士事務所の開設者である一級建築士が、委託者の許諾を得て、延べ面積500m2の建築物の新築に係る設計業務を、一括して他の建築士事務所の開設者に委託した。 ニ:建築士事務所登録の有効期間の満了後、更新の登録を受けずに、業として他人の求めに応じ報酬を得て設計等を行った。,イとロとハとニ,イとロとニのみ,ロとハとニのみ,イとハのみ,1
H29,法規,29,,次の記述のうち、関係法令上、誤っているものはどれか。,「宅地造成等規制法」に基づき、宅地造成工事規制区域内において、切土のみの宅地造成に関する工事であって、切土をする土地の面積が500m2で、高さ2mの崖を生ずることになる場合には、造成主は、原則として、都道府県知事の許可を受けなければならない。,「水道法」に基づき、給水装置における家屋の主配管は、配管の経路について構造物の下の通過を避けること等により漏水時の修理を容易に行うことができるようにしなければならない。,「土砂災害警戒区域等における土砂災害防止対策の推進に関する法律」に基づき、特別警戒区域内において、予定建築物が分譲住宅である開発行為をしようとする者は、原則として、あらかじめ、都道府県知事の許可を受けなければならない。,「都市計画法」に基づき、開発許可の申請に当たって、一級建築士の資格を有する者で、宅地開発に関する技術に関して2年以上の実務の経験を有するものは、開発区域の面積が20ha未満の開発行為に関する設計に係る設計図書を作成することができる。,1
H29,法規,30,,次の記述のうち、建築基準法及び建築士法上、誤っているものはどれか。,特定行政庁が特定工程の指定と併せて指定する特定工程後の工程に係る工事を、工事施工者が当該特定工程に係る中間検査合格証の交付を受ける前に施工した場合、当該工事施工者は罰則の適用の対象となる。,一級建築士でなければ行ってはならない建築物の設計及び工事監理を二級建築士が行い、工事が施工された場合、当該建築物の工事施工者は罰則の適用の対象とならないが、当該二級建築士は罰則の適用の対象となる。,患者の収容施設がある地上3階、床面積300m2の診療所(国、都道府県及び建築主事を置く市町村の建築物を除く。)の所有者等は、当該建築物の敷地、構造及び建築設備について、定期に、一定の資格を有する者にその状況の調査をさせて、その結果を特定行政庁に報告しなければならない。,建築士事務所の開設者は、事業年度ごとに、設計等の業務に関する報告書を作成し、毎事業年度経過後3月以内に当該建築士事務所に係る登録をした都道府県知事に提出するとともに、所定の業務に関する事項を記載した帳簿を備え付け、各事業年度の末日にその帳簿を閉鎖し、その翌日から15年間保存しなければならない。,2
H29,構造,1,図あり,図-1のように、脚部で固定された柱の頂部に鉛直荷重及び水平荷重Qが作用している。柱の断面形状は図-2に示すような長方形断面であり、鉛直荷重及び水平荷重Qは断面の図心に作用しているものとする。柱脚部断面における引張縁応力度と圧縮縁応力度との組合せとして、正しいものは、次のうちどれか。ただし、柱は等質等断面とし、自重は無視する。また、応力度は弾性範囲内にあるものとし、引張応力度を「+」、圧縮応力度を「-」とする。,"引張:+6 N/mm2, 圧縮:-14 N/mm2","引張:+8 N/mm2, 圧縮:-12 N/mm2","引張:+11 N/mm2, 圧縮:-19 N/mm2","引張:+13 N/mm2, 圧縮:-17 N/mm2",2
H29,構造,2,図あり,図のような断面形状の単純梁A及びBの中央に集中荷重Pが作用したとき、それぞれ曲げによる最大たわみδA及びδBが生じている。δAとδBとの比として、正しいものは、次のうちどれか。ただし、梁A及びBは同一材質の弾性部材とし、自重は無視する。また、梁Bは重ね梁であり、接触面の摩擦はないものとする。,1:01,1:02,1:04,1:08,3
H29,構造,3,図あり,図のようなラーメンに鉛直荷重4P及び水平荷重Pが作用したときの曲げモーメント図として、正しいものは、次のうちどれか。ただし、曲げモーメント図は、材の引張側に描くものとする。,図1,図2,図3,図4,1
H29,構造,4,図あり,図は2層のラーメンに水平荷重P及び2Pが作用したときの正しい崩壊メカニズムを示したものである。次の記述のうち、最も不適当なものはどれか。ただし、最上階梁及び2階梁の全塑性モーメントはそれぞれMp及び2Mpとし、1階柱の柱脚の全塑性モーメントは2Mpとする。,最上階梁のせん断力Qbは、Mp/lである。,鉛直反力Vは、3Mp/lである。,水平荷重Pは、2Mp/lである。,1階右側の柱のせん断力Qcは、6Mp/lである。,4
H29,構造,5,図あり,図のような荷重が作用するトラスにおいて、部材ABに生じる軸方向力として、正しいものは、次のうちどれか。ただし、軸方向力は、引張力を「+」、圧縮力を「-」とする。,#NAME?,- (√2 / 2) P,+ (√2 / 2) P,#NAME?,4
H29,構造,6,図あり,図のような構造物A、B、Cの柱の弾性座屈荷重をそれぞれPA、PB、PCとしたとき、それらの大小関係として正しいものは、次のうちどれか。ただし、全ての柱は等質等断面で、梁は剛体であり、柱及び梁の自重、柱の面外方向の座屈は無視する。,PA > PC > PB,PB > PA > PC,PC > PA > PB,PC > PB > PA,3
H29,構造,7,図あり,建築基準法における地震層せん断力係数Ciの計算に用いる振動特性係数Rtは、建築物の設計用一次固有周期Tと地盤の種別に応じて定められている。それらの関係を示す図として、適当なものは、次のうちどれか。,図1,図2,図3,図4,1
H29,構造,8,,建築基準法における荷重及び外力に関する次の記述のうち、最も不適当なものはどれか。,学校の屋上広場の単位面積当たりの積載荷重は、実況に応じて計算しない場合、教室の単位面積当たりの積載荷重と同じ数値とすることができる。,雪下ろしを行う慣習のある地方においては、その地方における垂直積雪量が1mを超える場合においても、積雪荷重は、雪下ろしの実況に応じて垂直積雪量を1mまで減らして計算することができる。,風圧力における平均風速の高さ方向の分布を表す係数Erは、建築物の高さが同じ場合、一般に、「都市計画区域外の極めて平坦で障害物がない区域」より「都市計画区域内の都市化が極めて著しい区域」のほうが小さい。,建築物の地上部分における各層の地震層せん断力Qiは、最下層の値が最も大きくなる。,1
H29,構造,9,,木造軸組工法による地上2階建ての建築物に関する次の記述のうち、最も不適当なものはどれか。,平面が長方形の建築物において、必要壁量が風圧力により決定されたので、張り間方向と桁行方向の壁量が、それぞれの方向の必要壁量以上となるように設計した。,圧縮力と引張力の両方を負担する筋かいとして、厚さ3cm、幅9cmの木材を使用した。,9cm角の木材の筋かいを入れた軸組の倍率(壁倍率)を3とし、9cm角の木材の筋かいをたすき掛けに入れた軸組の倍率(壁倍率)を6とした。,筋かいが間柱と交差する部分は、間柱の断面を欠き取り、筋かいは欠込みをせずに通すようにした。,3
H29,構造,10,図あり,図のような平面の木造軸組工法による平家建ての建築物において、建築基準法における「木造建築物の軸組の設置の基準」(いわゆる四分割法)に関する次の記述のうち、最も不適当なものはどれか。ただし、図中の太線は耐力壁を示し、その軸組の倍率(壁倍率)は全て1とする。なお、この建築物の単位床面積当たりに必要な壁量は15cm/m2とする。,X方向の北側の側端部分の必要壁量は、3mである。,X方向の北側の側端部分の存在壁量は、5mである。,X方向の北側の側端部分の壁量充足率は、1を超えている。,X方向の壁率比は、0.5を超えている。,4
H29,構造,11,図あり,鉄筋コンクリート造の建築物において、「躯体に発生したコンクリートのひび割れの状況を示す図」と「その原因の説明」として、最も不適当なものは、次のうちどれか。,最上階の柱梁接合部が、矢印の方向に曲げモーメントを受けた場合のひび割れ,独立基礎フーチングのはね出し部分が、矢印の方向に地盤からの接地圧を受けた場合のひび割れ,周辺が梁で固定されたスラブが、鉛直荷重を受けた場合のスラブ上面のひび割れ,耐力壁に、乾燥収縮が生じた場合のひび割れ,2
H29,構造,12,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,梁のせん断強度を大きくするために、あばら筋量を増やした。,曲げ降伏する梁の靱性を高めるために、コンクリートの設計基準強度に対するせん断応力度の比を大きくした。,柱のせん断強度を大きくするために、設計基準強度がより高いコンクリートを採用した。,曲げ降伏する両側柱付き耐力壁の靭性を高めるために、側柱の帯筋量を増やした。,2
H29,構造,13,,鉄筋コンクリート構造の柱及び梁における付着に関する次の記述のうち、最も不適当なものはどれか。,主筋間のあきが大きくなると、付着割裂強度は小さくなる。,細径の主筋を用いる場合よりも、太径の主筋を用いる場合のほうが、断面の隅角部に付着割裂破壊を生じやすい。,付着割裂破壊に対する安全性の検討を行う場合、帯筋、あばら筋及び中子筋の効果を考慮して、付着割裂強度を算定してもよい。,部材端部にせん断ひび割れが生じる部材では、主筋の引張応力度を一定とみなす範囲を除いたうえで、設計用付着応力度を算定する。,1
H29,構造,14,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,柱の長期許容曲げモーメントの算定において、コンクリートには引張応力度の負担は期待せず、主筋と圧縮コンクリートを考慮して計算を行った。,梁の長期許容曲げモーメントを大きくするために、引張鉄筋をSD345から同一径のSD390に変更した。,柱及び梁の短期許容せん断力の算定において、主筋はせん断力を負担しないものとして計算を行った。,開口を設けた耐力壁において、壁縦筋や壁横筋の寄与分を考慮して、設計用せん断力に対して必要となる開口補強筋量を算定した。,2
H29,構造,15,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,引張力を負担する筋かいを保有耐力接合とするために、筋かい端部及び接合部の破断耐力より、筋かいの軸部の降伏耐力のほうが大きくなるように設計した。,溝形鋼を用いた筋かいの設計において、接合部のボルト本数に応じた突出脚の無効長さを考慮して、部材の断面積を低減した。,横移動が拘束された両端ピン接合の柱材において、節点間距離を柱材の座屈長さとした。,平面計画上、梁の横座屈を防止するための横補剛を梁の全長にわたって均等間隔に設けることができなかったので、梁の端部に近い部分を主として横補剛する方法を採用した。,1
