年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和2年,法規,6,,防火区画等に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、自動式のスプリンクラー設備等は設けられていないものとする。,地上3階に居室を有する事務所で、主要構造部を耐火構造としたものにおいて、避難階である地上1階から地上3階に通ずる階段の部分とその他の部分との区画に用いる防火設備は、避難上及び防火上支障のない遮煙性能を有するものでなければならない。,主要構造部を耐火構造とした共同住宅の住戸で、その階数が3であり床面積の合計が200m?のものは、当該住戸の階段の部分とその他の部分とを防火区画しなければならない。,地上5階建ての事務所のみの用途に供する建築物において、防火区画に接する外壁については、外壁面から50cm以上突出した準耐火構造のひさし、床、袖壁等で防火上有効に遮られている場合においては、当該外壁のうちこれらに接する部分を含み幅90cm以上の部分を準耐火構造としなくてもよい。,学校の用途に供する建築物の当該用途に供する部分(天井は強化天井でないもの)については、原則として、その防火上主要な間仕切壁を準耐火構造とし、小屋裏又は天井裏に達せしめなければならない。,2
令和2年,法規,7,,避難施設等に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、いずれの建築物も各階を当該用途に供するものとし、避難階は地上1階とする。,"主要構造部を耐火構造とした地上2階建て、延べ面積3,000m?の物品販売業を営む店舗で、各階に売場を有するものにあっては、2階から避難階又は地上に通ずる2以上の直通階段を設けなければならない。",主要構造部を耐火構造とした地上15階建ての共同住宅において、15階の居室及びこれから地上に通ずる主たる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを準不燃材料でした場合、当該居室の各部分から避難階又は地上に通ずる直通階段の一に至る歩行距離は、60m以下としなければならない。,主要構造部を耐火構造とした地上4階建ての共同住宅において、各階に住戸(1戸当たりの居室の床面積60m?)が4戸ある場合、4階に避難上有効なバルコニーが設けられていても、避難階又は地上に通ずる2以上の直通階段を設けなければならない。,主要構造部を耐火構造とした地上11階建ての共同住宅におけるメゾネット形式の住戸について、その階数が2であり、かつ、出入口が一の階のみにあるものの当該出入口のある階以外の階においては、その階の居室の各部分から避難階又は地上に通ずる直通階段の一に至る歩行距離は、40m以下としなければならない。,2
令和2年,法規,8,,防火・避難に関する次の記述のうち、建築基準法に適合しないものはどれか。ただし、避難階は地上1階とし、屋上広場はないものとする。,主要構造部を準耐火構造としたバルコニーのない建築物において、当該建築物が全館避難安全性能を有するものであることについて全館避難安全検証法により確かめたので、特別避難階段の階段室には、その付室に面する部分以外に屋内に面して開口部を設けることとした。,"主要構造部を耐火構造とした地上8階建て、延べ面積10,000m?の物品販売業を営む店舗において、最上階が階避難安全性能を有するものであることについて階避難安全検証法により確かめたので、最上階に、屋内と特別避難階段の階段室とを連絡するバルコニー及び付室のいずれも設けなかった。","主要構造部を耐火構造とした地上5階建て、延べ面積5,000m?の事務所において、最上階が階避難安全性能を有するものであることについて階避難安全検証法により確かめたので、最上階に排煙設備を設けなかった。",各階を物品販売業を営む店舗の用途に供する地上4階建ての建築物(各階の床面積が600m?)において、各階における避難階段の幅の合計を3.6mとした。,1
令和2年,法規,9,,防火・避難に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、居室については、内装の「制限を受ける窓その他の開口部を有しない居室」には該当しないものとする。,延べ面積500m?、平家建ての自動車車庫(自動式のスプリンクラー設備等は設けられていないもの)において、当該用途に供する部分の壁及び天井の室内に面する部分の仕上げを、準不燃材料又はこれに準ずるものとして国土交通大臣が定める方法により国土交通大臣が定める材料の組合せによってしたものとしなければならない。,地上5階建ての共同住宅において、5階の住戸から地上に通ずる廊下及び階段が採光上有効に直接外気に開放されている場合、当該廊下及び階段に非常用の照明装置を設けなくてもよい。,地上20階建ての共同住宅の特別避難階段について、15階以上の各階における階段室及びこれと屋内とを連絡するバルコニー又は付室の床面積(バルコニーで床面積がないものにあっては、床部分の面積)の合計は、当該階に設ける各居室の床面積に8/100を乗じたものの合計以上としなければならない。,建築物の高さ31m以下の部分にある3階以上の各階において、道又は道に通ずる幅員4m以上の通路その他の空地に面する外壁面に、幅及び高さが、それぞれ、75cm以上及び1.2m以上の窓で、格子その他の屋外からの進入を妨げる構造を有しないものを当該壁面の長さ10m以内ごとに設けている場合においては、非常用の進入口を設けなくてもよい。,3
令和2年,法規,10,,建築設備等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,高さ31mを超える建築物において、高さ31mを超える部分を全て建築設備の機械室とする場合は、非常用の昇降機を設けなくてもよい。,事務所の用途に供する建築物において、発熱量の合計が6kWのこんろ(密閉式燃焼器具等でないもの)を設けた調理室で、換気上有効な開口部を設けたものには、換気設備を設けなくてもよい。,建築物に設けるエレベーターで、乗用エレベーター及び寝台用エレベーター以外のものの昇降路について、安全上支障がないものとして国土交通大臣が定めた構造方法を用いるものについては、昇降路の出入口の床先と籠の床先との水平距離は、4cmを超えることができる。,地階を除く階数が11以上である建築物の屋上に設ける冷房のための冷却塔設備は、防火上支障がないものとして国土交通大臣が定めた構造方法を用いる場合においては、主要な部分を不燃材料以外の材料で造ることができる。,2
令和2年,法規,11,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,鉄筋コンクリート造の建築物において、保有水平耐力計算によって安全性を確かめる場合、構造耐力上主要な部分である柱の主筋の断面積の和は、コンクリートの断面積の0.8%以上としなくてもよい。,鉄骨造の建築物において、許容応力度等計算によって安全性を確かめる場合、国土交通大臣が定める場合においては、構造耐力上主要な部分である構造部材の変形又は振動によって建築物の使用上の支障が起こらないことを所定の方法によって確かめなければならない。,"建築物の実況によらないで、基礎の垂直荷重による圧縮力を計算する場合、事務室で、基礎のささえる床の数が7のときは、床の積載荷重として採用する数値を1,300N/m?とすることができない。",鉄骨造の建築物において、限界耐力計算によって安全性を確かめる場合、柱以外の構造耐力上主要な部分である鋼材の圧縮材の有効細長比は、250以下としなければならない。,4
令和2年,法規,12,,構造耐力の規定に適合していない部分を有し、建築基準法第3条第2項の規定の適用を受けている既存建築物に関する次の記述のうち、建築基準法上、誤っているものはどれか。,基準時における延べ面積が800m?の既存建築物に床面積50m?の増築をする場合においては、増築に係る部分が現行の構造耐力の規定に適合し、既存建築物の部分の構造耐力上の危険性が増大しない構造方法とすれば、既存建築物の部分には現行の構造耐力の規定は適用されない。,基準時における延べ面積が800m?の既存建築物に床面積400m?の増築をする場合においては、増築後の建築物の構造方法が、耐久性等関係規定に適合し、かつ、所定の基準に適合するものとすれば、既存建築物の部分には現行の構造耐力の規定は適用されない。,増築をするに当たって、既存の建築物に対する制限の緩和を受ける場合においては、建築確認の申請書に、既存建築物の基準時及びその状況に関する事項を明示した既存不適格調書を添えなければならない。,柱について過半の修繕を行う場合においては、当該建築物の構造耐力上の危険性が増大しない修繕とすれば、現行の構造耐力の規定は適用されない。,1
令和2年,法規,13,,建築物を新築する場合において、建築基準法上、構造計算適合性判定の対象となるものは、次のうちどれか。,高さが60mを超える鉄骨造の建築物で、荷重及び外力によって建築物の各部分に連続的に生ずる力及び変形を把握すること等の所定の基準に従った構造計算を行ったもの,高さが20mの鉄筋コンクリート造の建築物で、構造耐力上主要な部分ごとに応力度が許容応力度を超えないこと等の所定の基準に従った構造計算を行ったもの,高さが15mの鉄骨造の建築物で、許容応力度等計算により構造計算を行ったもので、特定建築基準適合判定資格者である建築主事が審査を行ったもの,高さが15mの鉄筋コンクリート造の建築物で、保有水平耐力計算又はこれと同等以上に安全性を確かめることができる所定の基準に従った構造計算を行ったもの,4
令和2年,法規,14,,都市計画区域及び準都市計画区域内の道路に関する次の記述のうち、建築基準法上、誤っているものはどれか。,幅員6mの道路法による道路で地下におけるものは、建築基準法上の道路ではない。,道路の地盤面下に、建築物に附属する地下通路を設ける場合、特定行政庁の許可を受ける必要がある。,高架の道路の路面下に、飲食店を建築しようとする場合、原則として、特定行政庁の許可を受ける必要がある。,幅員15m未満の道路は、特定道路とはならない。,2
令和2年,法規,15,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等の指定はなく、また、特定行政庁の許可等は考慮しないものとする。,"第二種低層住居専用地域内において、「延べ面積1,100m?、地上2階建ての建築物で、2階を床面積500m?の図書館、1階を図書館に附属する床面積600m?の自動車車庫とするもの」は、新築することができる。","第二種住居地域内において、「延べ面積8,000m?、地上2階建ての勝馬投票券発売所(各階を当該用途に供するもの)」は、新築することができる。",工業地域内において、「延べ面積500m?、地上2階建ての幼保連携型認定こども園」は、新築することができる。,工業専用地域内において、「延べ面積300m?、地上2階建ての診療所」は、新築することができる。,1
令和2年,法規,16,図あり,図のような敷地において、準耐火建築物を新築する場合、建築基準法上、建築することができる建築面積の最大のものは、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁の指定、許可等は考慮しないものとする。,323 m?,380 m?,437 m?,460 m?,3
令和2年,法規,17,図あり,図のような敷地において、建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに日影による中高層の建築物の高さの制限及び天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,30.0 m,31.5 m,33.0 m,36.0 m,4
令和2年,法規,18,,防火地域及び準防火地域内の建築物の新築に関する次の記述のうち、建築基準法上、誤っているものはどれか。,準防火地域内においては、延べ面積400m?、平家建ての事務所のみの用途に供する建築物は、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,防火地域内においては、延べ面積80m?、地上2階建ての一戸建て住宅は、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,防火地域内においては、高さが2mの広告塔で、建築物の屋上に設けるものは、その主要な部分を不燃材料で造り、又は覆わなければならない。,建築物が「防火地域」と「防火地域又は準防火地域として指定されていない区域」にわたる場合において、その建築物が防火地域外において防火壁で区画されているときは、その防火壁外の部分については、防火地域内の建築物に関する規定は適用されない。,1
令和2年,法規,19,,次の記述のうち、建築基準法上、誤っているものはどれか。,小学校の教室の窓その他の開口部で採光に有効な部分の面積の算定に当たっては、原則として、用途地域等の区分に応じ、計算した採光補正係数を用いる。,一団地内に建築される1又は2以上の構えを成す建築物のうち、特定行政庁がその位置及び構造が安全上、防火上及び衛生上支障がないと認めるものに対する用途地域等の規定の適用については、当該一団地を当該1又は2以上の建築物の一の敷地とみなす。,特定行政庁が建築審査会の同意を得て許可した歩廊の柱は、壁面線を越えて建築することができる。,建築主は、指定確認検査機関から建築物の用途の変更に係る確認済証の交付を受けた場合において、工事を完了したときは、工事完了届を建築主事に届け出なければならない。,2
令和2年,法規,20,,共同住宅に関する次の記述のうち、建築基準法上、誤っているものはどれか。,共同住宅の地階に設ける居室においては、採光のための窓その他の開口部の採光に有効な部分の面積を、その居室の床面積に対して1/7以上としないことができる。,階段の幅が3mを超える共同住宅の階段で、蹴上げが15cm以下、かつ、踏面が30cm以上のものにあっては、その中間に手すりを設けないことができる。,非常用エレベーターを設置している共同住宅であっても、3階以上の階には、非常用の進入口を設けなければならない。,地方公共団体は、共同住宅の規模により、条例で、建築物の敷地、構造又は建築設備に関して安全上、防火上又は衛生上必要な制限を附加することができる。,3
令和2年,法規,21,,建築士に関する次の記述のうち、建築士法上、誤っているものはどれか。,工事監理を行う一級建築士は、工事監理の委託者から請求があったときには、一級建築士免許証又は一級建築士免許証明書を提示し、工事監理を終了したときには、直ちに、その結果を建築主に工事監理報告書を提出して報告しなければならない。,工事監理を行う建築士は、工事が設計図書のとおりに実施されていないと認めるときは、直ちに、工事施工者に対して、その旨を指摘し、当該工事を設計図書のとおりに実施するよう求め、当該工事施工者がこれに従わないときは、その旨を特定行政庁に報告しなければならない。,建築士事務所に属する構造設計一級建築士は、一級建築士定期講習と構造設計一級建築士定期講習の両方を受けなければならない。,建築士事務所に属する設備設計一級建築士は、設備設計以外の設計を含めた建築物の設計を行うことができる。,2
令和2年,法規,22,,建築士事務所に関する次の記述のうち、建築士法上、誤っているものはどれか。,建築士事務所の開設者は、配置図、各階平面図等の設計図書又は工事監理報告書で、保存しなければならないと定められているものについては、作成した日から起算して15年間保存しなければならない。,管理建築士は、自らが管理する建築士事務所の規模にかかわらず、当該建築士事務所において専任でなければならない。,建築士事務所の開設者は、延べ面積が300m?を超える建築物の新築について、他の建築士事務所の開設者から設計の業務の一部を受託する設計受託契約を締結したときは、遅滞なく、設計図書の種類、報酬の額及び支払の時期等を記載した書面を、当該委託者である建築士事務所の開設者に交付しなければならない。,管理建築士は、その建築士事務所に属する他の建築士が設計を行った建築物の設計図書について、設計者である建築士による記名及び押印に加えて、管理建築士である旨の表示をして記名及び押印をしなければならない。,4
令和2年,法規,23,,次の記述のうち、建築士法上、誤っているものはどれか。,建築士会は、建築士の品位の保持及びその業務の進歩改善に資するため、建築士に対し、その業務に必要な知識及び技能の向上を図るための建築技術に関する研修を実施しなければならない。,建築士事務所協会は、建築主等から建築士事務所の業務に関する苦情について解決の申出があったときは、その相談に応じ、申出人に必要な助言をし、その苦情に係る事情を調査するとともに、当該建築士事務所の開設者に対し、その苦情の内容を通知してその迅速な処理を求めなければならない。,建築士事務所の業務に関する設計図書の保存をしなかった者や、設計等を委託しようとする者の求めに応じて建築士事務所の業務の実績を記載した書類を閲覧させなかった者は、10万円以下の過料に処される。,建築士事務所の開設者が建築基準法に違反して建築士免許を取り消された場合、当該建築士事務所の登録は取り消される。,3
令和2年,法規,24,,次の記述のうち、都市計画法上、誤っているものはどれか。,地区整備計画が定められている地区計画の区域内において、6か月間使用するイベント用の仮設建築物の建築を行おうとする者は、当該行為に着手する日の30日前までに、行為の種類、場所、着手予定日等を市町村長に届け出なければならない。,市街地開発事業の施行区域内において、地階を有しない鉄骨造、地上2階建ての一戸建ての住宅を改築しようとする者は、原則として、都道府県知事等の許可を受けなければならない。,市街化調整区域内における地区整備計画が定められた地区計画の区域内において、当該地区計画に定められた内容に適合する病院の建築の用に供する目的で行う開発行為は、所定の要件に該当すれば、都道府県知事の許可を受けることができる。,開発区域の面積が10haの開発行為に係る開発許可の申請に当たっては、一級建築士の資格を有する者で、宅地開発に関する技術に関して2年以上の実務の経験を有するものは、当該開発行為に関する設計に係る設計図書を作成することができる。,1
令和2年,法規,25,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵又は取扱いは行わないものとする。,収容人員が10人の飲食店と、収容人員が30人の共同住宅からなる複合用途防火対象物については、防火管理者を定めなければならない。,事務所とホテルとが開口部のない準耐火構造の床又は壁で区画されているときは、その区画された部分は、消防用設備等の設置及び維持の技術上の基準の規定の適用については、それぞれ別の防火対象物とみなす。,延べ面積300m?、平屋建ての図書館については、原則として、消火器又は簡易消火用具を設置しなければならない。,"主要構造部を耐火構造とし、かつ、壁及び天井の室内に面する部分の仕上げを準不燃材料でした延べ面積2,000m?の展示場については、屋内消火栓設備を設置しなくてもよい。",2
令和2年,法規,26,,次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。,認定特定建築物の建築物特定施設の床面積のうち、移動等円滑化の措置をとることにより通常の建築物の建築物特定施設の床面積を超えることとなる部分については、認定特定建築物の延べ面積の1/10を限度として、容積率の算定の基礎となる延べ面積に算入しないものとする。,この法律の施行の際現に存する特定建築物に、専ら車椅子を使用している者の利用に供するエレベーターを設置する場合において、当該エレベーターが所定の基準に適合し、所管行政庁が防火上及び避難上支障がないと認めたときは、建築基準法の一部の規定の適用については、当該エレベーターの構造は耐火構造とみなす。,建築主等は、特定建築物(特別特定建築物を除く。)の建築をしようとするときは、当該特定建築物を「建築物移動等円滑化基準」に適合させるために必要な措置を講ずるよう努めなければならない。,「建築物移動等円滑化誘導基準」においては、多数の者が利用する主たる階段は、回り階段以外の階段を設ける空間を確保することが困難であるときは、回り階段とすることができる。,4
令和2年,法規,27,,防火地域及び準防火地域以外の地域における建築物の用途の変更に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、増築、大規模の修繕又は大規模の模様替を伴わないものとする。,延べ面積150m?、高さ15m、地上3階建ての「一戸建ての住宅(耐火建築物及び準耐火建築物以外の建築物)」を「旅館」に用途変更しようとする場合、有効かつ速やかに火災の発生を感知して報知できるものとする技術的基準に従って警報設備を設置すれば、主要構造部を耐火構造とする必要はない。,延べ面積150m?の「一戸建ての住宅」を「物品販売業を営む店舗」に用途変更しようとする場合、所定の基準に適合させる必要があるが、用途変更に伴う確認済証の交付を受ける必要はない。,建築基準法第3条第2項の規定により排煙設備の規定の適用を受けない「事務所」について、2以上の工事に分けて「飲食店」とするための用途変更に伴う工事を行う場合、特定行政庁による工事に係る全体計画の認定を受けていれば、いずれの工事の完了後であっても、現行基準に適合するように排煙設備を設置するための改修を行う必要はない。,既存建築物の用途を変更して、国際的な規模の競技会を行うための「特別興行場等」として利用する場合、特定行政庁の許可を受けることにより、建築基準法第21条及び第27条の規定に基づく主要構造部に対する規制等を受けることなく、一年を超えて使用することができる。,3
令和2年,法規,28,,"以下の条件の建築物に関する次の記述のうち、建築基準法又は建築士法上、誤っているものはどれか。\n【条件】\n立地:防火地域及び準防火地域以外の地域\n用途:物品販売業を営む店舗(各階に当該用途を有するもの)\n規模:地上4階建て(避難階は1階)、高さ15m、延べ面積2,000m?\n構造:木造(主要構造部に木材を用いたもの)\n所有者等:民間事業者",時刻歴応答解析により安全性の確認を行う場合を除き、許容応力度等計算、保有水平耐力計算、限界耐力計算又はこれらと同等以上に安全性を確かめることができるものとして国土交通大臣が定める基準に従った構造計算のいずれかによって、自重、積載荷重、地震等に対する安全性を有することを確かめなければならない。,当該建築物の通常火災終了時間及び特定避難時間が75分であった場合、その柱及びはりについて、耐火構造とする場合を除き、通常の火災による75分間の火熱を受けている間は構造耐力上支障のある損傷を生じないものとする性能を確保しなければならない。,当該建築物を新築する場合において、構造設計一級建築士及び設備設計一級建築士以外の一級建築士が設計を行ったときは、構造設計一級建築士に構造関係規定に適合するかどうかの確認を求め、かつ、設備設計一級建築士に設備関係規定に適合するかどうかの確認を求めなければならない。,所有者等は、必要に応じて建築物の維持保全に関する準則又は計画を作成して常時適法な状態に維持するための措置を講じ、かつ、定期に、一級建築士等にその状況の調査をさせて、その結果を特定行政庁に報告しなければならない。,3
令和2年,法規,29,,次の記述のうち、関係法令上、誤っているものはどれか。,「景観法」に基づき、景観計画区域内において、建築物の外観を変更することとなる模様替しようとする者は、あらかじめ、行為の種類、場所、設計又は施行方法等について、景観行政団体の長の許可を受けなければならない。,「労働安全衛生法」に基づき、事業者は、高さが5m以上のコンクリート造の工作物の解体の作業については、作業主任者を選任しなければならない。,「建設工事に係る資材の再資源化等に関する法律」に基づき、解体工事業を営もうとする者は、建設業法に基づく土木工事業、建築工事業又は解体工事業に係る建設業の許可を受けている場合を除き、当該業を行おうとする区域を管轄する都道府県知事の登録を受けなければならない。,「労働安全衛生法」に基づく石綿障害予防規則により、事業者は、建築物の解体の作業を行うときは、あらかじめ、当該建築物について、石綿等の使用の有無を目視、設計図書等により調査し、その結果を記録しておかなければならない。,1
令和2年,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「住宅の品質確保の促進等に関する法律」に基づき、住宅の建設工事の請負人は、設計住宅性能評価書の写しを請負契約書に添付した場合においては、当該設計住宅性能評価書の写しに表示された性能を有する住宅の建設工事を行うことを契約したものとみなす。,「建築物のエネルギー消費性能の向上に関する法律」に基づき、建築主は、特定建築物以外の建築物で床面積の合計が300m?以上のものを新築をしようとするときは、所定の事項に関する計画の所管行政庁への届出に併せて、建築物エネルギー消費性能適合性判定に準ずるものとして、登録建築物エネルギー消費性能判定機関が行う建築物のエネルギー消費性能に関する評価の結果を記載した書面を提出することができる。,「宅地建物取引業法」に基づき、宅地建物取引業者は、既存の建物の売買の相手方等に対して、その契約が成立するまでの間に、宅地建物取引士をして、建物状況調査を実施している場合におけるその結果の概要、建物の建築及び維持保全の状況に関する書類の保存の状況等、所定の事項を記載した書面等を交付して説明をさせなければならない。,「宅地造成等規制法」に基づき、宅地造成工事規制区域内において、盛土のみの宅地造成に関する工事であって、盛土をする土地の面積が500m?で、高さ1mの崖を生ずることとなる場合には、造成主は、原則として、都道府県知事の許可を受けなければならない。,4
令和2年,構造,1,図あり,図-1のように、脚部で固定された柱の頂部に鉛直荷重N及び水平荷重Qが作用している。柱脚部断面の垂直応力度分布が図-3のような全塑性状態に達している場合のNとQとの組合せとして、正しいものは、次のうちどれか。,"N=2a^2σy, Q=9a^3σy/h","N=2a^2σy, Q=18a^3σy/h","N=4a^2σy, Q=9a^3σy/h","N=4a^2σy, Q=18a^3σy/h",1
令和2年,構造,2,図あり,図に示す交差梁のA材とB材の交点に集中荷重Pが作用したときのA材、B材の支点の反力をそれぞれRA、RBとするとき、その比(RA:RB)として、正しいものは、次のうちどれか。,RA:RB=1:1,RA:RB=1:2,RA:RB=1:4,RA:RB=1:8,4
令和2年,構造,3,図あり,図のような柱脚の支持条件が異なる3つのラーメンに水平荷重Pが作用する場合、柱A、柱B及び柱Cに生じるせん断力をそれぞれQA、QB及びQCとしたとき、それらの大小関係として、正しいものは、次のうちどれか。,QA > QB > QC,QA = QC > QB,QB > QA = QC,QC > QB > QA,2
令和2年,構造,4,図あり,図-1のような水平荷重Pを受けるラーメンにおいて、Pを増大させたとき、そのラーメンは、図2のような崩壊機構を示した。ラーメンの崩壊荷重Puの値として、正しいものは、次のうちどれか。,200 kN,300 kN,400 kN,600 kN,2
令和2年,構造,5,図あり,図のような荷重が作用するトラスにおいて、部材A、B、C及びDに生じる軸方向力をそれぞれNA、NB、NC及びNDとするとき、それらの値として、誤っているものは、次のうちどれか。,NA = -5√2/2 P,NB = -5P,NC = -√2/2 P,ND = 0,2
令和2年,構造,6,図あり,図のようなラーメンA、ラーメンB及びラーメンCの柱の弾性座屈荷重をそれぞれPA、PB及びPCとしたとき、これらの大小関係として、正しいものは、次のうちどれか。,PA = PC > PB,PB > PA > PC,PC > PA = PB,PC > PA > PB,4
令和2年,構造,7,,建築基準法における建築物に作用する地震力に関する次の記述のうち、最も不適当なものはどれか。,建築物の地上部分における各層の地震層せん断力係数Ciは、最下層における値が最も小さくなる。,建築物の地上部分の必要保有水平耐力を計算する場合、標準せん断力係数Coは1.0以上とする。,振動特性係数Rtは、建築物の設計用一次固有周期Tが長くなるほど大きくなる。,地震層せん断力係数Ciの建築物の高さ方向の分布を表す係数Aiを算出する場合、建築物の設計用一次固有周期Tは、振動特性係数Rtを算出する場合のTの値と同じとする。,3
令和2年,構造,8,,建築基準法における屋根葺き材に作用する風荷重に関する次の記述のうち、最も不適当なものはどれか。,屋根葺き材の風圧に対する構造耐力上の安全性を確かめるための構造計算の基準は、建築物の高さにかかわらず適用される。,屋根葺き材に作用する風圧力の算出に用いる平均速度圧q_barについては、気流の乱れを表すガスト影響係数Gfは考慮しなくてよい。,屋根葺き材に作用する風圧力の算出に用いるピーク風力係数Cf_hatは、一般に、構造骨組に用いる風圧力を算出する場合の風力係数Cよりも大きい。,屋根葺き材に作用する風圧力の算出に用いる基準風速Voは、構造骨組に用いる風圧力を算出する場合と異なる。,4
令和2年,構造,9,図あり,木造軸組工法による地上2階建ての建築物において、建築基準法に基づく「木造建築物の軸組の設置の基準」(いわゆる四分割法)に関する次の記述のうち、最も不適当なものはどれか。,各階について、張り間方向及び桁行方向の偏心率が0.3以下であることを確認した場合は、「木造建築物の軸組の設置の基準」によらなくてもよい。,図-1に示す平面形状の場合、張り間方向及び桁行方向それぞれの計算に用いる側端部分は、建築物の両側(最外縁)より1/4の間口部分である。,図-2のような建築物の1階側端部分のうちAの部分は、平家建てとして必要壁量を算定する。,各側端部分の壁量充足率が全て1を超えていても、壁率比は0.5以上でなければならない。,4
令和2年,構造,10,,木造軸組工法による地上2階建ての既存建築物の耐震性を向上させる方法として、一般に、最も効果の低いものは、次のうちどれか。,既存の布基礎が無筋コンクリート造であったので、布基礎の外部側面に接着系のあと施工アンカーによる差し筋を行い、新たに鉄筋コンクリート造の基礎を増し打ちした。,基礎に不同沈下がみられたので、1階の床組に火打ち材を入れ、1階の床組の水平剛性を高めた。,1階と2階の耐力壁の位置がずれて設置されていたので、2階の床組の下地の構造用合板を梁及び桁に直張りして、2階の床組の水平剛性を高めた。,屋根葺き材が日本瓦であったので、住宅屋根用化粧スレートに葺き替えて、屋根を軽量化した。,2
令和2年,構造,11,,鉄筋コンクリート構造における付着、継手及び定着に関する次の記述のうち、最も不適当なものはどれか。,柱の付着割裂破壊を防止するために、柱の断面の隅角部の主筋には太径の鉄筋を用いることとした。,鉄筋の継手については、継手位置の存在応力にかかわらず、母材の強度を伝達できる継手とした。,柱に定着する梁の引張鉄筋の定着長さにおいて、SD295Aの鉄筋を同一径のSD390の鉄筋に変更したので、定着長さを長くした。,独立柱の帯筋の端部(隅角部)に135度フックを設け、定着させた。,1
令和2年,構造,12,図あり,鉄筋コンクリート造の建築物において、「躯体に発生したコンクリートのひび割れの状況を示す図」と「その説明」として、最も不適当なものは、次のうちどれか。,矢印方向に荷重を受けた場合の、「片持ち梁のせん断ひび割れ」,下端筋に沿って付着割裂した場合の、「梁のひび割れ」,柱梁接合部内に定着された梁上端筋が矢印方向に引張力を受けた場合の、「柱梁接合部及び柱のひび割れ」,矢印方向に荷重を受けた場合の、「柱梁接合部のひび割れ」,1
令和2年,構造,13,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,柱の長期許容せん断力の計算においては、帯筋の効果を考慮しなかった。,梁の短期許容せん断力の計算においては、有効せいに対するせん断スパンの比による割増しを考慮した。,柱の許容曲げモーメントは、「圧縮縁がコンクリートの許容圧縮応力度に達したとき」、「圧縮側鉄筋が許容圧縮応力度に達したとき」及び「引張鉄筋が許容引張応力度に達したとき」に対して算定したそれぞれの曲げモーメントのうち、最大となるものとした。,太径の異形鉄筋を梁の主筋に使用したので、鉄筋のコンクリートに対する許容付着応力度を、かぶり厚さと鉄筋径の比に応じて低減した。,3
令和2年,構造,14,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,柱は、作用する軸方向圧縮力が大きいほど、一般に、塑性変形性能が低下する。,梁は、貫通孔を設けることにより、一般に、せん断耐力が小さくなる。,柱梁接合部は、取り付く梁の主筋量が多くなるほど、一般に、せん断耐力が大きくなる。,耐力壁は、壁板の周辺に側柱を設けることにより、一般に、塑性変形性能が向上する。,3
令和2年,構造,15,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,横移動が拘束されていないラーメン架構において、柱材の座屈長さは、梁の剛性を高めても節点間距離より小さくすることはできない。,有効細長比λが小さい筋かい(λ=20程度)は、中程度の筋かい(λ=80程度)に比べて塑性変形性能が低い。,柱材を建築構造用圧延鋼材SN400Bから同一断面のSN490Bに変更しても、細長比がSN400Bの限界細長比以上であれば、許容圧縮応力度は変わらない。,梁の塑性変形性能は、使用する鋼材の降伏比が小さいほど、向上する。,2
令和2年,構造,16,,鉄骨構造において使用する高力ボルトに関する次の記述のうち、最も不適当なものはどれか。,山形鋼を用いた筋かいを、材軸方向に配置された一列の高力ボルトによりガセットプレートに接合する場合、筋かい材の有効断面積は、一般に、高力ボルトの本数が多くなるほど大きくなる。,高力ボルト摩擦接合部において、一般に、すべり耐力以下の繰り返し応力であれば、ボルト張力の低下や摩擦面の状態の変化を考慮する必要はない。,高力ボルト摩擦接合は、すべりが生じるまでは、高力ボルトにせん断力は生じない。,高力ボルト摩擦接合のすべりに対する許容耐力の算定において、二面摩擦接合のすべり係数は、一面摩擦接合の2倍となる。,4
