年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和6年,法規,5,,イ?ニの記述について、建築基準法上、正しいもののみの組合せは、次のうちどれか。,イ.劇場における昇降機機械室用階段の蹴上げ及び踏面の寸法は、それぞれ23cm及び15cmとすることができる。,ロ.高等学校における職員室には、採光のための窓その他の開口部を設けなければならない。,ハ.住宅の居室で地階に設けるものは、所定の基準によりからほりに面する一定の開口部を設け、かつ、居室内の湿度を調節する設備を設けなければならない。,ニ.準工業地域内の有料老人ホームの入所者の使用する寝室(天窓を有しないもの)で、外側に幅1mの縁側(ぬれ縁を除く。)を有する開口部(道に面しないもの)の採光補正係数は、水平距離が6mであり、かつ、採光関係比率が0.24である場合においては、0.7とする。,2
令和6年,法規,6,,防火区画、防火壁及び防火床に関する次の記述のうち、建築基準法上、誤っているものはどれか。,"主要構造部を耐火構造とした建築物について、区画された部分の床面積を3,000m?とする場合の自動式のスプリンクラー設備を設けた部分の床面積には、手動式の補助散水栓による部分の床面積は含まれない。",給水管、配電管等が防火壁又は防火床を貫通する場合においては、当該管等と当該防火壁又は防火床との隙間をモルタルその他の不燃材料で埋めなければならない。,"耐火建築物及び準耐火建築物以外の延べ面積が1,000m?を超える木造の小学校は、原則として、床面積の合計1,000m?以内ごとに準耐火構造の防火壁又は防火床で有効に区画しなければならない。",避難階が地上1階であり、地下1階から地上2階の各階に居室を有する事務所の用途に供する建築物で、主要構造部を耐火構造としたものにおいては、地下1階から地上2階に通ずる階段の部分とその他の部分との区画に用いる防火設備は、避難上及び防火上支障のない遮煙性能を有するものでなければならない。,3
令和6年,法規,7,,次の記述のうち、建築基準法上、誤っているものはどれか。,準防火地域内における共同住宅の屋根の構造は、市街地における通常の火災による火の粉により、防火上有害な発炎をしないものであり、かつ、屋内に達する防火上有害な溶融、亀裂その他の損傷を生じないものでなければならない。,耐火構造の耐力壁と準耐火構造の耐力壁は、いずれも、通常の火災による火熱がそれぞれについて定められた時間加えられた場合に、加熱終了後も構造耐力上支障のある変形、溶融、破壊その他の損傷を生じないものでなければならない。,防火構造として、建築物の軒裏の構造は、軒裏に建築物の周囲において発生する通常の火災による火熱が加えられた場合に、加熱開始後30分間当該加熱面以外の面(屋内に面するものに限る。)の温度が可燃物燃焼温度以上に上昇しないものでなければならない。,準防火性能に関する技術的基準に適合する構造として、建築物の耐力壁以外の外壁の構造は、外壁に建築物の周囲において発生する通常の火災による火熱が加えられた場合に、加熱開始後20分間当該加熱面以外の面(屋内に面するものに限る。)の温度が可燃物燃焼温度以上に上昇しないものでなければならない。,2
令和6年,法規,8,,避難施設等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,建築物の高さ31m以下の部分にある3階以上の各階において、非常用の進入口の設置が必要な場合、外壁面の長さ40m以内ごとにこれを設けなければならない。,"地上23階建てのホテルの特別避難階段について、15階以上の各階における階段室及びこれと屋内とを連絡するバルコニー又は付室の床面積(バルコニーで床面積がないものにあっては、床部分の面積)の合計は、当該階に設ける各居室の床面積に""3/100""を乗じたものの合計以上としなければならない。",主要構造部が耐火構造である地上5階建ての共同住宅において、各階の居室の床面積の合計が200m?である場合、避難階以外の階から避難階又は地上に通ずる2以上の直通階段を設けなくてもよい。,"延べ面積1,200m?、地上3階建ての集会場の客用に供する屋外への出口の戸は内開きとはせず、敷地内には当該出口から道又は公園、広場その他の空地に通ずる幅員が1.5m以上の通路を設けなければならない。",1
令和6年,法規,9,,次の記述のうち、建築基準法に適合しないものはどれか。,一戸建て住宅の窓のない床面積 30m?のシアタールームについて、これを区画する主要構造部を耐火構造とする代わりに、自動火災報知設備を設置した。,屋内から屋外避難階段に通ずる出入口に、通常の火災による火熱が加えられた場合に、加熱開始後10分間当該加熱面以外の面に火炎を出さない防火設備を設置した。,耐火建築物である地上2階建ての映画館において、客席(天井の高さが7m)の床面積の合計を500m?としたので、客席の壁及び天井の室内に面する部分の仕上げを、難燃材料とした。,延べ面積200m?、平家建ての自動車車庫において、当該用途に供する部分の壁及び天井の室内に面する部分の仕上げを、準不燃材料とした。,2
令和6年,法規,10,,建築設備に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、エレベーター及びエスカレーターは、所定の特殊な構造又は使用形態のものを除くものとする。,非常用エレベーターの乗降ロビーの構造が、通常の火災時に生ずる煙が乗降ロビーを通じて昇降路に流入することを有効に防止できるものとして、国土交通大臣が定めた構造方法を用いるもの又は国土交通大臣の認定を受けたものである場合においては、バルコニーの設置を要しない。,排煙設備及び非常用エレベーターを設けた建築物の中央管理室は、排煙設備の制御及び作動状態の監視並びに非常用エレベーターの籠を呼び戻す装置の作動を行うことができるものとしなければならない。,"特定行政庁が衛生上特に支障があると認めて規則で指定する区域における処理対象人員400人の合併処理浄化槽は、原則として、放流水に含まれる大腸菌群数が3,000個/cm?以下、かつ、通常の使用状態において、生物化学的酸素要求量の除去率が70%以上、合併処理浄化槽からの放流水の生物化学的酸素要求量が60mg/1以下とする性能を有するものでなければならない。",建築物に設けるエスカレーターで、踏段面の水平投影面積が13m?であるものの踏段の積載荷重は、33kNとすることができる。,4
令和6年,法規,11,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、高さが4mを超える建築物とする。,鉄筋コンクリート造の建築物において、保有水平耐力計算によって安全性を確かめる場合、構造耐力上主要な部分である柱の帯筋比は、0.2%以上としなくてもよい。,鉄筋コンクリート造の建築物において、保有水平耐力計算によって安全性を確かめる場合、耐力壁の厚さは、12cm以上としなくてもよい。,鉄骨造の建築物において、限界耐力計算によって安全性を確かめる場合、高力ボルト、ボルト又はリベットの相互間の中心距離は、その径の2.5倍以上としなくてもよい。,鉄筋コンクリート造の建築物において、限界耐力計算によって安全性を確かめる場合、柱の出隅部分の異形鉄筋の末端は、かぎ状に折り曲げて、コンクリートから抜け出ないように定着しなくてもよい。,2
令和6年,法規,12,,鉄筋コンクリート造、高さ31mの建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,許容応力度等計算を行う場合、建築物の地下部分の各部分に作用する地震力は、当該部分の固定荷重と積載荷重との和に、原則として、所定の式に適合する地震層せん断力係数を乗じて計算しなければならない。,許容応力度等計算を行う場合、建築物の地上部分については、所定の地震力によって各階に生ずる層間変形角が所定の数値以内であることを確かめなければならない。,"保有水平耐力計算を行う場合、各階の剛性率がそれぞれ""6/10""以上であることを確かめなくてもよい。",限界耐力計算によって安全性を確かめた場合には、保有水平耐力計算又はこれと同等以上に安全性を確かめることができるものとして国土交通大臣が定める基準に従った構造計算を行わなくてもよい。,1
令和6年,法規,13,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,"建築物の実況によらないで、柱の垂直荷重による圧縮力を計算する場合、教室で柱の支える床の数が2のときは、床の積載荷重として採用する数値を1,995 N/m?とすることができる。","木材の繊維方向における、長期に生ずる力に対する引張りの許容応力度は、原則として、木材の種類及び品質に応じて国土交通大臣が定める引張りに対する基準強度の""1.1/3""の数値である。",ステンレス鋼の高力ボルトの引張りに対する材料強度は、鋼材等の種類及び品質に応じて国土交通大臣が定める基準強度と同じ数値である。,"鋼材の突合せ溶接における、溶接継目ののど断面に対する、短期に生ずる力に対するせん断の許容応力度は、溶接される鋼材の種類及び品質に応じて国土交通大臣が定める溶接部の基準強度の""1/(1.5√3)""の数値である。",4
令和6年,法規,14,,都市計画区域内の道路に関する次の記述のうち、建築基準法上、誤っているものはどれか。,その地方の気候などにより必要な場合には、特定行政庁により道路の幅員を6m以上とする区域が指定されることがある。,自動車のみの交通の用に供する道路のみに接している敷地には、原則として、建築物を新築することができない。,道路の地盤面下に、建築物に附属する地下通路を設ける場合には、特定行政庁の許可を受けることなく新築することができる。,地区計画等の区域内において、建築物の敷地内に予定道路が指定された場合、当該予定道路の上空に設けられる渡り廊下は、特定行政庁の許可を受けることなく新築することができる。,4
令和6年,法規,15,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等の指定はなく、また、特定行政庁の許可等は考慮しないものとする。,田園住居地域内において、「延べ面積700m?、平家建ての老人福祉センター」は、新築することができる。,"近隣商業地域内において、「延べ面積1,000m?、地上2階建ての日刊新聞の印刷所」は、新築することができる。",全ての用途地域内において、「延べ面積500m?、地上2階建ての地方公共団体の支所」は、新築することができる。,"用途地域の指定のない区域(市街化調整区域を除く。)内において、「延べ面積10,000m?、地上2階建ての店舗」は、新築することができる。",1
令和6年,法規,16,図あり,図のような敷地において、建築基準法上、新築することができる建築物の容積率の算定の基礎となる延べ面積の最大のものは、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁の指定、許可等は考慮しないものとする。,640 m?,720 m?,800 m?,810 m?,1
令和6年,法規,17,図あり,図のような敷地において、建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,20.00 m,23.75 m,25.00 m,26.25 m,3
令和6年,法規,18,図あり,"図のような敷地において、用途上不可分の関係にあるA~Dの建築物を新築する場合、建築基準法上、誤っているものは、次のうちどれか。ただし、いずれの建築物も防火壁を設けていないものとし、建築物に附属する門又は塀はないものとする。また、図に記載されているものを除き、地域、地区等の制限については考慮しないものとし、危険物の貯蔵等は行わないものとする。\n[A: 90m? 2階 事務所, B: 1200m? 3階 事務所, C: 140m? 平家 車庫, D: 400m? 4階 事務所]",Aは、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,Bは、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,Cは、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,Dは、耐火建築物又はこれと同等以上の延焼防止時間となる建築物としなければならない。,3
令和6年,法規,19,,次の記述のうち、建築基準法上、誤っているものはどれか。ただし、特定行政庁の許可は考慮しないものとする。,一団地内に建築される1又は2以上の構えを成す建築物のうち、特定行政庁がその位置及び構造が安全上、防火上及び衛生上支障がないと認めるものに対する用途地域等による用途の制限の規定の適用については、当該一団地は一の敷地とみなされる。,建築協定は、都市計画区域及び準都市計画区域外であっても定められることがある。,都市計画において建築物の高さの限度が10mと定められた第二種低層住居専用地域内においては、その敷地内に政令で定める空地を有し、かつ、その敷地面積が政令で定める規模以上である建築物であって、特定行政庁が低層住宅に係る良好な住居の環境を害するおそれがないと認めるものについては、建築物の高さの限度は、12mとすることができる。,避難階を1階とするホテルにおける3階以上の階の宿泊室(床面積が30m?を超えるもの)には、採光上有効な窓がある場合であっても、非常用の照明装置を設けなければならない。,1
令和6年,法規,20,,次の記述のうち、建築基準法上、誤っているものはどれか。,建築工事等における根切り及び山留めについては、その工事の施工中必要に応じて点検を行い、山留めを補強し、排水を適当に行う等これを安全な状態に維持するための措置を講ずるとともに、矢板等の抜取りに際しては、周辺の地盤の沈下による危害を防止するための措置を講じなければならない。,模様替の工事中に使用されている共同住宅について、特定行政庁により、避難上著しく支障があると認められた場合には、使用制限が命ぜられることがある。,建築基準法第3条第2項の規定により排煙設備の規定の適用を受けない建築物について、2以上の工事に分けて増築を含む工事を行う場合、特定行政庁による工事に係る全体計画の認定を受けていれば、いずれの工事の完了後であっても、現行基準に適合するように排煙設備を設置するための改修を行う必要はない。,建築基準法令の規定に違反することが明らかな増築の工事中の建築物については、緊急の必要があって所定の手続によることができない場合に限り、建築監視員により、これらの手続によらないで、当該工事の請負人等に対して、当該工事の施工の停止が命ぜられることがある。,3
令和6年,法規,21,,建築士が行う「工事監理」に関する次の記述のうち、建築士法上、誤っているものはどれか。,工事監理受託契約の当事者は、延べ面積が300m?を超える建築物の新築に係る工事監理受託契約の締結に際して、工事監理の実施の状況に関する報告の方法や、工事監理に従事する建築士の氏名等を記載した書面を相互に交付しなければならない。,工事監理受託契約を締結しようとする者は、国土交通大臣が定めた報酬の基準に準拠した委託代金で工事監理受託契約を締結するよう努めなければならない。,工事監理を行う建築士は、工事監理の委託者から請求があったときには、建築士免許証又は建築士免許証明書を提示し、工事監理を終了したときには、直ちに、その結果を建築主に工事監理報告書を提出して報告しなければならない。,工事監理を行う建築士は、工事が設計図書のとおりに実施されていないと認めるときは、直ちに、工事施工者に対して、その旨を指摘し、当該工事を設計図書のとおりに実施するよう求め、当該工事施工者がこれに従わないときは、その旨を特定行政庁に報告しなければならない。,4
令和6年,法規,22,,建築士事務所の開設者に係る「工事監理」に関する次の記述のうち、建築士法上、誤っているものはどれか。,建築士事務所の開設者は、工事監理の業務に関し生じた損害を賠償するために必要な金額を担保するための保険契約の締結その他の措置を講ずるよう努めなければならない。,建築士事務所の開設者は、工事監理の実績を含む「設計等の業務に関する報告書」を都道府県知事に事業年度ごとに提出しなかった場合、30万円以下の罰金に処せられる。,建築士事務所の開設者は、建築物の新築工事に係る工事監理の業務について、延べ面積が300m?以下の建築物であれば、委託者の許諾を得たうえで、一括して他の建築士事務所の開設者に委託することができる。,建築士事務所の開設者は、その建築士事務所の業務に関する工事監理報告書を、作成した日から起算して5年間保存しなければならない。,4
令和6年,法規,23,,建築士事務所の開設者と、当該建築士事務所に属する建築士(所属建築士)との関係に関する次の記述のうち、建築士法上、誤っているものはどれか。,建築士事務所の開設者は、所属建築士の監督及びその業務遂行の適正の確保に関する技術的事項を自ら総括しなければならない。,建築士事務所の開設者は、設計等を委託しようとする者の求めに応じて閲覧させる書類として、所属建築士の氏名及び業務の実績を記載したものを当該建築士事務所に備え置かなければならない。,建築士事務所の開設者は、当該建築士事務所を管理する専任の所属建築士を置かなければならない。,建築士事務所の開設者は、設計受託契約を建築主と締結しようとするときは、あらかじめ、当該建築主に対し、所属建築士から、設計受託契約の内容について、これらの事項を記載した書面を交付して説明をさせなければならない。,1
令和6年,法規,24,,次の記述のうち、都市計画法上、誤っているものはどれか。,市街化調整区域内における地区整備計画が定められた地区計画の区域内において、当該地区計画に定められた内容に適合する病院の建築の用に供する目的で行う開発行為は、所定の要件に該当すれば、都道府県知事の許可を受けることができる。,開発許可を受けた開発区域内において、都道府県知事の許可を受ける必要のない国土交通省令で定める軽微な変更をしたときは、遅滞なく、その旨を都道府県知事に届け出なければならない。,開発許可を受けた開発区域内の土地に用途地域等が定められている場合、当該開発行為に関する工事が完了した旨の公告があった後に、当該開発許可に係る予定建築物等以外の建築物を新築するときは、都道府県知事の許可を受けなければならない。,都市計画施設の区域内において、地階を有しない木造、地上2階建ての飲食店を新築する場合は、原則として、都道府県知事等の許可を受けなければならない。,3
令和6年,法規,25,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵又は取扱いは行わないものとする。,"延べ面積2,500m?、地上3階建ての倉庫に設ける屋内消火栓は、当該倉庫の階ごとに、その階の各部分から一のホース接続口までの水平距離が25m以下となるように設けなければならない。",延べ面積 150m?、地上2階建ての飲食店については、消火器又は簡易消火用具を設置しなくてもよい。,物品販売業を営む店舗と共同住宅とが開口部のない耐火構造の床又は壁で区画されているときは、その区画された部分は、消防用設備等の設置及び維持の技術上の基準の規定の適用については、それぞれ別の防火対象物とみなす。,地上5階建ての大学には、避難口誘導灯を設けなくてもよい。,2
令和6年,法規,26,,"床面積の合計が2,000m?のホテルを新築しようとする場合における次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。",客室の総数が120室の場合は、車椅子使用者用客室を2室以上設けなければならない。,車椅子使用者用駐車施設を設ける場合は、当該施設から利用居室までの経路の長さができるだけ短くなる位置に設けなければならない。,建築主等は、特定建築物の建築等及び維持保全の計画を作成し、所管行政庁の認定を申請しなければならない。,移動等円滑化経路を構成するエレベーター(所定の特殊な構造又は使用形態のものを除く。)の乗降ロビーの幅及び奥行きは、それぞれ150cm以上としなければならない。,3
令和6年,法規,27,,次の記述のうち、「建築物のエネルギー消費性能の向上に関する法律」上、誤っているものはどれか。,建築主は、特定建築物の増築(非住宅部分の増築に係る部分の床面積の合計が300m?以上であるものに限る。)をしようとするときは、当該特定建築物(非住宅部分に限る。)を建築物エネルギー消費性能基準に適合するよう努めなければならない。,分譲型一戸建て規格住宅を1年間に150戸以上新築し、これを分譲することを業として行う建築主は、当該住宅をエネルギー消費性能の一層の向上のために必要な住宅の構造及び設備に関する基準に適合させるよう努めなければならない。,"分譲型規格共同住宅等を1年間に1,000戸以上新築し、これを分譲することを業として行う建築主は、当該住宅をエネルギー消費性能の一層の向上のために必要な住宅の構造及び設備に関する基準に適合させるよう努めなければならない。",建築主等は、エネルギー消費性能の一層の向上のための建築物に設けた空気調和設備等の改修をしようとするときは、建築物エネルギー消費性能向上計画を作成し、所管行政庁の認定を申請することができる。,1
令和6年,法規,28,,"以下の条件に該当する建築物の新築に係る設計に際して、建築基準法その他の法令の規定の適用に関する設計者の判断として、次の記述のうち、誤っているものはどれか。\n【条件】\n・用途:物品販売業を営む店舗\n・規模:地上4階建て(避難階は1階)、高さ15m、延べ面積2,000m?\n・構造:木造(主要構造部に木材を用いたもの)\n・所有者となる建築主: 民間事業者\n・設計者:「構造設計一級建築士」及び「設備設計一級建築士」いずれの資格も有していない一級建築士",構造計算において、「応力度の計算等による構造耐力上主要な部分の安全性」、「層間変形角」、「屋根ふき材等における風圧に対する構造耐力上の安全性」、「各階の剛性率」、「各階の偏心率」及び「建築物の地上部分の地震に対する安全性」を確かめた。,「通常火災終了時間が80分」及び「特定避難時間が70分」と算出されたため、柱及びはりを80分間の性能を有する準耐火構造とした。,他の構造設計一級建築士に構造関係規定に適合するかどうかの確認を求めたが、他の設備設計一級建築士に設備関係規定に適合するかどうかの確認を求めなかった。,建築主に対して、5年の間隔をおいて、定期に、一級建築士若しくは二級建築士又は建築物調査員に建築物の状況の調査をさせ、かつ、その結果を特定行政庁に報告する義務がある旨を伝えた。,4
令和6年,法規,29,,"以下の条件に該当する建築物の新築に係る設計に際して、建築基準法その他の法令の規定の適用に関する設計者の判断として、次の記述のうち、誤っているものはどれか。\n【条件】\n・立地:第一種住居地域、容積率の最高限度300%\n・用途:1階の一部 飲食店、1階の一部及び2~4階 物品販売業を営む店舗(各階に売場を有する)\n・規模:地上4階建て(避難階は1階のみ)、延べ面積 4,000m?(各階の床面積は1,000m?)、敷地面積 1,300 m?",用途地域に基づく建築物の用途の制限に関し、住居の環境を害するおそれがないものとして特定行政庁の許可を受けることとした。,太陽光発電設備の設置によって容積率の最高限度を超えた建築計画となったことから、建築物のエネルギー消費性能が「建築物エネルギー消費性能誘導基準」に適合するように設計し、「建築物エネルギー消費性能向上計画」の認定を受けることとした。,2階から4階までの各階の売場から1階に通ずる直通階段を三つ設け、このうちの二つを「避難階段」とし、他の一つは「避難階段」及び「特別避難階段」のいずれにも該当しないものとすることとした。,1階における物品販売業を営む店舗と飲食店とを防火区画する代わりに、火災の発生を感知し、そのことを各階に報知することができる自動火災報知設備を設けることとした。,3
令和6年,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「建築基準法」に基づき、工業地域内において、1日当たりの処理能力が6t以下の廃プラスチック類を破砕する産業廃棄物処理施設の用途に供する建築物は、特定行政庁の許可を受けずに新築することができる。,「景観法」に基づき、景観計画区域内において、建築物の外観を変更することとなる模様替をしようとする者は、原則として、あらかじめ、行為の種類、場所、設計又は施行方法等について、景観行政団体の長に届け出なければならない。,「土砂災害警戒区域等における土砂災害防止対策の推進に関する法律」に基づき、特別警戒区域内において、予定建築物が分譲住宅である開発行為をしようとする者は、原則として、あらかじめ、都道府県知事の許可を受けなければならない。,「宅地造成及び特定盛土等規制法」に基づき、特定盛土等規制区域内において、盛土で高さ3mの崖を生ずる工事をしようとする者は、原則として、当該工事に着手する日の30日前までに、都道府県知事に届け出なければならない。,4
令和6年,構造,1,図あり,図のような断面のX軸に関する断面二次モーメント I と断面係数Zとの組合せとして、正しいものは、次のうちどれか。,"I=(5/2)a^4, Z=(5/4)a^3","I=(5/2)a^4, Z=5a^3","I=10a^4, Z=(5/4)a^3","I=10a^4, Z=5a^3",4
令和6年,構造,2,図あり,図のような梁において、梁のヒンジであるB点に鉛直力Pが作用したとき、A点、C点の鉛直反力RA、RCの絶対値の比(RA:RC)として、正しいものは、次のうちどれか。ただし、梁は、曲げ剛性がAB間でEI、BC間で2EIの弾性部材とし、自重は無視する。,RA:RC=1:1,RA:RC=2:1,RA:RC=4:1,RA:RC=8:1,3
令和6年,構造,3,図あり,図のようなラーメンに荷重6Pが作用したときの曲げモーメント図として、正しいものは、次のうちどれか。ただし、全ての部材の曲げ剛性はEIとし、自重は無視する。また、図のA点は自由端、B点は剛接合とし、曲げモーメントは材の引張側に描くものとする。,図の選択肢1,図の選択肢2,図の選択肢3,図の選択肢4,4
令和6年,構造,4,図あり,図のような筋かいを有する骨組に水平荷重180kNが作用したとき、筋かいBCの引張力Tは100kNであった。このとき、柱ABの柱頭A点における曲げモーメントの絶対値として、正しいものは、次のうちどれか。ただし、B点はビン支持、D点は固定支持とし、梁ACは剛体とする。また、柱ABと柱CDは等質等断面で伸縮はないものとし、全ての部材の自重は無視する。,60 kN・m,120 kN・m,180 kN・m,240 kN・m,1
令和6年,構造,5,図あり,図のような荷重を受けるトラスの斜材A、B及びCに生じる軸方向力をそれぞれNA、NB及びNCとするとき、それらの比として、正しいものは、次のうちどれか。ただし、全ての部材は弾性部材とし、自重は無視する。,NA:NB:NC = 1:1:1,NA:NB:NC = 3:2:1,NA:NB:NC = 4:2:1,NA:NB:NC = 5:3:1,4
令和6年,構造,6,図あり,図のような支持条件及び断面で同一材質からなる柱A、B及びCにおいて、中心圧縮の弾性座屈荷重の理論値PA、PB及びPCの大小関係として、正しいものは、次のうちどれか。ただし、固定支持部分の水平移動は拘束されているものとする。,PA<PB<PC,PA<PB=PC,PA=PB<PC,PC<PB<PA,2
令和6年,構造,7,,地震時における建築物の振動に関する次の記述のうち、最も不適当なものはどれか。,地震動の応答スペクトルは、一般に、周期が長くなると加速度は小さくなるが、変位は大きくなる傾向にある。,1次の振動モードに対応する周期は、一般に、2次の振動モードに対応する周期より長い。,建築物の固有周期は、質量が同じ場合、水平剛性が大きいほど短い。,建築物は、その固有周期又はそれに近い周期で加振される場合、一般に、減衰定数が大きいほど、大きい振幅の振動が発生する。,4
令和6年,構造,8,,建築基準法における荷重及び外力に関する次の記述のうち、最も不適当なものはどれか。,構造部材に生じる応力度等を計算するに当たり、多雪区域ではない一般の地域においては、暴風時又は地震時の荷重を、積雪荷重と組み合わせなくてもよい。,風圧力における平均風速の高さ方向の分布を表す係数Eは、建築物の高さが同じ場合、一般に、「都市計画区域外の極めて平坦で障害物がない区域」より「都市計画区域内の都市化が極めて著しい区域」のほうが小さい。,地震地域係数Zは、その地方における過去の地震の記録等に基づき、1.0~0.7の範囲内において地方ごとに定められている。,建築物の地上部分において、ある階に作用する地震層せん断力は、その階の固定荷重と積載荷重との和に、その階の地震層せん断力係数Ciを乗じて算出する。,4
令和6年,構造,9,,木造軸組工法による建築物の柱又は横架材に関する次の記述のうち、最も不適当なものはどれか。,柱に心持ち材を用いる場合、背割りを入れることがある。,梁の横座屈を防止するためには、梁せいを大きくするよりも、梁幅を大きくするほうが効果的である。,母屋の継手は、できるだけ小屋束間の中央部付近に設ける。,床梁の中央部付近の上端に切欠きを設ける場合、床梁の有効な断面は、切欠きを除いた部分の断面(正味断面)とすることができる。,3
令和6年,構造,10,図あり,図のような1階平面を有する木造軸組工法による地上2階建ての建築物の1階において、建築基準法における「木造建築物の軸組の設置の基準」(いわゆる四分割法)によるX方向及びY方向の壁率比の組合せとして、最も適当なものは、次のうちどれか。ただし、図中の太線は耐力壁を示し、その軸組の倍率(壁倍率)は全て2とする。,"X方向: 0.50, Y方向: 0.75","X方向: 0.75, Y方向: 0.50","X方向: 0.75, Y方向: 1.00","X方向: 1.00, Y方向: 0.75",2
令和6年,構造,11,図あり,鉄筋コンクリート造の建築物において、「躯体に発生したコンクリートのひび割れの状況を示す図」と「その説明」として、最も不適当なものは、次のうちどれか。,矢印方向に荷重を受ける場合の「柱梁接合部のせん断ひび割れ」,柱梁接合部内に定着された梁上端筋が矢印方向に引張力を受ける場合の「柱梁接合部及び柱のひび割れ」,矢印方向に水平力を受ける場合の「開口を有する耐力壁のせん断ひび割れ」,矢印方向に柱の圧縮軸力及び杭の鉛直支持力を受ける場合の「2本杭の基礎スラブのひび割れ」,1
令和6年,構造,12,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,純ラーメン架構の柱梁接合部内に、通し配筋定着する梁については、地震時に梁端に曲げヒンジを想定し、梁主筋の引張強度を高くしたので、定着性能を確保するために、柱せいを大きくした。,鉄筋のガス圧接継手については、母材の引張強度ではなく、継手位置の存在応力度を伝達できる継手とした。,高層建築物の建築物重量の算出において、階により異なる強度のコンクリートを使用することとしたので、コンクリートの設計基準強度に応じて、異なる単位体積重量を用いた。,梁の許容曲げモーメントの算出において、圧縮力は、コンクリートのほか、圧縮側の主筋も負担するものとした。,2
令和6年,構造,13,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,柱の長期許容せん断力の算定において、帯筋の効果を考慮しなかった。,梁の長期許容せん断力を大きくするために、あばら筋をSD295からSD345に変更した。,梁の短期許容せん断力の算定において、主筋のせん断力の負担を考慮しなかった。,開口を有する耐力壁において、開口周囲の縦筋や横筋の負担分を考慮して、設計用せん断力に対して必要となる開口補強筋量を算定した。,2
令和6年,構造,14,,鉄筋コンクリート構造の保有水平耐力計算に関する次の記述のうち、最も不適当なものはどれか。,曲げ降伏する梁の靱性は、内法長さ、断面寸法及び配筋が同一の場合、一般に、コンクリートの設計基準強度が大きいほど高い。,柱のせん断耐力は、材料強度、断面寸法及び配筋が同一の場合、一般に、内法高さが小さいほど大きい。,柱梁接合部のせん断耐力は、材料強度及び柱梁接合部の形状が同一の場合、一般に、取り付く梁の主筋量が多いほど大きい。,耐力壁のせん断耐力は、材料強度、形状、壁筋比及び作用する軸方向応力度が同一の場合、一般に、引張側柱内の主筋量が多いほど大きい。,3
令和6年,構造,15,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,H形鋼梁に横座屈変形が生じると、その領域で局部座屈が生じやすくなる。,地震時に梁端部が塑性化するH形鋼梁について、使用する鋼材の降伏比が大きいほど、塑性化領域が広がり、塑性変形能力は向上する。,骨組の塑性変形能力を確保するために定められているウェブの幅厚比の上限値は、基準強度Fが同じ場合、梁よりも柱のほうが小さい。,根巻き形式柱脚は、一般に、根巻き鉄筋コンクリートの主筋の降伏が、他の破壊モードよりも先行するように設計する。,2
令和6年,構造,16,,鉄骨構造の接合部に関する次の記述のうち、最も不適当なものはどれか。,強度の異なる鋼材を突合せ溶接する場合、強度が高いほうの鋼材に対応した溶接材料、溶接条件とすることにより、溶接継目の許容応力度は、強度が高いほうの鋼材と同じ許容応力度とすることができる。,通しダイアフラムと梁フランジの突合せ溶接部において、許容値を超える食い違いや仕口部のずれが生じた場合は、適切な補強を行う必要がある。,高力ボルト摩擦接合は、摩擦面にすべりが生じるまでは、高力ボルトにせん断力は生じない。,高力ボルトの最小縁端距離は、一般に、「せん断縁の場合」より「自動ガス切断縁の場合」のほうが小さい。,1
令和6年,構造,17,,鉄骨構造の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1-1」において、スパンは6m以下とした。,「ルート1-2」において、偏心率の確認を行わず、標準せん断力係数を0.3として地震力を割増した。,「ルート2」において、地上部分の塔状比を4以下とした。,「ルート3」において、筋かい付き骨組の保有水平耐力は、柱及び筋かいの水平せん断耐力の和とした。,2
