年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
H28,法規,8,,防火・避難に関する次の記述のうち、建築基準法上、誤っているものはどれか。,主要構造部を準耐火構造としたバルコニーのない建築物で、当該建築物が全館避難安全性能を有するものであることについて全館避難安全検証法により確かめられたものにあっては、特別避難階段の階段室には、その付室に面する部分以外に屋内に面して開口部を設けることができる。,不燃材料として、建築物の外部の仕上げに用いる建築材料が適合すべき不燃性能に関する技術的基準は、建築材料に、通常の火災による火熱が加えられた場合に、加熱開始後20分間、「燃焼しないものであること」及び「防火上有害な変形、溶融、亀裂その他の損傷を生じないものであること」である。,防火構造として、建築物の軒裏の構造が適合すべき防火性能に関する技術的基準は、軒裏に建築物の周囲において発生する通常の火災による火熱が加えられた場合に、加熱開始後30分間当該加熱面以外の面(屋内に面するものに限る。)の温度が可燃物燃焼温度以上に上昇しないものであることである。,準耐火建築物は、耐火建築物以外の建築物で、「主要構造部を準耐火構造としたもの」又は「主要構造部を準耐火構造としたものと同等の準耐火性能を有するものとして所定の技術的基準に適合するもの」に該当し、外壁の開口部で延焼のおそれのある部分に耐火建築物に求められるものと同じ防火設備を有する建築物をいう。,1
H28,法規,9,,防火・避難に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、避難階は地上1階とし、屋上広場はないものとする。また、「避難上の安全の検証」及び「防火区画検証法」は行われていないものとし、国土交通大臣の認定は考慮しないものとする。,主要構造部を耐火構造とした地上3階建ての共同住宅において、各階に住戸(1住戸の居室の床面積の合計が50m2)が5戸ある場合には、避難階以外の階から避難階又は地上に通ずる2以上の直通階段を設けなければならない。,建築基準法第22条第1項の市街地の区域内にある木造、延べ面積200m2、地上2階建ての共同住宅は、その外壁及び軒裏で延焼のおそれのある部分を防火構造としなければならない。,各階を物品販売業を営む店舗の用途に供する地上4階建ての建築物(各階の床面積が400 m2) においては、原則として、各階における避難階段の幅の合計を2.4m以上としなければならない。,換気設備の風道が準耐火構造の防火区画を貫通する場合において、当該風道に設置すべき特定防火設備については、原則として、火災により煙が発生した場合又は火災により温度が急激に上昇した場合に自動的に閉鎖するものとしなければならない。,2
H28,法規,10,,建築設備に関する次の記述のうち、建築基準法上、誤っているものはどれか。,管の外径が所定の数値以上である給水管、配電管その他の管が、準耐火構造の防火区画を貫通する場合においては、原則として、これらの管の当該貫通する部分及び貫通する部分からそれぞれ両側に1m以内の距離にある部分を不燃材料で造らなければならない。,各構えの床面積の合計が1000m2の地下街における排煙設備の制御及び作動状態の監視は、中央管理室において行うことができるものとしなければならない。,高さ20mを超える建築物には、周囲の状況によって安全上支障がない場合を除き、有効に避雷設備を設けなければならない。,高さ31mを超える建築物において、高さ31mを超える部分を全て建築設備の機械室とする場合は、非常用の昇降機を設けなくてもよい。,2
H28,法規,11,,建築基準法第20条の規定が適用される新築の建築物に関する次の記述のうち、「確認申請書に添える構造詳細図又は使用構造材料一覧表に明示すべき事項」として、建築基準法施行規則上、誤っているものはどれか。ただし、確認申請書に添える他の図書には明示されていないものとする。また、国土交通大臣の認定は受けていないものとする。,鉄骨造の建築物における「使用構造材料一覧表」に明示すべき事項には、「構造耐力上主要な部分に用いる材料の種別」が含まれる。,鉄筋コンクリート造の建築物における「構造詳細図」に明示すべき事項には、「コンクリートの材料の種別及びコンクリートの骨材の種別」が含まれる。,鉄骨造の建築物における「構造詳細図」に明示すべき事項には、「構造耐力上主要な部分である接合部並びに継手及び仕口の構造方法」が含まれる。,鉄筋コンクリート造の建築物における「構造詳細図」に明示すべき事項には、「鉄筋に対するコンクリートのかぶり厚さ」が含まれる。,2
H28,法規,12,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,限界耐力計算を行う場合、構造耐力上主要な部分の断面に生ずる長期(常時及び積雪時)及び短期(積雪時及び暴風時)の各応力度が、それぞれ長期に生ずる力又は短期に生ずる力に対する各許容応力度を超えないことを確かめなければならない。,津波による災害の発生のおそれのある区域においては、津波による外力に対して安全であることを確かめなければならない。,鉄骨造の建築物において、構造耐力上主要な部分である柱の脚部は、滑節構造である場合を除き、原則として、国土交通大臣が定める基準に従ったアンカーボルトによる緊結その他の構造方法により基礎に緊結しなければならない。,鉄骨造の建築物において、限界耐力計算によって安全性が確かめられた場合、構造耐力上主要な部分である鋼材の圧縮材の有効細長比は、柱にあっては200以下としないことができる。,2
H28,法規,13,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,炭素鋼の構造用鋼材における、短期に生ずる力に対する引張りの許容応力度は、長期に生ずる力に対する引張りの許容応力度の数値の1.5倍の数値としなければならない。,径25mmの異形鉄筋における、短期に生ずる力に対する圧縮の許容応力度は、鋼材等の種類及び品質に応じて国土交通大臣が定める基準強度の数値を1.5で除して得た数値としなければならない。,木材の繊維方向における、短期(積雪時を除く。)に生ずる力に対する圧縮の許容応力度は、原則として、木材の種類及び品質に応じて国土交通大臣が定める圧縮に対する基準強度の数値に2/3を乗じて得た数値としなければならない。,ステンレス鋼の構造用鋼材における、長期に生ずる力に対する引張りの許容応力度は、鋼材等の種類及び品質に応じて国土交通大臣が定める基準強度の数値を1.5で除して得た数値としなければならない。,2
H28,法規,14,,都市計画区域及び準都市計画区域内の道路等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,道路の上空に設ける病院の渡り廊下で、患者の通行の危険を防止するために必要であり、特定行政庁が安全上、防火上及び衛生上他の建築物の利便を妨げ、その他周囲の環境を害するおそれがないと認め、あらかじめ建築審査会の同意を得て許可したものは、道路内に建築することができる。,土地区画整理法による新設の事業計画のある幅員6mの道路で、3年後にその事業が執行される予定のものは、建築基準法上の道路ではない。,土地を建築物の敷地として利用するため築造する延長が35mを超える袋路状の道について、特定行政庁からその位置の指定を受ける場合には、その幅員を6m以上とし、かつ、終端に自動車の転回広場を設けなければならない。,災害があった場合に建築する官公署の用途に供する応急仮設建築物の敷地は、建築基準法上の道路に接しなくてもよい。,3
H28,法規,15,図あり,図のような敷地において、建築基準法上、新築することができる建築物の容積率(同法第52条に規定する容積率)の最高限度は、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁の指定、許可等は考慮しないものとする。,Oct-42,Oct-48,Oct-50,Oct-55,2
H28,法規,16,図あり,図のように、敷地に建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに日影による中高層の建築物の高さの制限及び天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,31.5 m,36.0 m,43.5 m,51.0 m,2
H28,法規,17,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等及び特定行政庁の許可等は考慮しないものとする。,第一種低層住居専用地域内において、「延べ面積150m2、地上2階建ての食堂兼用住宅(居住の用途に供する部分の床面積が100m2)」は、新築することができる。,第二種中高層住居専用地域内において、「延べ面積2000m2、地上2階建ての事務所」は、新築することができる。,近隣商業地域内において、「客席の部分の床面積の合計が600m2、地上3階建ての映画館」は、新築することができる。,準工業地域内において、「肥料の製造工場」は、新築することができない。,2
H28,法規,18,,防火地域及び準防火地域内の建築物の新築に関する次の記述のうち、建築基準法上、誤っているものはどれか。,防火地域内においては、附属自動車車庫として使用する延べ面積60m2、平家建ての建築物は、耐火建築物又は準耐火建築物としなければならない。,準防火地域内においては、延べ面積1200m2、地上2階建ての機械製作工場で主要構造部が不燃材料で造られたものは、耐火建築物及び準耐火建築物以外の建築物とすることができる。,準防火地域内においては、木造建築物等に附属する高さ2mを超える門については、当該門が建築物の1階であるとした場合に延焼のおそれのある部分に該当する部分を不燃材料で造り、又は覆わなければならない。,防火地域においては、建築物の外壁の開口部で延焼のおそれのある部分に設ける防火戸は、建築物の周囲において発生する通常の火災による火熱が加えられた場合に、加熱開始後30分間当該加熱面以外の面(屋内に面するものに限る。)に火炎を出さないものとしなければならない。,4
H28,法規,19,,地区計画等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,地区計画等の区域内において、建築物の敷地内に予定道路が指定された場合においては、当該予定道路の地盤面下に設ける建築物は、特定行政庁の許可を受けることなく新築することができる。,地区整備計画等が定められている地区計画等の区域内において、建築物の敷地、構造、建築設備又は用途に関する事項で当該地区計画等の内容として定められたものが、市町村の条例で、これらに関する制限として定められた場合には、当該条例の規定は、建築基準関係規定に該当する。,地区計画の区域のうち再開発等促進区内において、当該地区計画において定められた土地利用に関する基本方針に適合した建築物については、用途地域内の建築物の制限に適合しない場合であっても、特定行政庁の許可を受けることなく新築することができる。,地区整備計画等が定められている地区計画等の区域内において、建築物に附属する高さ2m以内の門又は塀の位置については、市町村の条例による壁面の位置の制限としては定めることができない。,3
H28,法規,20,,次の記述のうち、建築基準法上、誤っているものはどれか。ただし、特定行政庁の許可は考慮しないものとする。,敷地が、第一種中高層住居専用地域内に350m2、第二種低層住居専用地域内に650m2、と二つの用途地域にわたる場合、当該敷地には、高等専門学校を新築することができる。,都市計画区域内においては、ごみ焼却場は、都市計画においてその敷地の位置が決定していない場合であっても、特定行政庁が都市計画審議会の議を経てその敷地の位置が都市計画上支障がないと認めて許可した場合においては、新築することができる。,文化財保護法の規定によって重要文化財として指定された建築物であったものの原形を再現する建築物で、特定行政庁が建築審査会の同意を得てその原形の再現がやむを得ないと認めたものについては、建築基準法並びにこれに基づく命令及び条例の規定は、適用されない。,特殊建築物については、その用途により、地方公共団体の条例で、建築物の敷地、構造又は建築設備に関して防火上の制限が附加されることがある。,1
H28,法規,21,,次の記述のうち、建築士法上、誤っているものはどれか。,一級建築士は、設計、工事監理、建築工事の指導監督等の委託者から請求があったときは、一級建築士免許証又は一級建築士免許証明書を提示しなければならない。,設計受託契約又は工事監理受託契約を締結しようとするときは、委託者及び受託者は、国土交通大臣が定める報酬の基準に準拠した委託代金で当該契約を締結するよう努めなければならない。,延べ面積200m2の建築物の新築に係る設計受託契約の当事者は、契約の締結に際して、作成する設計図書の種類、設計に従事することとなる建築士の氏名及びその者の一級建築士、二級建築士又は木造建築士の別、報酬の額及び支払いの時期、契約の解除に関する事項、その他所定の事項について書面に記載し、署名又は記名押印をして相互に交付しなければならない。,建築士法の規定に違反して一級建築士の免許を取り消され、その取消しの日から起算して5年を経過しない者は、一級建築士の免許のみならず、二級建築士又は木造建築士の免許も受けることができない。,3
H28,法規,22,,次の記述のうち、建築士法上、誤っているものはどれか。,建築士事務所の開設者と管理建築士とが異なる場合においては、その開設者は、管理建築士から建築士事務所の業務に係る所定の技術的事項に関し、必要な意見が述べられた場合には、その意見を尊重しなければならない。,建築士事務所に属する者で建築士でないものが、その属する建築士事務所の業務として、建築士でなければできない建築物の設計又は工事監理をしたときは、都道府県知事は、当該建築士事務所の登録を取り消すことができる。,建築士は、延べ面積が2000m2を超える建築物の建築設備に係る設計又は工事監理を行う場合においては、設備設計一級建築士の意見を聴かなければならない。,建築士事務所の開設者は、設計等の業務に関し生じた損害を賠償するために必要な金額を担保するための保険契約の締結その他の措置を講ずるよう努めなければならない。,3
H28,法規,23,,次の記述のうち、建築士法上、誤っているものはどれか。,都道府県知事により指定事務所登録機関が指定された場合、建築士事務所の登録を受けようとする者は、一級建築士事務所の場合においても、原則として、登録申請書を当該指定事務所登録機関に提出しなければならない。,建築士事務所の開設者である一級建築士が、当該建築士事務所の登録期間が満了したにもかかわらず、更新の登録を受けずに他人の求めに応じ報酬を得て工事監理業務を業として行った場合には、当該建築士は、業務停止等の懲戒処分の対象となる。,建築士事務所に属する一級建築士は、直近の一級建築士定期講習を受けた日の属する年度の翌年度の開始の日から起算して3年以内に、一級建築士定期講習を受けなければならない。,都道府県知事の登録を受けている建築士事務所に属する建築士は、当該登録を受けた都道府県以外の区域においては、業として他人の求めに応じ報酬を得て、設計等を行うことはできない。,4
H28,法規,24,,次の記述のうち、建築士法上、誤っているものはどれか。,国土交通大臣が建築士の業務の適正な実施を確保するため、一級建築士に対し業務に関する報告を求めた場合に、当該建築士がその報告をせず、又は虚偽の報告をしたときは、当該建築士は、30万円以下の罰金刑の適用の対象となる。,国土交通大臣が建築士の業務の適正な実施を確保するため、国土交通省の職員に開設者が法人である建築士事務所に立ち入り当該建築士事務所に属する者に質問させた際に、その者がその質問に対して答弁せず、又は虚偽の答弁をしたときは、その者のほか、その者が所属する法人も、30万円以下の罰金刑の適用の対象となる。,建築士事務所に属する建築士の氏名及びその者の一級建築士、二級建築士又は木造建築士の別に変更があった場合に、3月以内に、その旨を都道府県知事に届け出ないときは、当該建築士事務所の開設者及び管理建築士は、30万円以下の罰金刑の適用の対象となる。,管理建築士等が、建築主に対して設計受託契約又は工事監理受託契約の内容及びその履行に関する重要事項について説明する際に、建築士免許証又は建築士免許証明書を提示しなかったときは、当該建築士は、10万円以下の過料の適用の対象となる。,3
H28,法規,25,,次の記述のうち、都市計画法上、誤っているものはどれか。,都市計画区域内において、コンクリートプラントの改築の用に供する目的で行う開発行為については、都道府県知事の許可を受ける必要はない。,市街化区域内において、専修学校の建築の用に供する目的で行う開発行為で、その規模が1500m2のものについては、原則として、都道府県知事の許可を受けなければならない。,市街化調整区域内における地区整備計画が定められた地区計画の区域内において、当該地区計画に定められた内容に適合する病院の建築の用に供する目的で行う開発行為は、所定の要件に該当すれば、都道府県知事の許可を受けることができる。,都市計画施設として定められた公園の区域内において、公園施設の建築物を建築しようとする者が市町村の場合、当該建築物の建築が当該公園に関する都市計画に適合するものであっても、都道府県知事等の建築の許可を受けなければならない。,4
H28,法規,26,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵及び取扱いは行わないものとする。,準耐火建築物で、かつ、壁及び天井の室内に面する部分の仕上げを難燃材料でした延べ面積1500m2、地上2階建ての旅館については、原則として、屋内消火栓設備を設置しなければならない。,同一敷地内にあり一の建築物とみなされる複数の準耐火建築物の床面積の合計が6000m2、平屋建ての美術館で、所定のスプリンクラー設備を設置したものについては、当該設備の有効範囲内の部分について屋外消火栓設備を設置しないことができる。,延べ面積10000m2のテレビスタジオ内にある床面積500m2の通信機器室で、所定のハロゲン化物消火設備を設置したものについては、自動火災報知設備を設置しないことができる。,地上3階建ての特別支援学校(避難階は地上1階)で、各階の収容人員が20人以上のものについては、原則として、2階以上の階に避難器具を設置しなければならない。,3
H28,法規,27,,次の記述のうち、「建築物の耐震改修の促進に関する法律」上、誤っているものはどれか。,都道府県耐震改修促進計画に記載された建築物集合地域通過道路等に敷地が接する通行障害既存耐震不適格建築物の所有者は、所定の期限までに耐震改修を行わなければならない。,床面積の合計が3000m2、地上3階建ての賃貸住宅(共同住宅に限る。)で既存耐震不適格建築物(要安全確認計画記載建築物でないもの)の所有者は、当該建築物について耐震診断を行い、その結果、地震に対する安全性の向上を図る必要があると認められるときは、耐震改修を行うよう努めなければならない。,要安全確認計画記載建築物の所有者は、当該建築物について耐震診断の結果、地震に対する安全性の向上を図る必要があると認められるときは、耐震改修を行うよう努めなければならない。,床面積の合計が800m2、地上2階建ての病院で既存耐震不適格建築物(要安全確認計画記載建築物でないもの)の所有者は、当該建築物について耐震診断を行い、必要に応じ、耐震改修を行うよう努めなければならない。,1
H28,法規,28,,次の法律とその法律又は政令で用いられている用語との組合せのうち、誤っているものはどれか。,宅地造成等規制法 ― 急傾斜地崩壊危険区域,都市計画法 ― 特例容積率適用地区,都市再生特別措置法 ― 特定用途誘導地区,建築基準法 ― 特定避難時間倒壊等防止建築物,1
H28,法規,29,,契約に関する次の記述のうち、関係法令上、誤っているものはどれか。,「建築士法」に基づき、建築士事務所の開設者は、他の建築士事務所の開設者から設計及び工事監理以外の業務を受託する場合においては、契約締結後、遅滞なく、所定の事項を記載した書面を交付しなければならない。,「建築士法」に基づき、建築士事務所の開設者は、設計受託契約又は工事監理受託契約を建築主と締結しようとする場合においては、あらかじめ、当該建築主に対し、管理建築士等をして、所定の事項を記載した書面を交付して説明をさせなければならない。,「宅地建物取引業法」に基づき、宅地建物取引業者は、建築工事の完了前に新築住宅を販売する際には、その広告、契約及び媒介については、建築確認等所定の処分があった後でなければしてはならない。,「建設業法」に基づき、建設工事の請負契約の当事者は、契約の締結に際して、原則として、工事内容、請負代金の額、工事着手の時期及び工事完成の時期、請負代金の支払いの時期及び方法、契約に関する紛争の解決方法、その他所定の事項について書面に記載し、署名又は記名押印をして相互に交付しなければならない。,1
H28,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「宅地建物取引業法」に基づき、宅地建物取引業者は、建物の売買の相手方等に対して、その契約が成立するまでの間に、宅地建物取引士をして、所定の事項を記載した書面等を交付して説明をさせなければならない。,「駐車場法」に基づき、商業地域内において、延べ面積が2000m2以上の建築物を新築しようとする場合は、同法による条例により、その建築物又はその建築物の敷地内に駐車施設を設けなければならないことがある。,「都市計画法」に基づき、まちづくりの推進を図る活動を行うことを目的とする特定非営利活動法人は、所定の土地の区域について、都道府県に対し、都市計画区域の整備、開発及び保全の方針の変更を提案することができる。,「浄化槽法」に基づき、浄化槽管理者等は、浄化槽の保守点検又は浄化槽の清掃について、都道府県知事から、必要な助言、指導又は勧告を受けることがある。,3
H28,構造,1,図あり,図-1のような脚部で固定された柱の頂部に鉛直荷重及び水平荷重が作用している。柱の断面形状は図-2に示すような箱形断面であり、鉛直荷重の合力P及び水平荷重の合力Qは断面の図心に作用しているものとする。柱脚部断面の垂直応力度分布が図-3のような全塑性状態に達している場合のPとQとの組合せとして、正しいものは、次のうちどれか。ただし、箱形断面は等質等断面とし、降伏応力度はσyとする。,"P: 2d^2σy, Q: (6d^3σy)/l","P: 2d^2σy, Q: (12d^3σy)/l","P: 4d^2σy, Q: (6d^3σy)/l","P: 4d^2σy, Q: (12d^3σy)/l",4
H28,構造,2,図あり,図のような断面形状の単純梁A及びBの中央に集中荷重Pが作用したとき、それぞれに曲げによる最大たわみδA及びδBが生じている。δAとδBとの比として、正しいものは、次のうちどれか。ただし、梁A及びBは同一材質の弾性部材とする。,1:02,1:04,1:08,1:16,2
H28,構造,3,図あり,図のような筋かいを有する柱脚ピンの骨組に水平荷重100kNが作用したとき、部材BCの引張力Tは100kNであった。このとき、柱ABの柱頭A点における曲げモーメントの絶対値として、正しいものは、次のうちどれか。ただし、梁ACは剛体とし、柱ABと柱CDは等質等断面で伸縮はないものとする。,0 kN・m,20 kN・m,40 kN・m,80 kN・m,4
H28,構造,4,図あり,図-1のような鉛直荷重100kN、水平荷重Pを受けるラーメンにおいて、水平荷重Pを増大させたとき、荷重Puで塑性崩壊に至り、図-2のような崩壊機構を示した。Puの値として、正しいものは、次のうちどれか。ただし、柱、梁の全塑性モーメントMp値をそれぞれ300kN・m、200kN・mとする。,200 kN,225 kN,250 kN,275 kN,2
H28,構造,5,図あり,図のような鉛直荷重が作用するトラスにおいて、部材ABに生じる軸方向力として、正しいものは、次のうちどれか。ただし、軸方向力の符号は、引張力を「+」とする。,0,+(√3/2)P,#NAME?,+(3√3/2)P,4
H28,構造,6,図あり,図-1のような頂部に質量m又は2mをもち、剛性がK又は2Kの棒A、B、Cにおける固有周期はそれぞれTA、TB、TCである。それぞれの棒の脚部に図-2に示す加速度応答スペクトルをもつ地震動が入力されたとき、棒に生じる最大応答せん断力がQA、QB、QCとなった。QA、QB、QCの大小関係として、正しいものは、次のうちどれか。ただし、TA、TB、TCは図-2のT1、T2、T3のいずれかに対応し、応答は水平方向であり、弾性範囲内とする。,QA < QB = QC,QB < QA = QC,QB < QA < QC,QC < QA < QB,1
H28,構造,7,,建築基準法における荷重及び外力に関する次の記述のうち、最も不適当なものはどれか。,建築物の地上部分の必要保有水平耐力を計算する場合、標準せん断力係数Coは1.0以上としなければならない。,地震地域係数Zは、1.0から0.7の数値として地域ごとに定められている。,風圧力の計算に用いる速度圧 q は、その地方における基準風速V0の2乗に比例する。,構造部材に生じる応力度等を計算するに当たり、多雪区域ではない一般の地域においては、暴風時又は地震時の荷重を、積雪荷重と組み合わせなくてもよい。,3
H28,構造,8,,中心圧縮力を受ける正方形断面の長柱の弾性座屈荷重Peに関する次の記述のうち、最も不適当なものはどれか。ただし、柱は全長にわたって等質等断面とする。,Peは、柱の材端条件が「両端ピン」の場合に比べて、「両端固定」の場合のほうが大きい。,Peは、柱頭の水平移動を自由とした場合に比べて、水平移動を拘束した場合のほうが大きい。,Peは、柱材のヤング係数に比例する。,Peは、柱材の断面積に比例する。,4
H28,構造,9,,木造軸組工法による地上2階建ての建築物に関する次の記述のうち、最も不適当なものはどれか。,筋かいの端部は、柱と梁その他の構造耐力上主要な横架材との接合部に接近して緊結し、各材の軸線が1点で交わるようにした。,土台には、耐朽性を向上させるため、心材ではなく辺材を用いた。,国土交通大臣が定める基準に従った構造計算によって構造耐力上安全であることを確かめたので、小屋組の振れ止めを省略した。,構造耐力上主要な柱の所要断面積の1/3を切り欠きしたので、切り欠きした部分が負担していた力を伝達できるように金物等により補強した。,2
H28,構造,10,,木造軸組工法による地上2階建ての建築物の構造計算に関する次の記述のうち、最も不適当なものはどれか。,平面が長方形の建築物において、必要壁量が地震力により決定される場合、張り間方向とけた行方向の必要壁量は、それぞれ異なる値となる。,延べ面積が500m2を超える場合、必要壁量の計算及び耐力壁の釣合いのよい配置の検討に加えて、許容応力度計算等の構造計算を行う必要がある。,風圧力に対する1階の必要壁量は、1階床面からの高さ1.35mを超える部分の見付面積に所定の数値を乗じて得た数値以上となるようにする。,構造耐力上主要な柱の小径は、横架材の相互間の垂直距離に対する割合によらず、座屈を考慮した構造計算によって決定してもよい。,1
H28,構造,11,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,曲げ降伏する梁部材の靱性を高めるために、梁せい及び引張側の鉄筋量を変えることなく、梁幅を大きくした。,柱部材の靱性を高めるために、コンクリートの圧縮強度に対する柱の軸方向応力度の比が小さくなるように、柱の配置や断面形状を計画した。,梁部材のクリープによるたわみを減らすために、引張側の鉄筋量を変えることなく、圧縮側の鉄筋量を減らした。,曲げ降伏する柱部材の曲げ降伏後のせん断破壊を防止するために、曲げ強度に対するせん断強度の比を大きくした。,3
H28,構造,12,図あり,鉄筋コンクリート構造の配筋に関する次の記述のうち、最も不適当なものはどれか。ただし、図に記載されていない鉄筋は適切に配筋されているものとする。,図-1に示す副帯筋の配筋において、余長部が帯筋で囲まれたコア内に挿入されており、必要な余長が確保されていたので、副帯筋の末端の一端を90度フックとした。,図-2に示す大梁の主筋の配筋において、下端筋の重ね継手をスパンの中央部に設けた。,図-3に示すスパンが短い大梁の主筋の配筋において、せん断破壊や付着割裂破壊を防止するため、梁断面の四隅以外の主筋を部材の全長にわたって対角線上に配置した。,図-4に示す柱梁接合部において、せん断補強筋比0.3%相当の帯筋を配筋した。,2
H28,構造,13,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,コンクリートのひび割れに伴う部材の剛性低下を考慮して、地震荷重時に構造耐力上主要な部分に生じる力を計算した。,梁部材における主筋のコンクリートに対する許容付着応力度として、下端筋では上端筋よりも大きい値を用いた。,柱部材の長期許容せん断力の計算において、帯筋や軸圧縮応力度の効果はないものとした。,引張鉄筋比が釣合い鉄筋比を超える梁部材について、梁断面の許容曲げモーメントを、at(引張鉄筋の断面積)×(引張鉄筋の許容引張応力度)×(応力中心間距離)により計算した。,4
H28,構造,14,,鉄筋コンクリート構造における建築物の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1」の計算において、コンクリートの設計基準強度を24 N/mm2としたので、設計基準強度による割増し係数を用いて、単位強度の割増しを行った。,「ルート2-1」の計算において、柱及び梁の靱性を確保するため、地震力によって生じるせん断力を割増した設計用せん断力が、安全性確保のための許容せん断力を超えないことを確かめた。,「ルート3」の計算において、両端ヒンジとなる梁部材の設計用せん断力の割増し係数を1.2とし、両端ヒンジとならない梁部材の設計用せん断力の割増し係数を1.1とした。,「ルート3」の計算において、崩壊メカニズム時にせん断破壊した柱部材の種別をFDとした。,3
H28,構造,15,,鋼材の溶接に関する次の記述のうち、最も不適当なものはどれか。,通しダイアフラムに溶接する梁フランジのエンドタブとして鋼製タブを使用した場合は、終局状態において塑性ヒンジを形成しない部位であれば、エンドタブを切断しなくてもよい。,通しダイアフラムと梁フランジの突合せ溶接部において、許容値を超える食い違いや仕口部のずれが生じた場合は、適切な補強を行えばよい。,パス間温度が規定値以下となるように管理すれば、溶接施工時の低温割れを防止することができる。,突合せ溶接部において、母材の種類に応じた適切な溶接材料を用いる場合、溶接部の許容応力度は母材と同じ値を採用することができる。,3
H28,構造,16,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,高力ボルト接合となる梁の継手部分に、F10Tの代わりにF14T級の超高力ボルト(遅れ破壊の主原因となる水素に対する抵抗力を高めた高力ボルト)を用いることで、ボルト本数を減らし、スプライスプレートを小さくした。,高力ボルト摩擦接合の二面せん断の短期許容せん断応力度を、高力ボルトの基準張力T0(単位 N/mm2)とした。,露出形式柱脚において、ベースプレートの変形を抑えるために、ベースプレートの厚さをアンカーボルトの径の1.3倍とした。,埋込形式柱脚において、鉄骨柱の応力は、コンクリートに埋め込まれた部分の上部と下部の支圧により、基礎に伝達する設計とした。,2
H28,構造,17,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,H形鋼を用いた梁に均等間隔で横補剛材を設置して保有耐力横補剛とする場合において、梁をSN400B材から同一断面のSN490B材に変更したので、横補剛の数を減らした。,両端がピン接合のH形断面圧縮材の許容応力度を、弱軸回りの断面二次半径を用いて計算した。,曲げ剛性に余裕のあるラーメン構造の梁において、梁せいを小さくするために、SN400B材の代わりにSN490B材を用いた。,H形断面梁の設計において、フランジの局部座屈を生じにくくするため、フランジの幅厚比を小さくした。,1
H28,構造,18,,鉄骨構造における建築物の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1-1」の計算において、標準せん断力係数C0を0.3として地震力の算定を行ったので、水平力を負担する筋かいの端部及び接合部については、保有耐力接合としなかった。,「ルート1-2」の計算において、標準せん断力係数C0を0.3として地震力の算定を行ったので、層間変形角及び剛性率の確認を行わなかった。,「ルート1-2」の計算において、冷間成形角形鋼管を柱に用いたので、柱梁接合形式及び鋼管の種類に応じ、応力を割増して柱の設計を行った。,「ルート2」の計算において、冷間成形角形鋼管を柱に用いたので、建築物の最上階の柱頭部及び1階の柱脚部を除く全ての接合部について、柱の曲げ耐力の和を梁の曲げ耐力の和の1.5倍以上となるように設計を行った。,1
H28,構造,19,,杭の支持力に関する次の記述のうち、最も不適当なものはどれか。,地震時に液状化のおそれのない地盤において、杭の極限支持力は、杭の種類や施工法に応じた極限先端支持力と極限周面摩擦力との和として算定できる。,地震時に液状化のおそれのある地盤においても、杭の許容支持力は、載荷試験による極限支持力から求めることができる。,砂質地盤における杭の極限周面摩擦力度は、杭周固定液を使用した埋込み杭より場所打ちコンクリート杭のほうが大きく評価できる。,摩擦杭において杭間隔が十分に確保できない場合は、群杭効果を考慮して支持力を算定する。,2
H28,構造,20,,基礎に関する次の記述のうち、最も不適当なものはどれか。,支持層が同一の杭において、施工方法の異なる杭を用いることは異種基礎の併用となるので、避けることが望ましい。,同一の砂質地盤を支持層とする直接基礎において、基礎底面に作用する単位面積当たりの荷重が同じ場合、基礎底面の大きさに関係なく即時沈下量は同じになる。,地下階を有する建築物の杭の耐震設計において、一般に、杭に作用する水平力は、地下外壁等が負担する水平力に応じて、一定の範囲内で低減することができる。,直接基礎の場合、基礎の沈下は、上部構造に障害が発生するおそれがない範囲で許容される。,2
