年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和3年,法規,6,,次の記述のうち、建築基準法上、誤っているものはどれか。,防火区画検証法は、開口部に設けられる防火設備について、屋内及び建築物の周囲において発生が予測される火災による火熱が加えられた場合に、火災の継続時間以上、加熱面以外の面に火炎を出すことなく耐えることができることを確かめる方法である。,準防火地域内における共同住宅の屋根の構造は、市街地における通常の火災による火の粉により、防火上有害な発炎をしないものであり、かつ、屋内に達する防火上有害な溶融、亀裂その他の損傷を生じないものでなければならない。,耐火構造の柱は、通常の火災による火熱が所定の時間加えられた場合に、構造耐力上支障のある変形、溶融、破壊その他の損傷を生じないものでなければならない。,不燃材料として、建築物の外部の仕上げに用いる建築材料が適合すべき不燃性能及びその技術的基準は、建築材料に、通常の火災による火熱が加えられた場合に、加熱開始後20分間、「燃焼しないものであること」及び「防火上有害な変形、溶融、亀裂その他の損傷を生じないものであること」である。,1
令和3年,法規,7,,主要構造部を耐火構造とした耐火建築物に関する次の記述のうち、建築基準法に適合しないものはどれか。ただし、自動式のスプリンクラー設備等は設けられていないものとし、居室については、内装の制限を受ける「窓その他の開口部を有しない居室」には該当しないものとする。,地階に設ける劇場の客席及びこれから地上に通ずる主たる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを、準不燃材料でした。,各階が階避難安全性能を有するものであることについて、階避難安全検証法により確かめられた地上20階建ての共同住宅において、特別避難階段の階段室及び付室の天井及び壁の室内に面する部分の仕上げを不燃材料でし、かつ、その下地を準不燃材料で造った。,延べ面積600m?、地上3階建ての図書館において、3階部分にある図書室の壁及び天井の室内に面する部分の仕上げを、難燃材料でした。,"延べ面積1,500m?、地上3階建ての物品販売業を営む店舗において、避難階である1階からその直上階のみに通ずる吹抜きについて、壁及び天井の室内に面する部分の仕上げを不燃材料でし、かつ、その下地を不燃材料で造ったので、吹抜きとなっている部分以外の部分との防火区画を行わなかった。",2
令和3年,法規,8,,各階を物品販売業を営む店舗の用途に供する地上4階建ての建築物(各階の床面積が500 m?)の避難階段に関する次の記述のうち、建築基準法に適合しないものはどれか。ただし、避難階は1階とし、屋上広場はないものとする。,屋外に設ける避難階段を、その階段に通ずる出入口以外の開口部から2.5mの距離に設けた。,屋内に設ける避難階段の部分には、排煙設備を設けなかった。,3階における避難階段の幅の合計を3.0mとした。,各階から1階に通ずる二つの直通階段を設け、そのうちの一つを、有効な防腐措置を講じた準耐火構造の屋外階段とした。,4
令和3年,法規,9,,防火・避難に関する次の記述のうち、建築基準法に適合しないものはどれか。,屋内に設ける避難階段に通ずる出入口に、通常の火災による火熱が加えられた場合に、加熱開始後10分間当該加熱面以外の面に火炎を出さない性能を有する防火戸で所定の構造であるものを設けた。,"延べ面積1,500m?、耐火建築物及び準耐火建築物以外の、木造、地上2階建ての美術館について、防火上有効な構造の防火壁に設ける開口部の幅及び高さを、それぞれ2.5mとし、かつ、これに特定防火設備で所定の構造であるものを設けた。","延べ面積1,500m?の体育館に、非常用の照明装置を設けなかった。",主要構造部を準耐火構造とした建築物の地上部分の層間変形角を、1/150以内となるようにした。,1
令和3年,法規,10,,建築設備に関する次の記述のうち、建築基準法上、誤っているものはどれか。,エレベーター(所定の特殊な構造又は使用形態のものを除く。)の機械室における床面から天井又ははりの下端までの垂直距離は、かごの定格速度が毎分150mの場合、2.2m以上としなければならない。,居室を有する建築物の換気設備についてのホルムアルデヒドに関する技術的基準において、機械換気設備の有効換気量(単位m?/h)は、原則として、その「居室の床面積(単位m?)」と「居室の天井の高さ(単位m)」の積に、住宅の居室にあっては0.5を乗じて得た必要有効換気量以上でなければならない。,耐火構造の床若しくは壁又は防火戸その他の所定の防火設備で床面積100m?以内に区画されたホテルの客室には、窓その他の開口部で開放できる部分(天井又は天井から下方80cm以内の距離にある部分に限る。)の面積の合計が、当該客室の床面積の1/50未満であっても、排煙設備を設置しなくてよい。,エレベーター強度検証法による主要な支持部分等の断面に生ずる常時の応力度は、昇降する部分以外の部分の固定荷重、昇降する部分の固定荷重及びかごの積載荷重を合計した数値により計算する。,4
令和3年,法規,11,,保有水平耐力計算によって安全性が確かめられた建築物に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、高さが4mを超える建築物とする。,鉄骨造の建築物において、高力ボルト接合を行う場合、高力ボルト孔の径は、原則として、高力ボルトの径より2mmを超えて大きくしてはならない。,鉄筋コンクリート造の建築物において、鉄筋に対するコンクリートのかぶり厚さは、原則として、直接土に接する柱にあっては、4cm以上としなければならない。,鉄筋コンクリート造の建築物において、主筋の継手の重ね長さは、径の同じ主筋の継手を構造部材における引張力の最も小さい部分に設ける場合にあっては、原則として、主筋の径の25倍以上としなければならない。,鉄骨鉄筋コンクリート造の建築物において、構造耐力上主要な部分である柱の主筋は、4本以上としなければならない。,3
令和3年,法規,12,図あり,図のような木造、地上2階建ての住宅(屋根を金属板で葺いたもの)の1階部分について、桁行方向に設けなければならない構造耐力上必要な軸組の最小限の長さとして、建築基準法上、正しいものは、次のうちどれか。ただし、小屋裏等に物置等は設けず、区域の地盤及び地方の風の状況に応じた「地震力」及び「風圧力」に対する軸組の割増はないものとし、国土交通大臣が定める基準に従った構造計算は行わないものとする。なお、1階部分の軸組の構造の判定に用いる1階の床面積については、60m?とする。また、図は略図とする。,"1,710 cm","1,740 cm","1,980 cm","2,250 cm",3
令和3年,法規,13,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,高さ1.2mの組積造の塀(補強コンクリートブロック造を除く。)は、原則として、長さ4m以下ごとに、壁面からその部分における壁の厚さの1.5倍以上突出した控壁(木造のものを除く。)を設けなければならない。,"建築物の実況によらないで、柱の垂直荷重による圧縮力を計算する場合、公会堂の客席(固定席)で、柱がささえる床の数が6のときは、床の積載荷重として採用する数値を1,950 N/m?とすることができる。",許容応力度等計算を行う場合、建築物の地上部分については、所定の地震力によって各階に生ずる層間変形角が所定の数値以内であることを確かめなければならない。,限界耐力計算を行う場合、所定の地震力により建築物の地下部分の構造耐力上主要な部分の断面に生ずる応力度が、短期に生ずる力に対する許容応力度を超えないことを計算により確かめなければならない。,2
令和3年,法規,14,,事務所(避難階は1階)の5階にある居室(床面積50m?で、「避難上支障がないものとして国土交通大臣が定める基準」に適合しない居室)の設計に際して、以下の条件に該当する開口部を設置することとした場合、窓その他の開口部を有しない居室の規定に関する次の記述のうち、建築基準法上、誤っているものはどれか。\n【条件】\n・採光に有効な部分の面積の合計: 2.0m?\n・換気に有効な部分の面積の合計: 3.0m?\n・天井又は天井から下方80cm以内で開放できる部分の面積の合計: 0.5m?\n・避難上有効な構造の開口部ではない。,当該居室を区画する主要構造部を、耐火構造又は不燃材料で造らなければならない。,当該居室においては、自然換気設備、機械換気設備等に関する所定の技術的基準に適合する換気設備を設置しなければならない。,当該居室及び地上に通ずる主たる通路の内装を難燃材料で仕上げた場合、居室の各部分から直通階段までの距離を30m以下としなければならない。,当該居室については、排煙設備を設置しない場合、避難上支障のある高さまで煙又はガスの降下が生じない建築物の部分として国土交通大臣が定めたものに適合させなければならない。,2
令和3年,法規,15,,都市計画区域内の道路等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,土地を建築物の敷地として利用するため、道路法等によらないで、特定行政庁からその位置の指定を受けて築造する道の縦断勾配は、原則として、12%以下としなければならない。,地区整備計画で道の配置及び規模又はその区域が定められている地区計画の区域内において、土地を建築物の敷地として利用するため、道路法等によらないで、特定行政庁からその位置の指定を受けて築造する道は、原則として、当該地区計画に定められた道の配置等に即したものでなければならない。,港湾管理者が管理する幅員10mの公共の用に供する道に2m以上接する敷地においては、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認めて許可した場合には、建築物を建築することができる。,壁面線を越えるひさしを設ける建築物を建築する場合には、特定行政庁の許可が必要である。,4
令和3年,法規,16,,都市計画区域内の建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区、都市施設等の指定はなく、また、特定行政庁の許可等は考慮しないものとする。,"第一種住居地域内において、「延べ面積4,000m?、地上5階建ての保健所」は、新築することができる。",準住居地域内において、「延べ面積300m?、平家建ての水素ステーション(燃料電池自動車用の圧縮ガスを所定の設備により貯蔵・処理する建築物)」は、新築することができる。,田園住居地域内において、「延べ面積100m?、平家建ての喫茶店」は、新築することができる。,"工業地域内において、「延べ面積1,000m?、平家建ての産業廃棄物処理施設の用途に供する建築物(がれき類の破砕施設で、1日当たりの処理能力が120tのもの)」は、新築することができる。",4
令和3年,法規,17,図あり,図のような敷地において、建築基準法上、新築することができる建築物の容積率(同法第52条に規定する容積率)の最高限度は、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁の指定、許可等は考慮しないものとする。,10月28日,10月31日,Oct-37,Oct-40,3
令和3年,法規,18,図あり,図のような敷地において、建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに日影による中高層の建築物の高さの制限及び天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,16.5 m,21.0 m,37.5 m,38.5 m,3
令和3年,法規,19,図あり,"図のような敷地において、用途上不可分の関係にあるA~Dの建築物を新築する場合、建築基準法上、誤っているものは、次のうちどれか。ただし、いずれの建築物も防火壁を設けていないものとし、建築物に附属する門又は塀はないものとする。また、図に記載されているものを除き、地域、地区等の制限については考慮しないものとし、危険物の貯蔵等は行わないものとする。\n[A: 600m? 3階 事務所, B: 2000m? 4階 事務所, C: 80m? 2階 事務所, D: 120m? 平家 車庫]",Aは、耐火建築物又はこれと同等以上の延焼防止時間となる建築物としなければならない。,Bは、耐火建築物又はこれと同等以上の延焼防止時間となる建築物としなければならない。,Cは、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。,Dは、耐火建築物又はこれと同等以上の延焼防止時間となる建築物としなければならない。,1
令和3年,法規,20,,次の記述のうち、建築基準法上、誤っているものはどれか。,都市計画において建築物の高さの限度が10mと定められた田園住居地域内においては、その敷地内に政令で定める空地を有し、かつ、その敷地面積が政令で定める規模以上である建築物であって、特定行政庁が低層住宅に係る良好な住居の環境を害するおそれがないと認めるものについては、建築物の高さの限度は、12mとすることができる。,地区計画等の区域内における建築物の敷地が特定行政庁の指定した予定道路に接する場合、特定行政庁の許可を受けることなく、当該予定道路を前面道路とみなして建築物の容積率の規定を適用することができる。,共同住宅が建築基準法第22条第1項の市街地の区域の内外にわたる場合においては、その全部について同項の市街地の区域内の建築物に関する規定を適用する。,建築協定区域内の土地の所有者で当該建築協定の効力が及ばないものは、建築協定の認可等の公告のあった日以後いつでも、特定行政庁に対して書面でその意思を表示することによって、当該建築協定に加わることができる。,2
令和3年,法規,21,,次の記述のうち、建築基準法上、誤っているものはどれか。,"木造、延べ面積1,200m?の事務所は、その外壁及び軒裏で延焼のおそれのある部分を防火構造としなければならない。",「構造耐力上主要な部分に使用する木材の品質は、節、腐れ、繊維の傾斜、丸身等による耐力上の欠点がないものでなければならない。」とする規定は、「耐久性等関係規定」に該当する。,一級建築士の設計に係る木造、延べ面積120m?、高さ9m、地上2階建ての一戸建て住宅においては、建築物の建築に関する確認の特例により、建築基準法令の規定の一部が審査から除外される場合であっても、当該規定は遵守されなければならない。,木造、地上2階建ての一戸建て住宅において、土台の過半について行う修繕は、「大規模の修繕」に該当する。,4
令和3年,法規,22,,建築士に関する次の記述のうち、建築士法上、誤っているものはどれか。,建築士は、建築主から建築基準法に関する基準に適合しない建築物を設計するよう求められた場合にあっては、その相談に応じることが禁止されている。,令和3年度に一級建築士試験に合格し、令和4年度に建築士事務所に所属することとなった一級建築士は、令和7年3月31日までに初めての一級建築士定期講習を受けなければならない。,構造設計一級建築士は、一級建築士でなければ設計できない建築物のうち、建築基準法第20条第1項第一号又は第二号に該当するものの構造設計を行って、その構造設計図書に構造設計一級建築士である旨の表示をした場合であっても、構造計算によって建築物の安全性を確かめた旨の証明書を設計の委託者に交付しなければならない。,設備設計一級建築士は、設備設計以外の設計を含めた建築物の設計を行うことができる。,3
令和3年,法規,23,,建築士事務所に関する次の記述のうち、建築士法上、誤っているものはどれか。,建築士事務所の開設者は、設計受託契約又は工事監理受託契約を締結する場合、あらかじめ、建築主に対して、報酬の額や契約の解除に関する事項等の重要事項について、所定の方法により管理建築士や当該事務所に所属する建築士に説明させる必要がある。,建築士事務所の開設者は、当該事務所に所属する建築士に変更があった場合、管理建築士については2週間以内に、それ以外の建築士については3月以内に、都道府県知事(都道府県知事が指定事務所登録機関を指定したときは、原則として、当該指定事務所登録機関)に届け出なければならない。,建築士事務所を開設しようとする者は、設計等の業務範囲が複数の都道府県にわたる場合、業務を行おうとする全ての地域について都道府県知事(都道府県知事が指定事務所登録機関を指定したときは、原則として、当該指定事務所登録機関)の登録を受ける必要がある。,建築士事務所の開設者は、設計等の業務に関し生じた損害を賠償するために必要な金額を担保するための保険契約の締結その他の措置を講ずるよう努めなければならない。,3
令和3年,法規,24,,建築士事務所の業務に関するものとして作成した帳簿及び図書で、建築士法の規定によって保存が義務付けられているものについて、次の記述のうち、同法上、誤っているものはどれか。,帳簿及び図書の保存が義務付けられる対象となる建築物は、確認済証の交付を受けることが必要とされる建築物に限られている。,保存が義務付けられている図書は、配置図、各階平面図、構造詳細図等の設計図書及び工事監理報告書である。,保存が義務付けられている帳簿の記載事項は、業務の概要、報酬の額、業務に従事した建築士の氏名等である。,帳簿や図書の保存義務を怠った場合、建築士事務所の開設者に対しては、戒告、1年以内の事務所閉鎖の命令又は事務所登録の取消しの処分が行われる場合がある。,1
令和3年,法規,25,,次の記述のうち、都市計画法上、誤っているものはどれか。,開発許可を受けた開発区域内の土地について用途地域等が定められているときは、当該開発行為に関する工事が完了した旨の公告があった後に当該開発許可に係る予定建築物等以外の建築物を新築する場合であっても、都道府県知事の許可を受ける必要はない。,市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、仮設建築物を新築する場合は、都道府県知事の許可を受ける必要はない。,市街地開発事業等予定区域に関する都市計画において定められた区域内において、既存の建築物の敷地内に、附属建築物である木造、平家建ての車庫を建築する場合は、原則として、都道府県知事等の許可を受けなければならない。,"準都市計画区域内において、博物館法に規定する博物館の建築の用に供する目的で行う開発行為で、その規模が5,000m?のものについては、都道府県知事の許可を受ける必要はない。",3
令和3年,法規,26,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵又は取扱いは行わないものとする。,"主要構造部を耐火構造とし、かつ、壁及び天井の室内に面する部分の仕上げを準不燃材料でした延べ面積2,000m?、地上2階建ての図書館については、屋内消火栓設備を設置しなくてもよい。",地上8階建ての大学には、避難口誘導灯を設置しなくてもよい。,遊技場及び飲食店の用途に供する複合用途防火対象物の地階(床面積の合計900m?)については、ガス漏れ火災警報設備を設置しなければならない。,ホテルは、消防用設備等の技術上の基準に関する政令の規定の施行又は適用の際、現に存する建築物であっても、新築の場合と同様に当該規定が適用される「特定防火対象物」である。,3
令和3年,法規,27,,次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。,"床面積の合計が1,500m?の既存の老人ホームにおいて、床面積の合計が500m?の増築を行うときは、建築物移動等円滑化基準に適合させなければならない。",建築主等は、共同住宅のエレベーターを修繕しようとするときは、当該エレベーターを建築物移動等円滑化基準に適合させるために必要な措置を講ずるよう努めなければならない。,"床面積の合計が3,000m?のホテルを新築するに当たって、客室の総数が150室の場合には、車椅子使用者用客室を2室以上設けなければならない。",地方公共団体が、条例で建築物移動等円滑化基準に必要な事項を付加した場合、当該条例の規定は、建築基準法に規定する建築基準関係規定とみなす。,1
令和3年,法規,28,,次の記述のうち、関係法令上、誤っているものはどれか。,「都市の低炭素化の促進に関する法律」に基づき、低炭素建築物新築等計画の認定基準に適合させるための措置をとることにより通常の建築物の床面積を超えることとなる場合、建築基準法第52条第1項に基づく容積率の算定の基礎となる延べ面積には、当該建築物の延べ面積の1/10を限度に算入しないものとする。,「建築物のエネルギー消費性能の向上に関する法律」に基づき、一戸建ての請負型規格住宅を1年間に新たに300戸建設する特定建設工事業者は、当該住宅をエネルギー消費性能の一層の向上のために必要な住宅の構造及び設備に関する基準に適合させるよう努めなければならない。,「建築物の耐震改修の促進に関する法律」に基づき、要安全確認計画記載建築物及び特定既存耐震不適格建築物以外の既存耐震不適格建築物の所有者は、当該既存耐震不適格建築物について耐震診断を行い、必要に応じ、当該既存耐震不適格建築物について耐震改修を行うよう努めなければならない。,「住宅の品質確保の促進等に関する法律」に基づき、住宅新築請負契約又は新築住宅の売買契約においては、住宅の構造耐力上主要な部分等の瑕疵(構造耐力又は雨水の浸入に影響のないものを除く。)について担保の責任を負うべき期間を、引き渡した時から20年間とすることができる。,1
令和3年,法規,29,,"以下の条件に該当する建築物の設計に際して、建築基準法又は建築士法の規定の適用に関する建築士事務所の開設者又は設計者の判断として、次の記述のうち、建築基準法又は建築士法に適合しないものはどれか。\n【条件】\n・規模:地上4階建て(避難階は1階のみ)\n・延べ面積: 2,000m?(各階の床面積は500m?)\n・用途:1階の一部 スーパーマーケット(床面積400m?)、1階の一部及び2~4階 共同住宅\n・立地:第一種中高層住居専用地域",当該建築物の新築に係る設計受託契約を締結する際に、建築士の氏名、報酬の額及び支払の時期、契約の解除に関する事項などを記載した書面を、署名をして、建築主との間で相互に交付することとした。,用途地域に基づく建築物の用途の制限に関し、良好な住居の環境を害するおそれがないものとして特定行政庁の許可を受けることとした。,2階から4階までの各階においては1階に通ずる直通階段を二つ設け、かつ、1階のスーパーマーケットにおける屋外への出口の幅の合計を300cmとすることとした。,共同住宅とスーパーマーケットとを耐火構造とした床及び壁で区画し、その開口部には特定防火設備を設けることとした。,2
令和3年,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「建設工事に係る資材の再資源化等に関する法律」に基づき、特定建設資材を用いた建築物に係る解体工事において、当該解体工事に係る部分の床面積の合計が80m?以上の場合は、当該工事の発注者又は自主施工者は、工事に着手する日の7日前までに、所定の事項を都道府県知事に届け出なければならない。,「都市計画法」に基づき、開発許可の申請に当たって、宅地開発に関する技術に関して2年以上の実務経験を有していない者であっても、開発区域の面積が1ha未満の開発行為に関する設計に係る設計図書を作成することができる。,「土砂災害警戒区域等における土砂災害防止対策の推進に関する法律」に基づき、土砂災害特別警戒区域内において、予定建築物が自己の居住の用に供する住宅である開発行為をしようとする者は、あらかじめ、都道府県知事の許可を受けなければならない。,「宅地建物取引業法」に基づき、宅地建物取引業者は、建築工事の完了前に新築住宅を販売する際には、その広告、契約及び媒介については、建築基準法第6条第1項の確認等所定の処分があった後でなければしてはならない。,3
令和3年,構造,1,図あり,図-1のように、脚部で固定された柱の頂部に、鉛直荷重N及び水平荷重Qが作用している。柱の断面形状は図-2に示すような長方形断面であり、N及びQは断面の図心に作用しているものとする。柱脚部断面における引張縁応力度、圧縮縁応力度及び最大せん断応力度の組合せとして、正しいものは、次のうちどれか。ただし、柱は全長にわたって等質等断面の弾性部材とし、自重は無視する。また、引張応力度を「+」、圧縮応力度を「-」とする。,"引張+16, 圧縮-24, せん断0.50","引張+26, 圧縮-34, せん断0.75","引張+26, 圧縮-34, せん断0.50","引張+16, 圧縮-24, せん断0.75",2
令和3年,構造,2,図あり,図のような梁A、梁B及び梁Cにそれぞれ荷重Pが作用している場合、梁A、梁B及び梁Cにおける応力、たわみ等の大きさの比(梁A:梁B:梁C)として、最も不適当なものは、次のうちどれか。ただし、全ての梁は同一断面で、全長にわたって等質等断面の弾性部材とし、自重は無視する。,鉛直方向の支点反力 1:1:1,最大曲げモーメント 2:1:2,最大せん断力 1:1:1,荷重点のたわみ 2:1:2,4
令和3年,構造,3,図あり,図のようなラーメンにおいて、A点に鉛直荷重P及びB点に水平荷重αPが作用したとき、A点における曲げモーメントが0になるためのαの値として、正しいものは次のうちどれか。ただし、全ての部材は全長にわたって等質等断面の弾性部材とし、自重は無視する。,α=1/2,α=1,α=3/2,α=2,2
令和3年,構造,4,図あり,図は、2層のラーメンに水平荷重Pが作用したときの、正しい崩壊メカニズムを示したものである。次の記述のうち、最も不適当なものはどれか。ただし、柱及び梁の全塑性モーメントはMpとする。,図のせん断力Qbは、Mp/l である。,図の鉛直反力Vは、2Mp/l である。,図の水平荷重Pは、2Mp/l である。,図のせん断力Qcは、4Mp/l である。,4
令和3年,構造,5,図あり,図のような集中荷重Pを受けるトラスA、トラスB及びトラスCにおいて、それぞれのローラー支持点の水平変位δA、δB及びδCの大小関係として、正しいものは、次のうちどれか。ただし、各部材は同一材質の弾性部材とし、斜材の断面積はいずれもa、水平材の断面積はトラスA及びトラスBがa、トラスCが2aとする。,δA = δC < δB,δA < δC < δB,δC < δA = δB,δC < δA < δB,3
令和3年,構造,6,,中心圧縮力を受ける正方形断面の長柱の弾性座屈荷重Peに関する次の記述のうち、最も不適当なものはどれか。ただし、柱は全長にわたって等質等断面とする。,Peは、正方形断面を保ちながら柱断面積が2倍になると4倍になる。,Peは、柱材のヤング係数が2倍になると2倍になる。,Peは、柱の材端条件が「両端ピンの場合」に比べて「一端自由他端固定の場合」のほうが大きくなる。,Peは、柱の材端条件が「一端ピン他端固定の場合」に比べて「両端ピンの場合」のほうが小さくなる。,3
令和3年,構造,7,,地震時における建築物の振動に関する次の記述のうち、最も不適当なものはどれか。,地震動の変位応答スペクトルは、一般に、周期が長くなるほど小さくなる。,建築物の固有周期は、質量が同じ場合、水平剛性が大きいものほど短くなる。,建築物の一次固有周期は、一般に、二次固有周期に比べて長い。,鉄筋コンクリート造建築物の内部粘性減衰の減衰定数は、一般に、鉄骨造の建築物に比べて大きい。,1
令和3年,構造,8,,建築基準法における荷重及び外力に関する次の記述のうち、最も不適当なものはどれか。,床の構造計算を行う場合の単位面積当たりの積載荷重の大小関係は、実況に応じて計算しない場合、住宅の居室<事務室<教室である。,建築物の地上部分における各層の地震層せん断力Qiは、最下層の値が最も大きくなる。,地震時の短期に生ずる力については、特定行政庁が指定する多雪区域においては、積雪荷重を考慮する。,屋根葺き材等に対して定められるピーク風力係数は、局部風圧の全風向の場合における最大値に基づいて定められている。,1
令和3年,構造,9,図あり,図のような平面の木造軸組工法による平家建ての建築物において、建築基準法における「木造建築物の軸組の設置の基準」(いわゆる四分割法)に関する次の記述のうち、最も不適当なものはどれか。ただし、図中の太線は耐力壁を示し、その軸組の倍率(壁倍率)は全て1とする。なお、この建築物の単位床面積当たりに必要な壁量は15 cm/m?とする。,「X方向の北側の側端部分」及び「Y方向の東側の側端部分」の必要壁量は、いずれも2.4mである。,「X方向の南側の側端部分」及び「Y方向の西側の側端部分」の必要壁量は、いずれも1.2mである。,X方向の壁率比は、0.5である。,Y方向の壁率比は、0.5である。,3
令和3年,構造,10,,木造軸組工法による建築物の設計に関する次の記述のうち、最も不適当なものはどれか。,片面に同じ構造用合板を2枚重ねて釘打ちした耐力壁の倍率を、その構造用合板を1枚で用いたときの耐力壁の倍率の2倍とした。,軸組に方づえを設けて水平力に抵抗させることとしたので、柱が先行破壊しないことを確認した。,圧縮力と引張力の両方を負担する筋かいとして、厚さ3cm、幅9cmの木材を使用した。,地上3階建ての建築物において、構造耐力上主要な1階の柱の小径は、13.5cmを下回らないようにした。,1
令和3年,構造,11,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,柱部材は、同じ断面の場合、一般に、内法高さが小さいほど、せん断耐力が大きくなり、靱性は低下する。,コンクリートは圧縮力に強く引張力に弱いので、一般に、同じ断面の柱の場合、大きな軸方向圧縮力を受けるもののほうが靱性は高い。,耐力壁の壁筋の間隔を小さくすると、一般に、耐力壁のひび割れの進展を抑制できる。,柱梁接合部のせん断終局耐力は、一般に、柱梁接合部のコンクリートの圧縮強度が大きくなると増大する。,2
令和3年,構造,12,図あり,図に示す鉄筋コンクリート構造の配筋に関する次の記述のうち、最も不適当なものはどれか。ただし、図に記載のない鉄筋は適切に配筋されているものとする。,梁上端筋の配筋において、ガス圧接継手をスパンの中央部に設けた。,最上階の外柱梁接合部(L形接合部)の配筋において、梁上端筋を機械式定着具で定着した。,スラブの配筋において、スラブの下端筋を梁内に直線定着した。,柱と壁の間に設けた完全スリットにおいて、面外変形を抑えるための鉄筋を設けた。,2
令和3年,構造,13,,鉄筋コンクリート構造の許容応力度計算に関する次の記述のうち、最も不適当なものはどれか。,片側スラブ付き梁部材の曲げ剛性の算定において、スラブの効果を無視して計算を行った。,柱の長期許容曲げモーメントの算定において、コンクリートの引張力の負担を無視して計算を行った。,梁の短期許容せん断力の算定において、主筋のせん断力の負担を無視して計算を行った。,柱の短期許容せん断力の算定において、軸圧縮応力度の効果を無視して計算を行った。,1
令和3年,構造,14,,鉄筋コンクリート構造の保有水平耐力計算に関する次の記述のうち、最も不適当なものはどれか。,増分解析に用いる外力分布は、地震層せん断力係数の建築物の高さ方向の分布を表す係数Aiに基づいて設定した。,全体崩壊形を形成する架構では、構造特性係数Dsは崩壊形を形成した時点の応力等に基づいて算定した。,せん断破壊する耐力壁を有する階では、耐力壁のせん断破壊が生じた時点の層せん断力を当該階の保有水平耐力とした。,付着割裂破壊する柱については、急激な耐力低下のおそれがないので、部材種別をFAとして構造特性係数Dsを算定した。,4
令和3年,構造,15,,鉄骨構造に関する次の記述のうち、最も不適当なものはどれか。,横移動が拘束されていないラーメン架構において、柱材の座屈長さは、梁の剛性を高めても節点間距離より小さくすることはできない。,柱及び梁に使用する鋼材の幅厚比の上限値は、建築構造用圧延鋼材SN400Bに比べてSN490Bのほうが大きい。,ラーメン架構の靱性を高めるため、塑性化が想定される部位に降伏比が小さい材料を採用した。,梁の横座屈を防止するための横補剛材を梁の全長にわたって均等間隔に設けることができなかったので、梁の端部に近い部分を主として横補剛する方法を採用した。,2
令和3年,構造,16,,鉄骨構造の接合部に関する次の記述のうち、最も不適当なものはどれか。,高力ボルト摩擦接合において、肌すきが1mmを超えるものについては、母材や添え板と同様の表面処理を施したフィラープレートを挿入し、高力ボルトを締め付けた。,高力ボルト摩擦接合の二面せん断の短期許容せん断応力度を、高力ボルトの基準張力To(単位N/mm?)に対し、0.9Toとした。,基準強度が同じ溶接部について、完全溶込み溶接とすみ肉溶接におけるそれぞれののど断面に対する許容せん断応力度を、同じ値とした。,角形鋼管柱とH形鋼梁の柱梁仕口部において、梁のフランジ、ウェブとも完全溶込み溶接としたので、梁端接合部の最大曲げ耐力にはスカラップによる断面欠損の有無を考慮しないこととした。,4
令和3年,構造,17,,鉄骨構造の設計に関する次の記述のうち、最も不適当なものはどれか。,ベースプレートの四周にアンカーボルトを用いた露出型柱脚としたので、柱脚には曲げモーメントは生じないものとし、軸方向力及びせん断力に対して柱脚を設計した。,H形鋼梁の横座屈を抑制するため、圧縮側のフランジの横変位を拘束できるように横補剛材を取り付けた。,曲げ剛性に余裕のあるラーメン架構の梁において、梁せいを小さくするために、建築構造用圧延鋼材SN400Bの代わりにSN490Bを用いた。,小梁として、冷間成形角形鋼管を使用したので、横座屈が生じないものとして曲げモーメントに対する断面検定を行った。,1
令和3年,構造,18,,鉄骨構造の耐震計算に関する次の記述のうち、最も不適当なものはどれか。,「ルート1-1」で計算する場合、層間変形角、剛性率、偏心率について確認する必要はない。,「ルート1-2」で計算する場合、梁は、保有耐力横補剛を行う必要はない。,「ルート2」で計算する場合、地階を除き水平力を負担する筋かいの水平力分担率に応じて、地震時の応力を割り増して許容応力度計算を行う必要がある。,「ルート3」で計算する場合、構造特性係数Dsの算定において、柱梁接合部パネルの耐力を考慮する必要はない。,2
