年度,科目,No.,図,問題文,選択肢1,選択肢2,選択肢3,選択肢4,正答
令和7年,法規,4,,次の記述のうち、建築基準法上、誤っているものはどれか。,"延べ面積1,000m?、地上4階建ての事務所に設けるエレベーター(国等の建築物に設けるものを除く。)の所有者(所有者と管理者が異なる場合においては、管理者)は、当該エレベーターについて、定期に、一級建築士等に検査をさせて、その結果を特定行政庁に報告しなければならない。",建築主は、確認済証の交付を受けた建築物の新築工事を完了したときの建築主事等の検査の申請は、指定確認検査機関が完了検査を引き受けた場合を除き、原則として、工事が完了した日から4日以内に建築主事等に到達するように、しなければならない。,建築主は、指定確認検査機関から建築物の用途の変更に係る確認済証の交付を受けた場合において、工事完了届については、建築主事等に届け出なければならない。,建築主は、鉄筋コンクリート造、延べ面積800m?、地上3階建ての寄宿舎の新築の工事において、2階の床及びこれを支持するはりに鉄筋を配置する工事の工程(特定行政庁が指定する工程はない。)を終えたときは、指定確認検査機関が中間検査を引き受けた場合を除き、建築主事の中間検査を申請しなければならない。,3
令和7年,法規,5,,地上8階建ての共同住宅における直通階段について、階段の両側に手すりを設けるなど、建築基準法施行令第23条第1項の規定に適合する階段と同等以上に昇降を安全に行うことができる階段の構造方法とする場合で、直上階の居室の床面積の合計がA欄のときに、B欄の蹴上げ及び踏面の寸法の組合せとして、建築基準法上、誤っているものは、次のうちどれか。,"A欄:190m?, B欄:蹴上げ23cm/踏面19cm","A欄:200m?, B欄:蹴上げ22cm/踏面21cm","A欄:300m?, B欄:蹴上げ21cm/踏面23cm","A欄:400m?, B欄:蹴上げ20cm/踏面24cm",3
令和7年,法規,6,,避難施設等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,"延べ面積5,000m?、地上5階建ての百貨店(避難階は地上1階とする。)で、各階を売場の用途に供するものについては、避難の用に供することができる屋上広場を設けるとともに、各階の売場及び屋上広場に通ずる2以上の直通階段を設け、これらを避難階段としなければならない。",主要構造部を耐火構造とした地上6階建ての共同住宅の用途に供する建築物(避難階は地上1階であり、各階の居室の床面積の合計が200m?で、6階に避難上有効なバルコニー及び屋外に設ける避難階段が設けられているもの)については、各階から地上に通ずる2以上の直通階段を設けなくてもよい。,"延べ面積2,000m?、地上2階建てのスポーツの練習場の2階の居室から地上に通ずる屋内の廊下及び階段の部分には、非常用の照明装置を設けなくてもよい。",全館避難安全検証法は、火災発生時において建築物からの避難が安全に行われることを「当該建築物からの避難に要する時間に基づく検証」又は「火災により生じた煙又はガスの高さに基づく検証」により確かめる方法である。,2
令和7年,法規,7,,防火区画に関する次の記述のうち、建築基準法上、誤っているものはどれか。,防火区画に用いる防火シャッター等の特定防火設備は、常時閉鎖若しくは作動をした状態にあるか、又は随時閉鎖若しくは作動をできるものでなければならない。,防火区画に用いる常時閉鎖状態を保持する構造の防火設備としての防火戸は、その面積を3m?以内としなければならない。,避難階が地上1階であり、地上3階に居室を有する事務所の用途に供する建築物で、主要構造部を準耐火構造としたものにおいて、地上2階から3階に通ずる吹抜きとなっている部分の壁及び天井に面する部分の仕上げ及び下地をともに不燃材料とした場合については、吹抜きとなっている部分とその他の部分とを防火区画しなくてもよい。,防火区画検証法は、開口部に設けられる防火設備について、屋内で発生が予測される火災による火熱が加えられた場合に、開口部が面する室において発生が予測される火災の継続時間以上、加熱面以外の面に火炎を出すことなく耐えることができることを確かめる方法である。,4
令和7年,法規,8,,既存建築物に対する制限の緩和に関する次の記述のうち、建築基準法上、誤っているものはどれか。,「排煙設備に関する技術的基準」に適合せず、建築基準法第3条第2項の適用を受けている既存の建築物に、開口部のない耐火構造の床又は壁で区画され、かつ、所定の基準に適合する部分を増築する場合は、既存部分に対して当該技術的基準の規定は適用されない。,「避難施設に関する技術的基準」に適合せず、建築基準法第3条第2項の適用を受けている既存の建築物で、2以上の工事に分けて行う増築等を含む工事について、工事に係る全体計画の全ての工事の完了後に建築基準法令の規定に適合することとなる計画で、既存の利用状況等の事情によりやむを得ない等と特定行政庁が認めたときは、段階的に工事を行うことができ、最後の工事に着手するまでは当該技術的基準の規定は適用されない。,「耐火建築物等としなければならない特殊建築物に関する技術的基準」に適合せず、建築基準法第3条第2項の適用を受けている既存の建築物に、火熱遮断壁等で区画され、かつ、所定の基準に適合する部分を増築する場合、既存部分に対して当該技術的基準の規定は適用されない。,建築物の用途を変更して一時的に興行場として使用する場合において、安全上、防火上及び衛生上支障がないものとして1年以内の期限を定めて、特定行政庁の許可を受けたものについては、「出入口その他の避難施設に関する技術的基準」の規定は適用されない。,3
令和7年,法規,9,,次の記述のうち、建築基準法に適合しないものはどれか。ただし、居室については、内装の制限を受ける「窓その他の開口部を有しない居室」には該当しないものとする。,地階に設ける物品販売業を営む店舗の売場及びこれから地上に通ずる主たる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを、準不燃材料とした。,"延べ面積15,000m?、地上15階建て、高さ60mの店舗及び事務所の用途に供する建築物において、非常用エレベーターの乗降ロビーの天井及び壁の室内に面する部分の仕上げを準不燃材料でし、その下地を不燃材料で造った。",壁付暖炉を設ける居室において、壁付暖炉可燃物燃焼部分の間柱、下地並びに壁及び天井の室内に面する部分の仕上げを特定不燃材料でし、その他の部分の仕上げを木質系の難燃材料等でした。,"主要構造部を耐火構造とした延べ面積 1,800m?、地上3階建て、高さ12mの有料老人ホーム(当該用途に供する3階の床面積が600m?)において、100m?以内ごとに耐火構造の床、壁及び所定の防火設備で区画された3階の居室の天井の室内に面する部分の仕上げを、不燃材料、準不燃材料及び難燃材料以外の材料とした。",2
令和7年,法規,10,,建築設備に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、エレベーターは、所定の特殊な構造又は使用形態のものを除くものとする。,避難階に設けた非常用エレベーターの乗降ロビーの出入口から所定の通路、空地等に接している屋外への出口の一に至る歩行距離は、40m以下としなければならない。,建築物に設けるエレベーターで、乗用エレベーター及び寝台用エレベーター以外のものの昇降路について、安全上支障がないものとして国土交通大臣が定めた構造方法を用いるものについては、昇降路の出入口の床先と籠の床先との水平距離は、4cmを超えることができる。,高さ20mを超える建築物で、避雷設備が設けられておらず、建築基準法第3条第2項の適用を受けている建築物に、大規模の修繕を行う場合には、「避雷設備の技術的基準」に適合する避雷設備を設けなければならない。,地階を除く階数が11以上である建築物の屋上に設ける冷房のための冷却塔設備は、防火上支障がないものとして国土交通大臣が定めた構造方法を用いる場合においては、主要な部分を不燃材料以外の材料で造ることができる。,3
令和7年,法規,11,,保有水平耐力計算によって安全性が確かめられた建築物に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、高さが4mを超える建築物とする。,鉄筋コンクリート造の建築物において、構造耐力上主要な部分である柱の主筋は、帯筋と緊結しなければならない。,鉄筋コンクリート造の建築物において、使用するコンクリートの四週圧縮強度は、1mm?につき12N(軽量骨材を使用する場合においては、9N)以上でなければならない。,鉄筋コンクリート造の建築物において、鉄筋に対するコンクリートのかぶり厚さは、原則として、直接土に接する壁にあっては、4cm以上としなければならない。,鉄骨造の建築物において、高力ボルト接合を行う場合、高力ボルト孔の径は、原則として、高力ボルトの径より2mmを超えて大きくしてはならない。,3
令和7年,法規,12,,構造強度に関する次の記述のうち、建築基準法上、誤っているものはどれか。,許容応力度等計算を行う場合、建築物の地上部分については、所定の地震力によって各階に生ずる層間変形角が所定の数値以内であることを確かめなければならない。,"建築物の実況によらないで、柱の垂直荷重による圧縮力を計算する場合、百貨店の売場で、柱がささえる床の数が5のときは、床の積載荷重として採用する数値を1,920 N/m?とすることができる。",限界耐力計算を行う場合、特定天井の構造は、構造耐力上安全なものとして、国土交通大臣が定めた構造方法を用いるもの又は国土交通大臣の認定を受けたものとする必要はない。,径32mmの異形鉄筋における、短期に生ずる力に対する圧縮の許容応力度は、鋼材等の種類及び品質に応じて国土交通大臣が定める基準強度の数値を1.5で除して得た数値としなければならない。,4
令和7年,法規,13,,建築物の構造計算に関する次の記述のうち、建築基準法上、誤っているものはどれか。,鉄筋コンクリート造、高さ31mの建築物の地上部分について、保有水平耐力計算を行う場合、各階の偏心率が、それぞれ15/100を超えないことを確かめなくてもよい。,鉄骨造の建築物において、限界耐力計算を行う場合、構造耐力上主要な部分である柱の脚部は、滑節構造である場合を除き、国土交通大臣が定める基準に従ったアンカーボルトによる緊結その他の構造方法により基礎に緊結しなければならない。,鉄筋コンクリート造、高さ25mの建築物において、保有水平耐力計算を行う場合、外装材について、国土交通大臣が定める基準に従った構造計算によって風圧に対して構造耐力上安全であることを確かめなければならない。,限界耐力計算を行う場合、構造耐力上主要な部分の断面に生ずる長期(常時及び積雪時)及び短期(積雪時及び暴風時)の各応力度が、それぞれ長期に生ずる力又は短期に生ずる力に対する各許容応力度を超えないことを確かめなければならない。,3
令和7年,法規,14,,都市計画区域内の道路等に関する次の記述のうち、建築基準法上、誤っているものはどれか。,建築基準法上の道路に該当しない幅員6mの農道のみに2m以上接する敷地における、延べ面積400m?の共同住宅については、特定行政庁の認定を受けることにより建築することができる。,土地を建築物の敷地として利用するため、道路法等によらないで、特定行政庁からその位置の指定を受けて築造する道に関する基準は、地方公共団体の条例により、区域を限り、この基準と異なる基準が定められることがある。,密集市街地整備法による新設の事業計画のある幅員8mの道路で、3年以内にその事業が執行される予定のものとして特定行政庁が指定したものは、建築基準法上の道路である。,自動車のみの交通の用に供する道路内に、休憩所を新築する場合は、原則として、特定行政庁の許可が必要である。,1
令和7年,法規,15,,建築物の用途の制限に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、用途地域以外の地域、地区等の指定はなく、また、特定行政庁の許可等は考慮しないものとする。,「延べ面積500m?、地上2階建ての自家用倉庫」は、第二種中高層住居専用地域内において、新築することができる。,"「延べ面積5,000m?、平家建ての水泳場」は、第一種住居地域内において、新築することができる。",「延べ面積800m?、平家建ての産業廃棄物処理施設の用途に供する建築物(廃プラスチック類の破砕施設で、1日当たりの処理能力が6tのもの)」は、工業地域内において、新築することができる。,「延べ面積400m?、地上2階建ての幼保連携型認定こども園」は、工業専用地域内において、新築することができる。,3
令和7年,法規,16,図あり,図のような敷地において、準耐火建築物を新築する場合、建築基準法上、建築することができる建築面積の最大のものは、次のうちどれか。ただし、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等は考慮しないものとする。,230.0 m?,256.5 m?,270.0 m?,294.5 m?,4
令和7年,法規,17,図あり,図のような敷地において、建築物を新築する場合、建築基準法上、A点における地盤面からの建築物の高さの最高限度は、次のうちどれか。ただし、敷地は平坦で、敷地、隣地及び道路の相互間に高低差はなく、門、塀等はないものとする。また、図に記載されているものを除き、地域、地区等及び特定行政庁による指定、許可等並びに天空率に関する規定は考慮しないものとする。なお、建築物は、全ての部分において、高さの最高限度まで建築されるものとする。,26.25 m,27.50 m,31.25 m,32.50 m,2
令和7年,法規,18,,防火地域及び準防火地域内の建築物の新築に関する次の記述のうち、建築基準法上、誤っているものはどれか。ただし、いずれの建築物にも火熱遮断壁等はないものとする。,「防火地域」と「防火地域又は準防火地域として指定されていない区域」にわたる建築物(過半が「防火地域又は準防火地域として指定されていない区域」内であり、防火地域外で防火壁で区画されていないもの)で、延べ面積120m?、地上2階建ての一戸建て住宅の用途に供するものは、耐火建築物又はこれと同等以上の延焼防止時間となる建築物としなければならない。,"「準防火地域」内においては、延べ面積1,800m?、平家建ての物品販売業を営む店舗の用途に供する建築物は、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。","「準防火地域」内においては、延べ面積1,300m?、地上2階建ての事務所の用途に供する建築物は、耐火建築物若しくは準耐火建築物又はこれらと同等以上の延焼防止時間となる建築物としなければならない。",「準防火地域」内にある木造建築物等に附属する門又は塀で、高さ2mを超えるものは、延焼防止上支障のない構造としなければならない。,1
令和7年,法規,19,,次の記述のうち、建築基準法上、誤っているものはどれか。,建築基準法第22条第1項の市街地の区域の内外にわたる共同住宅の屋根の構造は、その全部について、同項の規定の適用を受け、通常の火災を想定した火の粉による火災の発生を防止するために屋根に必要とされる所定の性能を有するものとしなければならない。,都市計画区域内においては、火葬場は、都市計画においてその敷地の位置が決定していない場合であっても、特定行政庁が都市計画審議会の議を経てその敷地の位置が都市計画上支障がないと認めて許可した場合においては、新築することができる。,地区計画等の区域内における建築物の敷地が特定行政庁の指定した予定道路に接する場合、特定行政庁が交通上、安全上、防火上及び衛生上支障がないと認めて許可した建築物については、当該予定道路を前面道路とみなして建築物の容積率の規定が適用される。,建築協定書の作成に当たって、建築協定区域内の土地で借地権の目的となっている土地については、その土地の所有者及び借地権を有する者の合意がなければならない。,1
令和7年,法規,20,,ホテルに関する次の記述のうち、建築基準法上、誤っているものはどれか。,敷地が第二種中高層住居専用地域内に800m?、近隣商業地域内に850m?と二つの用途地域にわたる場合、当該敷地には、ホテルを新築することができる。,"延べ面積3,000m?のホテルにおいて、耐火構造の床若しくは壁又は防火戸その他の政令で定める防火設備で床面積30m?に区画された客室には、排煙設備を設置しなくてもよい。",主要構造部を耐火構造とした地上15階建てのホテルにおいて、15階の客室及びこれから地上に通ずる主たる廊下、階段その他の通路の壁及び天井の室内に面する部分の仕上げを準不燃材料でした場合、当該客室の各部分から避難階又は地上に通ずる直通階段の一に至る歩行距離は、60mとすることができる。,1階を避難階とするホテルにおいて、3階以上の階にある床面積50m?の客室には、採光上有効な窓がある場合であっても、非常用の照明装置を設けなければならない。,4
令和7年,法規,21,,建築士又は建築士事務所に関する次の記述のうち、建築士法上、誤っているものはどれか。,令和7年度に一級建築士試験に合格し、令和8年度に建築士事務所に所属することとなった一級建築士は、令和11年3月31日までに初めての一級建築士定期講習を受けなければならない。,構造設計一級建築士は、一級建築士でなければ設計できない建築物のうち、建築基準法第20条第1項第一号又は第二号に該当するものの構造設計を行って、その構造設計図書に構造設計一級建築士である旨の表示をした場合であっても、構造計算によって建築物の安全性を確かめた旨の証明書を設計の委託者に交付しなければならない。,管理建築士は、自らが管理する建築士事務所の規模にかかわらず、当該建築士事務所において専任でなければならない。,建築士事務所の開設者は、延べ面積が500m?の建築物の新築について、他の建築士事務所の開設者から設計の業務の一部を受託する設計受託契約を締結するときは、設計図書の種類、報酬の額及び支払の時期等を記載した書面に署名又は記名押印をして、相互に交付しなければならない。,2
令和7年,法規,22,,次の記述のうち、建築士法上、建築士事務所の登録の取消し等の処分の事由に該当しないものはどれか。,建築士事務所の開設者が、延べ面積が300m?を超える建築物の新築工事に係る設計又は工事監理の業務を、一括して他の建築士事務所の開設者に委託した場合,管理建築士が、当該建築士事務所の業務ではない行為について、建築基準法の規定に違反して、建築士免許の取消しを受けた場合,建築士事務所に属する建築士が、当該建築士事務所の業務ではない行為について、建築基準法の規定に違反して、建築士免許の取消しを受けた場合,建築士事務所に属する者で建築士でないものが、当該建築士事務所の業務として、建築士法の規定により建築士でなければ設計できないとされている建築物の設計を行った場合,3
令和7年,法規,23,,次の記述のうち、都市計画法上、誤っているものはどれか。,建築物の建築の用に供する目的で行う土地の区画形質の変更は、その土地の規模にかかわらず「開発行為」である。,市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、仮設建築物を新築する場合は、都道府県知事の許可を受ける必要がある。,開発許可の申請書には、開発行為に関係がある公共施設の管理者の同意を得たことを証する書面、開発行為又は開発行為に関する工事により設置される公共施設を管理することとなる者等との協議の経過を示す書面その他国土交通省令で定める図書を添付しなければならない。,開発許可の基準においては、排水路その他の排水施設が、当該地域における降水量などの事項を勘案して、開発区域内の下水を有効に排出するとともに、その排出によって開発区域及びその周辺の地域に溢水等による被害が生じないような構造及び能力で適当に配置されるように設計が定められていることとされている。,2
令和7年,法規,24,,次の記述のうち、消防法上、誤っているものはどれか。ただし、建築物は、いずれも無窓階を有しないものとし、指定可燃物の貯蔵又は取扱いは行わないものとする。,地上3階建ての患者を入院させるための施設を有しない診療所(避難階は地上1階)で、各階の収容人員が20人以上のものについては、原則として、2階以上の階に避難器具を設置しなければならない。,"延べ面積(地階に係るものを除く。) 25,000m?、高さ40mの耐火建築物のホテルについては、原則として、消防用水を設置しなければならない。","延べ面積3,000m?、地上7階建ての共同住宅については、原則として、連結送水管を設置しなければならない。","地上1階に設ける自動車車庫で、床面積が1,000m?のものについては、原則として、排煙設備を設置しなければならない。",4
令和7年,法規,25,,次の記述のうち、「高齢者、障害者等の移動等の円滑化の促進に関する法律」上、誤っているものはどれか。,"既存の倉庫の一部を用途変更し、床面積の合計が2,000m?の飲食店とするときは、当該用途変更に係る部分に限り、建築物移動等円滑化基準に適合させればよい。","床面積の合計が4,500m?のホテルを新築するに当たって、客室の総数が150の場合に設ける車椅子使用者用客室について、当該客室が設けられた階に不特定かつ多数の者が利用する便所(車椅子使用者用便房が設けられたもの)が1以上(男子用及び女子用の区別があるときは、それぞれ1以上)設けられているときは、当該客室の便所内に車椅子使用者用便房を設けなくてもよい。",建築物移動等円滑化基準への適合が求められる建築物において、案内所を設ける場合には、当該建築物の移動等円滑化の措置がとられたエレベーターその他の昇降機又は便所の配置を点字その他国土交通大臣が定める方法により視覚障害者に示すための設備を設けなくてもよい。,"床面積の合計が3,000m?の老人ホームを新築するとき、移動等円滑化経路を構成する敷地内の通路に設ける傾斜路の幅は、段に代わるものにあっては120cm以上、段に併設するものにあっては90cm以上としなければならない。",1
令和7年,法規,26,,次の記述のうち、「建築物のエネルギー消費性能の向上等に関する法律」上、誤っているものはどれか。,建築主は、既存の事務所において、床面積500m?の増築をしようとするときは、建築物全体を、建築物エネルギー消費性能基準に適合させなければならない。,建築士は、建築物の建築等に係る設計を行うときは、国土交通省令で定めるところにより、当該設計の委託をした建築主に対し、当該設計に係る建築物のエネルギー消費性能その他建築物のエネルギー消費性能の向上に資する事項について説明するよう努めなければならない。,"1年間に新たに建設する請負型規格共同住宅等の住戸の数が1,000戸以上である特定共同住宅等建設工事業者は、その新たに建設する請負型規格共同住宅等を、エネルギー消費性能の一層の向上のために必要な住宅の構造及び設備に関する基準に適合させるように努めなければならない。",建築主等は、エネルギー消費性能の一層の向上のための建築物の修繕をしようとするときは、建築物エネルギー消費性能向上計画を作成し、所管行政庁の認定を申請することができる。,1
令和7年,法規,27,,以下の条件に該当する建築物の新築に係る設計に際して、「外壁の開口部」に係る建築基準法その他の法令の規定の適用に関する設計者の判断として、次の記述のうち、誤っているものはどれか。\n【条件】\n?用途:共同住宅\n・構造:鉄筋コンクリート造\n?階数:地上5階建て\n・建築物エネルギー消費性能基準に係る地域の区分:6,耐力壁である外壁の開口部について、その周囲に、径12mmの補強筋を配置した。,外壁の開口部について、断熱性能の高い窓を設けて、単位住戸の「外皮平均熱貫流率」が 0.50 W/(m??度)及び「冷房期の平均日射熱取得率」が2.5となるようにした。,外壁の開口部のうち、避難階段から屋外に通ずる出口について、屋内からかぎを用いて解錠できる戸を設け、かつ、当該戸の近くの見やすい場所にその解錠方法を表示することとした。,「延焼のおそれのある部分」に位置する外壁の開口部において、加熱開始後20分間の遮炎性能を有する防火設備を設けた。,3
令和7年,法規,28,,"以下の条件に該当する建築物の新築に係る設計及び管理に際して、「戸」に係る建築基準法その他の法令の規定の適用に関する設計者及び管理者の判断として、次の記述のうち、誤っているものはどれか。\n【条件】\n?用途:劇場\n?階数:地上5階建て\n・延べ面積: 2,500m? (各階の床面積 500m?)",客席からの出口に設ける戸の構造を、客席からの避難を想定して、外開きとした。,エントランスホールの出入口に設ける戸を、自動的に開閉する構造とし、かつ、その前後に高低差を設けないようにした。,防火戸について、その閉鎖の支障になる物件が放置されたり、みだりに存置されることがないように管理することとした。,屋内避難階段の出入口に設ける防火戸について、熱感知器によって自動的に閉鎖する構造とした。,4
令和7年,法規,29,,各法律に基づく「計画」について、所管行政庁による認定を受けることで、建築基準法に基づく規定の適用を受けないことを説明する次の記述のうち、誤っているものはどれか。,「建築物の耐震改修の促進に関する法律」に基づく「建築物の耐震改修の計画」の認定を受けた場合、当該計画に係る建築物については、建築基準法第3条第2項の規定を適用するものとし、建築基準法第27条第2項の規定、容積率関係規定及び建蔽率関係規定の適用を受けない。,「高齢者、障害者等の移動等の円滑化の促進に関する法律」に基づく「特定建築物の建築等及び維持保全の計画」の認定を受けた場合、当該計画に係る建築物については、建築基準法第52条等に係る容積率の算定の基礎となる延べ面積に、一部の床面積を算入しない。,「長期優良住宅の普及の促進に関する法律」に基づく「長期優良住宅建築等計画」の認定を受けた場合、当該計画に係る住宅については、特定行政庁の許可の範囲内において、建築基準法第52条等に係る容積率の規定による限度を超えるものとすることができる。,「建築物のエネルギー消費性能の向上等に関する法律」に基づく「建築物エネルギー消費性能向上計画」の認定を受けた場合、当該計画に係る建築物については、建築基準法第53条等に係る建蔽率の規定の適用を受けない。,4
令和7年,法規,30,,次の記述のうち、関係法令上、誤っているものはどれか。,「宅地造成及び特定盛土等規制法」に基づき、宅地造成等工事規制区域内において行われる切土であって、当該切土をした土地の部分に高さが3mの崖を生ずることとなる工事の許可を受けた工事について、特定工程に係る工事を終えたときは、都道府県知事の中間検査を申請しなければならない。,"「都市緑地法」に基づき、緑化地域内においては、敷地面積が1,000m?の建築物の新築をしようとする者は、原則として、当該建築物の緑化率を、緑化地域に関する都市計画において定められた建築物の緑化率の最低限度以上としなければならない。","「駐車場法」に基づき、近隣商業地域内において、延べ面積が2,000m?以上の建築物を新築しようとする場合は、同法による条例により、その建築物又はその建築物の敷地内に駐車施設を設けなければならないことがある。",「流通業務市街地の整備に関する法律」に基づき、流通業務地区においては、建築基準法における用途地域等及び特別用途地区の規定の適用を受けずに、倉庫業の用に供する事務所を建設することができる。,1
令和7年,構造,1,図あり,図-1のような底部で固定された矩形断面材の頂部において、図心G点からeだけ離れた点に鉛直荷重Pが作用している。底部(a-a断面)における垂直応力度分布が図-2のようになる場合、距離eとして、正しいものは、次のうちどれか。ただし、BやDに対してhは十分に大きく、矩形断面材は等質等断面とし、自重は無視する。,e = D/12,e = D^2 / 12B,e = D/6,e = D^2 / 6B,1
令和7年,構造,2,図あり,図のような集中荷重Pを受ける梁A及びBの荷重点に生じるたわみδAとδBとの比として、正しいものは、次のうちどれか。ただし、梁A及びBは同一断面で、全長にわたって等質等断面の弾性部材とし、自重は無視する。,δA : δB = 1 : 1,δA : δB = 1 : 2,δA : δB = 1 : 3,δA : δB = 1 : 4,2
令和7年,構造,3,図あり,図のようなラーメンに作用する水平荷重Pを増大させたとき、ラーメンの崩壊荷重Puの値として、正しいものは、次のうちどれか。ただし、柱、梁の全塑性モーメントの値は図中に示す値とする。,100 kN,200 kN,300 kN,450 kN,2
令和7年,構造,4,図あり,図のような、柱と梁が剛接合された2階と、柱頭及び柱脚がピン接合され、筋かいを有する1階からなる架構が、水平荷重3P及びPを受けている。次の記述のうち、誤っているものはどれか。ただし、部材は等質等断面で伸縮はないものとし、部材の自重は無視する。,部材のせん断力の大きさの比は、柱A:梁B = 4:3である。,柱の曲げモーメントの大きさの最大値と、梁の曲げモーメントの大きさの最大値は等しい。,1階柱の軸力の大きさの比は、柱C: 柱D = 3:10 である。,筋かいEの引張り軸力は、5Pである。,3
令和7年,構造,5,図あり,図のような異なる荷重を受ける同一のトラスにおいて、部材A、B、C及びDに生じる軸方向力をそれぞれ、NA、NB、NC及びNDとするとき、それらの値として、誤っているものは、次のうちどれか。ただし、全ての部材は弾性部材とし、自重は無視する。また、軸方向力は、引張力を「+」、圧縮力を「-」とする。,NA = +3P,NB = +3√2P,NC = +P,ND = +√2P,4
令和7年,構造,6,図あり,図のような構造物A、B、Cの柱の弾性座屈荷重をそれぞれPA、PB、PCとしたとき、それらの大小関係として、正しいものは、次のうちどれか。ただし、全ての柱は等質等断面で、梁は剛体であり、柱及び梁の自重、柱の面外方向の座屈は無視する。,PA = PB < PC,PA = PC < PB,PB < PA = PC,PC < PA = PB,2
令和7年,構造,7,,建築基準法における建築物の構造計算に用いる地震力に関する次の記述のうち、最も不適当なものはどれか。,建築物の地下部分に作用する地震力の計算を行う場合、水平震度kは、地盤面からの深さが深くなるほど大きくなる。,建築物の設計用一次固有周期Tが長い場合、建築物の地上部分に作用する地震力は、一般に、第一種地盤より第三種地盤のほうが大きくなる。,地震層せん断力係数の高さ方向の分布を表す係数Aiは、一般に、建築物の上階になるほど大きくなり、建築物の設計用一次固有周期Tが長いほど大きくなる。,建築物の地上部分の必要保有水平耐力を計算する場合、標準せん断力係数は1.0以上とする。,1
令和7年,構造,8,,建築基準法における建築物の構造計算に用いる風圧力に関する次の記述のうち、最も不適当なものはどれか。,風圧力を計算するに当たって用いる風力係数は、風洞試験によらない場合、建築物の断面及び平面の形状に応じて定める数値によらなければならない。,単位面積当たりの風圧力については、一般に、「外装材に用いる風圧力」より「構造骨組に用いる風圧力」のほうが小さい。,ガスト影響係数Gfは、風の時間的変動により建築物が揺れた場合に発生する最大の力を計算するために用いる係数である。,風圧力を計算するに当たって用いる速度圧は、建築物の高さと軒の高さとの平均Hの平方根に比例する。,4
令和7年,構造,9,,木造軸組工法による地上2階建ての建築物に関する次の記述のうち、最も不適当なものはどれか。,圧縮力を負担する構造耐力上主要な部分である柱の有効細長比を150以下とした。,9cm角の木材の筋かいを入れた軸組の倍率(壁倍率)を3とし、9cm角の木材の筋かいをたすき掛けに入れた軸組の倍率(壁倍率)を5とした。,布基礎の底盤の厚さを、所定の構造計算を行わず、12cmとした。,建築物の高さが7m、延べ面積が300m?であったので、壁量の検討及び耐力壁の釣合いのよい配置の検討を行い、許容応力度計算は行わなかった。,3
令和7年,構造,10,,木造軸組工法による地上2階建ての建築物において、「木造の建築物の軸組の構造方法及び設置の基準を定める件(昭和56年建設省告示第1100号)」 第4 (いわゆる四分割法)に関する次の記述のうち、最も不適当なものはどれか。,建築物の平面を分割する 1/4 の線上に耐力壁の中心線があったので、当該壁を側端部分の存在壁量に算入した。,壁量充足率の算定において、側端部分は、建築物の張り間方向にあっては桁行方向の、桁行方向にあっては張り間方向の両端から 1/4 の部分とした。,各階の張り間方向及び桁行方向のそれぞれについて、「壁量充足率の小さいほう」を「壁量充足率の大きいほう」で除して壁率比を求めた。,検討する方向の各側端部分の壁量充足率がそれぞれ0.4及び1.2であったので、当該階のその方向については、偏心率の確認を行わず、壁率比の規定を満足すると判断した。,4
令和7年,構造,11,,鉄筋コンクリート構造に関する次の記述のうち、最も不適当なものはどれか。,梁のあばら筋比及び柱の帯筋比は、それぞれ0.2%以上とする。,柱の帯筋は、高強度せん断補強筋を除き、135度フックを設ける代わりに、必要溶接長さを満たせば、帯筋相互を片面溶接とすることができる。,梁において、長期荷重時に正負最大曲げモーメントを受ける部分の引張鉄筋断面積は、引張鉄筋比で0.4%以上となる面積、又は、存在応力によって必要とされる量の 4/3 倍のうち、小さいほうの数値以上とする。,梁における圧縮側の主筋は、一般に、地震時荷重に対する靭性の確保には効果がない。,4
令和7年,構造,12,,鉄筋コンクリート構造の配筋に関する次の記述のうち、最も不適当なものはどれか。,大梁の上端筋において、ガス圧接継手を梁端部から梁せいDの 1/2 離れた位置に設けた。,大梁の下端筋において、主筋相互の重ね継手位置を重ね継手長さの 1/2 ずつずらして配筋した。,柱梁接合部内の応力伝達を考慮し、大梁の下端筋を上向きに折り曲げて定着させた。,基礎梁せいが大きかったので、基礎梁に水平な打継ぎ部を設け、打継ぎ部のあばら筋はフック付き重ね継手とした。,1
令和7年,構造,13,,鉄筋コンクリート構造の設計に関する次の記述のうち、最も不適当なものはどれか。,片側スラブ付き梁部材の曲げ剛性の算定において、スラブの効果を無視して計算を行った。,曲げ降伏する梁部材の靱性を高めるために、梁せい及び引張側の鉄筋量を変えることなく、梁幅を大きくした。,梁において、上端筋のコンクリートに対する許容付着応力度は、下端筋よりも小さい値を用いた。,柱梁接合部のせん断終局強度に基づいてせん断破壊に対する安全性の検討を行ったので、許容せん断力を用いた安全性の検討を省略した。,1
